EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryCategory,PromotionCategory,AgeGroup,DistanceCategory,Cluster,Cluster_Label,dim_1,dim_2
673,34,0.0,Travel_Rarely,167,Research & Development,8,5,Life Sciences,1,2,Female,32,3,2,Manufacturing Director,1,Divorced,5121,4187,3,Y,No,14,3,3,80,1,7,3,3,0,0,0,0,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,2,Risiko Rendah,0.8017613416001939,0.24854515207216338
674,36,0.0,Travel_Rarely,913,Research & Development,9,2,Medical,1,2,Male,48,2,2,Manufacturing Director,2,Divorced,8847,13934,2,Y,Yes,11,3,3,80,1,13,2,3,3,2,0,2,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,2,Risiko Rendah,-0.917526059528259,-1.6664280830892078
675,52,0.0,Travel_Rarely,699,Research & Development,1,4,Life Sciences,1,3,Male,65,2,5,Manager,3,Married,19999,5678,0,Y,No,14,3,1,80,1,34,5,3,33,18,11,9,Sangat Tinggi (>15000),> 5 Tahun,50+,0-5 km,2,Risiko Rendah,0.9751027522794676,-1.1410505975707441
676,38,,Travel_Rarely,1321,Sales,1,4,Life Sciences,1,4,Male,86,3,2,Sales Executive,2,Married,4440,7636,0,Y,No,15,3,1,80,2,16,3,3,15,13,5,8,Rendah (< 5000),3-5 Tahun,30-39,0-5 km,2,Risiko Rendah,0.7661554061569273,-0.5539986790415575
677,35,0.0,Travel_Frequently,138,Research & Development,2,3,Medical,1,2,Female,37,3,2,Laboratory Technician,2,Single,4425,15986,5,Y,No,11,3,4,80,0,10,5,3,6,2,1,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,2,Risiko Rendah,0.9753375668870405,-0.291579027291142
678,44,0.0,Travel_Rarely,1459,Research & Development,10,4,Other,1,4,Male,41,3,2,Healthcare Representative,4,Married,6465,19121,2,Y,Yes,13,3,4,80,0,9,5,4,4,2,1,3,Sedang (5000-10000),1-2 Tahun,40-49,6-10 km,2,Risiko Rendah,-0.46675047620583465,-2.8224175395138675
679,46,,Travel_Rarely,228,Sales,3,3,Life Sciences,1,3,Female,51,3,4,Manager,2,Married,16606,11380,8,Y,No,12,3,4,80,1,23,2,4,13,12,5,1,Sangat Tinggi (>15000),3-5 Tahun,40-49,0-5 km,2,Risiko Rendah,0.8521808460618667,-0.9830372655363104
680,22,1.0,Travel_Rarely,617,Research & Development,3,1,Life Sciences,1,2,Female,34,3,2,Manufacturing Director,3,Married,4171,10022,0,Y,Yes,19,3,1,80,1,4,3,4,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,2,Risiko Rendah,0.3729064031785843,-0.06418985300018142
681,40,0.0,Travel_Rarely,804,Research & Development,2,1,Medical,1,4,Female,86,2,1,Research Scientist,4,Single,2342,22929,0,Y,Yes,20,4,4,80,0,5,2,2,4,2,2,3,Rendah (< 5000),1-2 Tahun,40-49,0-5 km,2,Risiko Rendah,-1.3981442627969176,-0.7047956700417608
682,33,1.0,Travel_Rarely,603,Sales,9,4,Marketing,1,1,Female,77,3,2,Sales Executive,1,Single,8224,18385,0,Y,Yes,17,3,1,80,0,6,3,3,5,2,0,3,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,2,Risiko Rendah,-1.1310733552871926,1.6247234060367817
683,50,0.0,Travel_Frequently,1246,Human Resources,3,3,Medical,1,1,Male,99,3,5,Manager,2,Married,18200,7999,1,Y,No,11,3,3,80,1,32,2,3,32,5,10,7,Sangat Tinggi (>15000),> 5 Tahun,50+,0-5 km,2,Risiko Rendah,1.9763893127636547,2.5927944028794316
684,50,0.0,Travel_Frequently,1421,Research & Development,2,3,Medical,1,4,Female,30,3,4,Manager,1,Married,17856,9490,2,Y,No,22,4,3,80,1,32,3,3,2,2,2,2,Sangat Tinggi (>15000),1-2 Tahun,50+,0-5 km,-1,Risiko Tinggi,,
685,57,0.0,Travel_Rarely,593,Research & Development,1,4,Medical,1,4,Male,88,3,2,Healthcare Representative,3,Married,6755,2967,2,Y,No,11,3,3,80,0,15,2,3,3,2,1,2,Sedang (5000-10000),1-2 Tahun,50+,0-5 km,2,Risiko Rendah,0.8418513400171415,-1.5108074079263596
686,37,,Travel_Rarely,161,Research & Development,10,3,Life Sciences,1,3,Female,42,4,3,Research Director,4,Married,13744,15471,1,Y,Yes,25,4,1,80,1,16,2,3,16,11,6,8,Tinggi (10000-15000),> 5 Tahun,30-39,6-10 km,2,Risiko Rendah,-0.32140142659789717,0.06769631384126489
687,35,1.0,Travel_Frequently,662,Sales,18,4,Marketing,1,4,Female,67,3,2,Sales Executive,3,Married,4614,23288,0,Y,Yes,18,3,3,80,1,5,0,2,4,2,3,2,Rendah (< 5000),3-5 Tahun,30-39,11-20 km,2,Risiko Rendah,0.5217037779871808,-0.3283769290196476
688,41,,Travel_Rarely,582,Research & Development,28,4,Life Sciences,1,1,Female,60,2,4,Manufacturing Director,2,Married,13570,5640,0,Y,No,23,4,3,80,1,21,3,3,20,7,0,10,Tinggi (10000-15000),Baru Dipromosikan,40-49,21-30 km,2,Risiko Rendah,1.556638744195925,-0.02366114201919588
689,30,0.0,Travel_Rarely,634,Research & Development,17,4,Medical,1,2,Female,95,3,3,Manager,1,Married,11916,25927,1,Y,Yes,23,4,4,80,2,9,2,3,9,1,0,8,Tinggi (10000-15000),Baru Dipromosikan,30-39,11-20 km,2,Risiko Rendah,-0.5850890073546321,-0.27734183968141196
690,37,,Travel_Frequently,1278,Sales,1,4,Medical,1,3,Male,31,1,2,Sales Executive,4,Divorced,9525,7677,1,Y,No,14,3,3,80,2,6,2,2,6,3,1,3,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,2,Risiko Rendah,0.2749257676744041,-0.9115163787040986
691,31,0.0,Travel_Rarely,525,Sales,6,4,Medical,1,1,Male,66,4,2,Sales Executive,4,Divorced,5460,6219,4,Y,No,22,4,4,80,2,13,4,4,7,7,5,7,Sedang (5000-10000),3-5 Tahun,30-39,6-10 km,2,Risiko Rendah,0.31180017282988154,-0.8938157612048184
692,52,0.0,Non-Travel,771,Sales,2,4,Life Sciences,1,1,Male,79,2,5,Manager,3,Single,19068,21030,1,Y,Yes,18,3,4,80,0,33,2,4,33,7,15,12,Sangat Tinggi (>15000),> 5 Tahun,50+,0-5 km,2,Risiko Rendah,0.9206541276286143,1.261663474569317
693,31,,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,1,Male,51,3,2,Sales Executive,3,Married,8346,20943,1,Y,No,19,3,3,80,1,6,3,3,5,2,0,2,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,2,Risiko Rendah,1.0174036875091532,0.14475072947928652
694,33,0.0,Travel_Rarely,1069,Research & Development,1,3,Life Sciences,1,2,Female,42,2,2,Healthcare Representative,4,Single,6949,12291,0,Y,No,14,3,1,80,0,6,3,3,5,0,1,4,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,2,Risiko Rendah,1.5186587574306516,0.12520992856078408
695,44,,Travel_Rarely,1313,Research & Development,7,3,Medical,1,2,Female,31,3,5,Research Director,4,Divorced,19049,3549,0,Y,Yes,14,3,4,80,1,23,4,2,22,7,1,10,Sangat Tinggi (>15000),1-2 Tahun,40-49,6-10 km,2,Risiko Rendah,0.6460009324821293,-1.5859332929463423
696,33,0.0,Non-Travel,750,Sales,22,2,Marketing,1,3,Male,95,3,2,Sales Executive,2,Married,6146,15480,0,Y,No,13,3,1,80,1,8,2,4,7,7,0,7,Sedang (5000-10000),Baru Dipromosikan,30-39,21-30 km,2,Risiko Rendah,0.7099296598793591,0.518229955923128
697,34,0.0,Travel_Rarely,285,Research & Development,29,3,Medical,1,2,Male,86,3,2,Laboratory Technician,3,Married,5429,17491,4,Y,No,13,3,1,80,2,10,1,3,8,7,7,7,Sedang (5000-10000),> 5 Tahun,30-39,21-30 km,2,Risiko Rendah,1.1940826182150752,1.4878819813436388
698,18,,Travel_Frequently,544,Sales,3,2,Medical,1,2,Female,70,3,1,Sales Representative,4,Single,1569,18420,1,Y,Yes,12,3,3,80,0,0,2,4,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,,-0.16022896976354364,-3.3818777482613136
699,51,0.0,Travel_Rarely,432,Research & Development,9,4,Life Sciences,1,4,Male,96,3,1,Laboratory Technician,4,Married,2075,18725,3,Y,No,23,4,2,80,2,10,4,3,4,2,0,3,Rendah (< 5000),Baru Dipromosikan,50+,6-10 km,2,Risiko Rendah,-0.9827275533234026,-0.250426639802854
700,50,0.0,Travel_Rarely,797,Research & Development,4,1,Life Sciences,1,1,Male,96,3,5,Research Director,2,Divorced,19144,15815,3,Y,No,14,3,1,80,2,28,4,2,10,4,1,6,Sangat Tinggi (>15000),1-2 Tahun,50+,0-5 km,2,Risiko Rendah,2.350061652351377,1.4688050160770767
701,29,,Travel_Frequently,410,Research & Development,2,1,Life Sciences,1,4,Female,97,3,1,Laboratory Technician,2,Married,3180,4668,0,Y,No,13,3,3,80,3,4,3,3,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,2,Risiko Rendah,-1.506994280021593,1.2006685376582567
702,46,0.0,Travel_Rarely,168,Sales,4,2,Marketing,1,4,Female,33,2,5,Manager,2,Married,18789,9946,2,Y,No,14,3,3,80,1,26,2,3,11,4,0,8,Sangat Tinggi (>15000),Baru Dipromosikan,40-49,0-5 km,2,Risiko Rendah,1.45424414166468,-0.3677567833337696
703,22,0.0,Travel_Rarely,217,Research & Development,8,1,Life Sciences,1,2,Male,94,1,1,Laboratory Technician,1,Married,2451,6881,1,Y,No,15,3,1,80,1,4,3,2,4,3,1,1,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,2,Risiko Rendah,0.14047472537628694,1.906685892769627
704,29,0.0,Travel_Frequently,1413,Sales,1,1,Medical,1,2,Female,42,3,3,Sales Executive,4,Married,7918,6599,1,Y,No,14,3,4,80,1,11,5,3,11,10,4,1,Sedang (5000-10000),3-5 Tahun,< 30,0-5 km,2,Risiko Rendah,1.486088649888059,-0.2097070880391407
705,22,0.0,Travel_Rarely,1136,Research & Development,5,3,Life Sciences,1,4,Male,60,4,1,Research Scientist,2,Divorced,2328,12392,1,Y,Yes,16,3,1,80,1,4,2,2,4,2,2,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,2,Risiko Rendah,-0.2382903293118609,0.772218784611009
706,45,,Travel_Rarely,374,Sales,20,3,Life Sciences,1,4,Female,50,3,2,Sales Executive,3,Single,4850,23333,8,Y,No,15,3,3,80,0,8,3,3,5,3,0,1,Rendah (< 5000),Baru Dipromosikan,40-49,11-20 km,2,Risiko Rendah,0.6386932625180635,-1.138896338226257
707,25,,Travel_Rarely,309,Human Resources,2,3,Human Resources,1,3,Female,82,3,1,Human Resources,2,Married,2187,19655,4,Y,No,14,3,3,80,0,6,3,3,2,0,1,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,1,Risiko Sedang,-12.987196752365582,9.60072786240666
708,46,0.0,Travel_Rarely,1402,Sales,2,3,Marketing,1,3,Female,69,3,4,Manager,1,Married,17048,24097,8,Y,No,23,4,1,80,0,28,2,3,26,15,15,9,Sangat Tinggi (>15000),> 5 Tahun,40-49,0-5 km,2,Risiko Rendah,2.0016680798956736,1.147036660091623
709,35,,Travel_Rarely,1349,Research & Development,7,2,Life Sciences,1,3,Male,63,2,1,Laboratory Technician,4,Married,2690,7713,1,Y,No,18,3,4,80,1,1,5,2,1,0,0,1,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,0,,1.2309016920024334,-3.2028638575879347
710,29,0.0,Travel_Rarely,332,Human Resources,17,3,Other,1,2,Male,51,2,3,Human Resources,1,Single,7988,9769,1,Y,No,13,3,1,80,0,10,3,2,10,9,0,9,Sedang (5000-10000),Baru Dipromosikan,< 30,11-20 km,2,Risiko Rendah,1.677269255180005,2.373996849554193
711,46,,Travel_Rarely,563,Sales,1,4,Life Sciences,1,4,Male,56,4,4,Manager,1,Single,17567,3156,1,Y,No,15,3,2,80,0,27,5,1,26,0,0,12,Sangat Tinggi (>15000),Baru Dipromosikan,40-49,0-5 km,2,Risiko Rendah,1.7517221839350352,2.5476550513793446
712,38,0.0,Travel_Frequently,653,Research & Development,29,5,Life Sciences,1,4,Female,50,3,2,Laboratory Technician,4,Single,2406,5456,1,Y,No,11,3,4,80,0,10,2,3,10,3,9,9,Rendah (< 5000),> 5 Tahun,30-39,21-30 km,-1,Risiko Tinggi,,
713,41,0.0,Travel_Rarely,465,Research & Development,14,3,Life Sciences,1,1,Male,56,3,1,Research Scientist,3,Divorced,2451,4609,4,Y,No,12,3,1,80,1,13,2,3,9,8,1,8,Rendah (< 5000),1-2 Tahun,40-49,11-20 km,2,Risiko Rendah,0.6563755641246827,1.5431118481000201
714,27,,Travel_Frequently,1337,Human Resources,22,3,Human Resources,1,1,Female,58,2,1,Human Resources,2,Married,2863,19555,1,Y,No,12,3,1,80,0,1,2,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,21-30 km,0,,2.99132879098021,-0.760946640933876
715,40,0.0,Non-Travel,663,Research & Development,9,4,Other,1,3,Male,81,3,2,Laboratory Technician,3,Divorced,3975,23099,3,Y,No,11,3,3,80,2,11,2,4,8,7,0,7,Rendah (< 5000),Baru Dipromosikan,40-49,6-10 km,2,Risiko Rendah,0.2701640902302129,-0.8160585760972682
716,37,,Travel_Rarely,674,Research & Development,13,3,Medical,1,1,Male,47,3,2,Research Scientist,4,Married,4285,3031,1,Y,No,17,3,1,80,0,10,2,3,10,8,3,7,Rendah (< 5000),3-5 Tahun,30-39,11-20 km,2,Risiko Rendah,1.1219197522912057,1.3829308714539552
717,39,,Non-Travel,1251,Sales,21,4,Life Sciences,1,1,Female,32,1,2,Sales Executive,3,Married,5736,3987,6,Y,No,19,3,3,80,1,10,1,3,3,2,1,2,Sedang (5000-10000),1-2 Tahun,30-39,21-30 km,2,Risiko Rendah,1.4369357910740745,0.41851602655106984
718,31,0.0,Non-Travel,587,Sales,2,4,Life Sciences,1,4,Female,57,3,3,Sales Executive,3,Divorced,9852,8935,1,Y,Yes,19,3,1,80,1,10,5,2,10,8,9,6,Sedang (5000-10000),> 5 Tahun,30-39,0-5 km,2,Risiko Rendah,1.5465300722169566,0.6148268400626538
719,34,,Travel_Rarely,971,Sales,1,3,Technical Degree,1,4,Male,64,2,3,Sales Executive,3,Married,7083,12288,1,Y,Yes,14,3,4,80,0,10,3,3,10,9,8,6,Sedang (5000-10000),> 5 Tahun,30-39,0-5 km,2,Risiko Rendah,-0.5856163819536634,-1.7482519530552623
720,50,0.0,Travel_Frequently,809,Sales,12,3,Marketing,1,3,Female,77,3,3,Sales Executive,4,Single,9208,6645,4,Y,No,11,3,4,80,0,16,3,3,2,2,2,1,Sedang (5000-10000),1-2 Tahun,50+,11-20 km,0,,12.076071852401633,-8.70554557346137
721,51,0.0,Travel_Rarely,770,Human Resources,5,3,Life Sciences,1,3,Male,84,3,4,Manager,2,Divorced,14026,17588,1,Y,Yes,11,3,2,80,1,33,2,3,33,9,0,10,Tinggi (10000-15000),Baru Dipromosikan,50+,0-5 km,2,Risiko Rendah,0.16833237901678258,1.2464202728476226
722,31,0.0,Travel_Frequently,798,Research & Development,7,2,Life Sciences,1,3,Female,48,2,3,Manufacturing Director,3,Married,8943,14034,1,Y,No,24,4,1,80,1,10,2,3,10,9,8,9,Sedang (5000-10000),> 5 Tahun,30-39,6-10 km,2,Risiko Rendah,1.391085992413675,0.7900197728056026
723,45,0.0,Travel_Rarely,194,Research & Development,9,3,Life Sciences,1,2,Male,60,3,2,Laboratory Technician,2,Divorced,2348,10901,8,Y,No,18,3,3,80,1,20,2,1,17,9,0,15,Rendah (< 5000),Baru Dipromosikan,40-49,6-10 km,2,Risiko Rendah,0.8831865150979631,1.1674254093272745
724,52,0.0,Non-Travel,715,Research & Development,19,4,Medical,1,4,Male,41,3,1,Research Scientist,4,Married,4258,26589,0,Y,No,18,3,1,80,1,5,3,3,4,3,1,2,Rendah (< 5000),1-2 Tahun,50+,11-20 km,2,Risiko Rendah,-0.7606339508955142,0.8660914926350088
725,58,1.0,Travel_Rarely,147,Research & Development,23,4,Medical,1,4,Female,94,3,3,Healthcare Representative,4,Married,10312,3465,1,Y,No,12,3,4,80,1,40,3,2,40,10,15,6,Tinggi (10000-15000),> 5 Tahun,50+,21-30 km,-1,Risiko Tinggi,,
726,30,1.0,Travel_Rarely,1005,Research & Development,3,3,Technical Degree,1,4,Female,88,3,1,Research Scientist,1,Single,2657,8556,5,Y,Yes,11,3,3,80,0,8,5,3,5,2,0,4,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,2,Risiko Rendah,-1.860989917750817,-0.8431712113258865
727,39,,Travel_Rarely,1089,Research & Development,6,3,Life Sciences,1,2,Female,32,3,3,Manufacturing Director,2,Single,8376,9150,4,Y,No,18,3,4,80,0,9,3,3,2,0,2,2,Sedang (5000-10000),1-2 Tahun,30-39,6-10 km,0,,12.845409324942196,-7.801290758485651
728,29,0.0,Travel_Rarely,1210,Sales,2,3,Medical,1,1,Male,78,2,2,Sales Executive,2,Married,6644,3687,2,Y,No,19,3,2,80,2,10,2,3,0,0,0,0,Sedang (5000-10000),Baru Dipromosikan,< 30,0-5 km,2,Risiko Rendah,0.9903631938610745,0.20942273446280074
729,44,0.0,Travel_Rarely,477,Research & Development,7,4,Medical,1,1,Female,42,2,3,Healthcare Representative,4,Married,10248,2094,3,Y,No,14,3,4,80,1,24,4,3,22,6,5,17,Tinggi (10000-15000),3-5 Tahun,40-49,6-10 km,2,Risiko Rendah,1.0204959594575325,0.009922939178029652
730,36,0.0,Travel_Frequently,1195,Research & Development,11,3,Life Sciences,1,2,Male,95,2,2,Manufacturing Director,2,Single,6499,22656,1,Y,No,13,3,3,80,0,6,3,3,6,5,0,3,Sedang (5000-10000),Baru Dipromosikan,30-39,11-20 km,2,Risiko Rendah,0.9432882118135423,0.5097238747795715
731,34,,Travel_Rarely,790,Sales,24,4,Medical,1,1,Female,40,2,2,Sales Executive,2,Single,4599,7815,0,Y,Yes,23,4,3,80,0,16,2,4,15,9,10,10,Rendah (< 5000),> 5 Tahun,30-39,21-30 km,2,Risiko Rendah,-0.049149520515115265,-1.1402545044909709
732,31,,Travel_Frequently,163,Research & Development,24,1,Technical Degree,1,4,Female,30,3,2,Manufacturing Director,4,Single,5238,6670,2,Y,No,20,4,4,80,0,9,3,2,5,4,1,4,Sedang (5000-10000),1-2 Tahun,30-39,21-30 km,2,Risiko Rendah,-0.0036530603875226226,-1.7114441910837184
733,31,0.0,Travel_Rarely,408,Research & Development,9,4,Life Sciences,1,3,Male,42,2,1,Research Scientist,2,Single,2657,7551,0,Y,Yes,16,3,4,80,0,3,5,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,1,Risiko Sedang,-14.700450108905805,8.179203074426013
734,21,0.0,Travel_Rarely,984,Research & Development,1,1,Technical Degree,1,4,Female,70,2,1,Research Scientist,2,Single,2070,25326,1,Y,Yes,11,3,3,80,0,2,6,4,2,2,2,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,-1,Risiko Tinggi,,
735,36,0.0,Travel_Frequently,1467,Sales,11,2,Technical Degree,1,2,Female,92,3,3,Sales Executive,4,Married,9738,22952,0,Y,No,14,3,3,80,1,10,6,3,9,7,2,8,Sedang (5000-10000),1-2 Tahun,30-39,11-20 km,2,Risiko Rendah,0.919587941897526,-0.9252345058628455
736,25,0.0,Travel_Rarely,685,Research & Development,1,3,Life Sciences,1,1,Female,62,3,2,Manufacturing Director,3,Married,4898,7505,0,Y,No,12,3,4,80,2,5,3,3,4,2,1,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,2,Risiko Rendah,1.458282131161593,-0.2323314171089583
737,46,0.0,Non-Travel,1144,Research & Development,7,4,Medical,1,3,Female,30,3,2,Manufacturing Director,3,Married,5258,16044,2,Y,No,14,3,3,80,0,7,2,4,1,0,0,0,Sedang (5000-10000),Baru Dipromosikan,40-49,6-10 km,2,Risiko Rendah,-0.3061627116749664,-1.152877805223748
738,29,0.0,Travel_Rarely,738,Research & Development,9,5,Other,1,2,Male,30,2,1,Laboratory Technician,4,Single,3983,7621,0,Y,No,17,3,3,80,0,4,2,3,3,2,2,2,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,2,Risiko Rendah,-1.3109474290291245,1.3268921393763484
739,44,1.0,Travel_Frequently,920,Research & Development,24,3,Life Sciences,1,4,Male,43,3,1,Laboratory Technician,3,Divorced,3161,19920,3,Y,Yes,22,4,4,80,1,19,0,1,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,21-30 km,2,Risiko Rendah,1.8062703332769943,-2.143588053285544
740,26,0.0,Travel_Rarely,933,Sales,1,3,Life Sciences,1,3,Male,57,3,2,Sales Executive,3,Married,5296,20156,1,Y,No,17,3,2,80,1,8,3,3,8,7,7,7,Sedang (5000-10000),> 5 Tahun,< 30,0-5 km,2,Risiko Rendah,1.5539620966996257,0.25231989268063504
741,55,0.0,Non-Travel,444,Research & Development,2,1,Medical,1,3,Male,40,2,4,Manager,1,Single,16756,17323,7,Y,No,15,3,2,80,0,31,3,4,9,7,6,2,Sangat Tinggi (>15000),> 5 Tahun,50+,0-5 km,2,Risiko Rendah,1.5902273785577223,-0.09367908485748731
742,47,,Travel_Frequently,1093,Sales,9,3,Life Sciences,1,3,Male,82,1,4,Sales Executive,3,Married,12936,24164,7,Y,No,11,3,3,80,0,25,3,1,23,5,14,10,Tinggi (10000-15000),> 5 Tahun,40-49,6-10 km,2,Risiko Rendah,0.8232548756571869,0.3871645916551056
743,35,0.0,Travel_Rarely,464,Research & Development,4,2,Other,1,3,Male,75,3,1,Laboratory Technician,4,Divorced,1951,10910,1,Y,No,12,3,3,80,1,1,3,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,0,,1.5952467095228642,-2.9586560167439875
744,29,,Travel_Rarely,1092,Research & Development,1,4,Medical,1,1,Male,36,3,1,Research Scientist,4,Married,4787,26124,9,Y,Yes,14,3,2,80,3,4,3,4,2,2,2,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,-1,Risiko Tinggi,,
745,29,1.0,Travel_Frequently,337,Research & Development,14,1,Other,1,3,Female,84,3,3,Healthcare Representative,4,Single,7553,22930,0,Y,Yes,12,3,1,80,0,9,1,3,8,7,7,7,Sedang (5000-10000),> 5 Tahun,< 30,11-20 km,2,Risiko Rendah,-0.7816921471363498,-1.9630167800007785
746,34,,Travel_Rarely,1480,Sales,4,3,Life Sciences,1,3,Male,64,3,3,Sales Executive,4,Married,9713,24444,2,Y,Yes,13,3,4,80,3,9,3,3,5,3,1,0,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,2,Risiko Rendah,-0.4874082652296143,-2.4890301042916225
747,32,0.0,Travel_Rarely,498,Research & Development,3,4,Medical,1,3,Female,93,3,2,Manufacturing Director,1,Married,6725,13554,1,Y,No,12,3,3,80,1,8,2,4,8,7,6,3,Sedang (5000-10000),> 5 Tahun,30-39,0-5 km,2,Risiko Rendah,0.6898513235053261,0.1123413586110256
748,41,1.0,Travel_Rarely,1356,Sales,20,2,Marketing,1,2,Female,70,3,1,Sales Representative,2,Single,3140,21728,1,Y,Yes,22,4,4,80,0,4,5,2,4,3,0,2,Rendah (< 5000),Baru Dipromosikan,40-49,11-20 km,2,Risiko Rendah,-0.5552967961227059,0.959656881698342
749,28,1.0,Travel_Rarely,890,Research & Development,2,4,Medical,1,3,Male,46,3,1,Research Scientist,3,Single,4382,16374,6,Y,No,17,3,4,80,0,5,3,2,2,2,2,1,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,-1,Risiko Tinggi,,
750,35,0.0,Travel_Frequently,482,Research & Development,4,4,Life Sciences,1,3,Male,87,3,2,Research Scientist,3,Single,4249,2690,1,Y,Yes,11,3,2,80,0,9,3,3,9,6,1,1,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,2,Risiko Rendah,-0.8564479481987173,-0.6800145700445555
751,29,,Travel_Frequently,995,Research & Development,2,1,Life Sciences,1,1,Male,87,3,2,Healthcare Representative,4,Divorced,8853,24483,1,Y,No,19,3,4,80,1,6,0,4,6,4,1,3,Sedang (5000-10000),1-2 Tahun,< 30,0-5 km,2,Risiko Rendah,0.44861241441270594,-1.0315487676950648
752,28,0.0,Travel_Frequently,791,Research & Development,1,4,Medical,1,4,Male,44,3,1,Laboratory Technician,3,Single,2154,6842,0,Y,Yes,11,3,3,80,0,5,2,2,4,2,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,2,Risiko Rendah,-1.0082872239073217,-0.03761012548692688
753,45,0.0,Travel_Frequently,1199,Research & Development,7,4,Life Sciences,1,1,Male,77,4,2,Manufacturing Director,3,Married,6434,5118,4,Y,No,17,3,4,80,1,9,1,3,3,2,0,2,Sedang (5000-10000),Baru Dipromosikan,40-49,6-10 km,2,Risiko Rendah,1.0233825887618744,-0.33681178979338133
754,42,0.0,Travel_Rarely,933,Research & Development,29,3,Life Sciences,1,2,Male,98,3,2,Manufacturing Director,2,Married,4434,11806,1,Y,No,13,3,4,80,1,10,3,2,9,8,7,8,Rendah (< 5000),> 5 Tahun,40-49,21-30 km,2,Risiko Rendah,0.30463515387370366,1.107794550786135
755,29,0.0,Non-Travel,746,Sales,2,3,Life Sciences,1,4,Male,61,3,2,Sales Executive,3,Married,4649,16928,1,Y,No,14,3,1,80,1,4,3,2,4,3,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,2,Risiko Rendah,0.6892986330352631,-0.5261808411505516
756,26,0.0,Travel_Rarely,583,Research & Development,4,2,Life Sciences,1,3,Male,53,3,1,Research Scientist,4,Single,2875,9973,1,Y,Yes,20,4,2,80,0,8,2,2,8,5,2,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,2,Risiko Rendah,0.039666376006164725,0.40085339001265924
757,59,0.0,Travel_Rarely,1435,Sales,25,3,Life Sciences,1,1,Female,99,3,3,Sales Executive,1,Single,7637,2354,7,Y,No,11,3,4,80,0,28,3,2,21,16,7,9,Sedang (5000-10000),> 5 Tahun,50+,21-30 km,2,Risiko Rendah,1.0108779824161958,1.7681088635357833
758,31,0.0,Travel_Rarely,670,Research & Development,26,1,Life Sciences,1,1,Male,31,3,1,Research Scientist,3,Divorced,2911,15170,1,Y,No,17,3,4,80,1,5,1,2,5,2,4,3,Rendah (< 5000),3-5 Tahun,30-39,21-30 km,2,Risiko Rendah,-0.658664132146653,1.0310652158870528
759,18,,Non-Travel,1431,Research & Development,14,3,Medical,1,2,Female,33,3,1,Research Scientist,3,Single,1514,8018,1,Y,No,16,3,3,80,0,0,4,1,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,11-20 km,0,,0.7863167351347353,-1.99067086395789
760,52,0.0,Travel_Rarely,319,Research & Development,3,3,Medical,1,4,Male,39,2,3,Manufacturing Director,3,Married,7969,19609,2,Y,Yes,14,3,3,80,0,28,4,3,5,4,0,4,Sedang (5000-10000),Baru Dipromosikan,50+,0-5 km,2,Risiko Rendah,-0.43792171387001627,-2.26151417635416
