EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryCategory,PromotionCategory,AgeGroup,DistanceCategory,OverTime_Numeric,Income_Level,Satisfaction_Index,Career_Progress,Stability_Factor,Work_Life_Balance_Impact,Distance_Strain,Promotion_Expectation,Experience_vs_Tenure,Loyalty_Index,Cluster,Cluster_Label,Dim1,Dim2
644,36,0.0,Travel_Frequently,884,Research & Development,23,2,Medical,1,3,Male,41,4,2,Laboratory Technician,4,Married,2571,12290,4,Y,No,17,3,3,80,1,17,3,3,5,2,0,3,Rendah (< 5000),Baru Dipromosikan,30-39,21-30 km,0,1285.5,3.25,2.0,1.0,3,7.419354838709677,0.1111111111111111,0.6666666666666666,4.0,0,Risiko Sedang,-0.5628304462431227,0.376779417370401
645,42,0.0,Travel_Rarely,188,Research & Development,29,3,Medical,1,2,Male,56,1,2,Laboratory Technician,4,Single,4272,9558,4,Y,No,19,3,1,80,0,16,3,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,21-30 km,0,2136.0,2.5,2.0,0.2,3,9.35483870967742,0.11764705882352941,0.8823529411764706,0.8,0,Risiko Sedang,-0.5965944534922588,0.41786451982738815
646,44,0.0,Non-Travel,111,Research & Development,17,3,Life Sciences,1,4,Male,74,1,1,Research Scientist,3,Single,2290,4279,2,Y,No,13,3,4,80,0,6,3,3,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,11-20 km,0,2290.0,3.5,1.0,0.0,3,5.483870967741935,0.14285714285714285,0.8571428571428571,0.0,0,Risiko Sedang,-0.601127661440683,0.45470139559463857
647,28,0.0,Travel_Rarely,1144,Sales,10,1,Medical,1,4,Male,74,3,1,Sales Representative,2,Married,1052,23384,1,Y,No,22,4,2,80,0,1,5,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,0,1052.0,2.75,1.0,0.5,3,3.225806451612903,0.5,0.0,1.0,0,Risiko Sedang,-0.6160656207994036,0.5874706259402896
648,33,0.0,Travel_Rarely,1099,Research & Development,4,4,Medical,1,1,Female,82,2,1,Laboratory Technician,2,Married,3838,8192,8,Y,No,11,3,4,80,0,8,5,3,5,4,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,0,3838.0,2.5,1.0,0.5555555555555556,3,1.2903225806451613,0.1111111111111111,0.3333333333333333,1.1111111111111112,0,Risiko Sedang,-0.581834393659396,0.36457779154881786
649,31,0.0,Travel_Rarely,1332,Research & Development,11,2,Medical,1,3,Male,80,3,2,Healthcare Representative,1,Married,6833,17089,1,Y,Yes,12,3,4,80,0,6,2,2,6,5,0,1,Sedang (5000-10000),Baru Dipromosikan,30-39,11-20 km,1,3416.5,2.5,2.0,3.0,0,5.238095238095238,0.2857142857142857,0.0,3.0,0,Risiko Sedang,-0.5544761123670969,0.363767139166396
650,29,0.0,Travel_Rarely,1370,Research & Development,3,1,Medical,1,2,Male,87,3,1,Laboratory Technician,1,Single,4723,16213,1,Y,Yes,18,3,4,80,0,10,3,3,10,9,1,5,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,1,4723.0,2.5,0.5,5.0,0,0.9677419354838709,0.09090909090909091,0.0,5.0,0,Risiko Sedang,-0.4523713179385211,0.10337646912509939
651,19,1.0,Travel_Rarely,303,Research & Development,2,3,Life Sciences,1,2,Male,47,2,1,Laboratory Technician,4,Single,1102,9241,1,Y,No,22,4,3,80,0,1,3,2,1,0,1,0,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,0,1102.0,2.75,0.5,0.5,2,0.9523809523809523,0.5,0.0,2.0,0,Risiko Sedang,-0.6153128572694505,0.5829887170860678
652,37,1.0,Travel_Rarely,1373,Research & Development,2,2,Other,1,4,Male,92,2,1,Laboratory Technician,3,Single,2090,2396,6,Y,Yes,15,3,2,80,0,7,3,3,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,1,2090.0,3.0,1.0,0.0,0,0.6451612903225806,0.125,0.875,0.0,0,Risiko Sedang,-0.6023579360873421,0.4617999813335749
653,45,0.0,Travel_Rarely,252,Research & Development,2,3,Life Sciences,1,2,Female,95,2,1,Research Scientist,3,Single,2274,6153,1,Y,No,14,3,4,80,0,1,3,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,0-5 km,0,2274.0,3.0,1.0,0.5,3,0.6451612903225806,0.5,0.0,1.5,0,Risiko Sedang,-0.6064424531869171,0.5328582028817312
654,50,0.0,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,1,Male,64,3,1,Laboratory Technician,4,Married,2380,20165,4,Y,No,18,3,2,80,0,8,5,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,50+,6-10 km,0,2380.0,2.5,1.0,0.2,3,2.903225806451613,0.1111111111111111,0.7777777777777778,0.8,0,Risiko Sedang,-0.5955974331756602,0.423006910846014
655,51,0.0,Travel_Frequently,1456,Research & Development,1,4,Medical,1,1,Female,30,2,3,Healthcare Representative,1,Single,7484,25796,3,Y,No,20,4,3,80,0,23,1,2,13,12,12,8,Sedang (5000-10000),> 5 Tahun,50+,0-5 km,0,2494.6666666666665,1.75,0.23076923076923078,3.25,2,0.47619047619047616,0.125,0.4166666666666667,3.25,0,Risiko Sedang,-0.24269255660838351,-1.338552133531484
656,42,0.0,Travel_Rarely,603,Research & Development,7,4,Medical,1,2,Female,78,4,2,Research Scientist,2,Married,2372,5628,6,Y,Yes,16,3,4,80,0,18,2,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,6-10 km,1,1186.0,2.75,2.0,0.14285714285714285,0,2.258064516129032,0.10526315789473684,0.8947368421052632,0.2857142857142857,0,Risiko Sedang,-0.598995651572887,0.42994703163485337
657,32,0.0,Travel_Rarely,1093,Sales,6,4,Medical,1,2,Male,87,3,2,Sales Executive,3,Single,5010,24301,1,Y,No,16,3,1,80,0,12,0,3,11,8,5,7,Sedang (5000-10000),3-5 Tahun,30-39,6-10 km,0,2505.0,2.25,0.3333333333333333,5.5,3,1.9354838709677418,0.15384615384615385,0.07692307692307693,16.5,0,Risiko Sedang,-0.16958756930505406,-0.2305891380685604
658,32,0.0,Travel_Frequently,689,Sales,9,2,Medical,1,4,Male,35,1,2,Sales Executive,4,Divorced,4668,22812,0,Y,No,17,3,4,80,3,9,2,4,8,7,0,7,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,0,2334.0,4.0,2.0,8.0,4,2.1951219512195124,0.2,0.1,32.0,0,Risiko Sedang,0.3660862074322057,0.5031462529438403
659,32,0.0,Travel_Rarely,827,Research & Development,1,1,Life Sciences,1,4,Male,71,3,1,Research Scientist,1,Single,2956,15178,1,Y,No,13,3,4,80,0,1,2,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,0,2956.0,3.0,1.0,0.5,3,0.3225806451612903,0.5,0.0,0.5,0,Risiko Sedang,-0.6090412921114301,0.5388334879552689
660,35,0.0,Travel_Rarely,104,Research & Development,2,3,Life Sciences,1,1,Female,69,3,1,Laboratory Technician,1,Divorced,2074,26619,1,Y,Yes,12,3,4,80,1,1,2,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,1,2074.0,2.25,1.0,0.5,0,0.6451612903225806,0.5,0.0,0.5,0,Risiko Sedang,-0.6191119830259161,0.5739012382853844
661,33,0.0,Travel_Rarely,536,Sales,10,5,Marketing,1,4,Male,82,4,3,Sales Executive,3,Divorced,8380,21708,0,Y,Yes,14,3,4,80,2,10,3,3,9,8,0,8,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,1,2793.3333333333335,3.5,3.0,9.0,0,3.225806451612903,0.2727272727272727,0.09090909090909091,27.0,0,Risiko Sedang,0.37937801860229925,0.36850199800974237
662,47,0.0,Travel_Rarely,955,Sales,4,2,Life Sciences,1,4,Female,83,3,2,Sales Executive,4,Single,4163,8571,1,Y,Yes,17,3,3,80,0,9,0,3,9,0,0,7,Rendah (< 5000),Baru Dipromosikan,40-49,0-5 km,1,2081.5,3.5,2.0,4.5,0,1.2903225806451613,0.2,0.0,18.0,0,Risiko Sedang,-0.2521499574286397,0.30866160788695796
663,31,0.0,Travel_Rarely,741,Research & Development,2,4,Life Sciences,1,2,Male,69,3,1,Laboratory Technician,3,Married,3477,18103,1,Y,No,14,3,4,80,1,6,2,4,5,2,0,3,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,0,3477.0,3.25,1.0,2.5,4,0.48780487804878053,0.14285714285714285,0.14285714285714285,7.5,0,Risiko Sedang,-0.5367803513058278,0.35225990427344434
664,20,1.0,Travel_Rarely,1097,Research & Development,11,3,Medical,1,4,Female,98,2,1,Research Scientist,1,Single,2600,18275,1,Y,Yes,15,3,1,80,0,1,2,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,11-20 km,1,2600.0,2.25,1.0,0.5,0,3.5483870967741935,0.5,0.0,0.5,0,Risiko Sedang,-0.6218471092947211,0.590297268776671
665,29,1.0,Travel_Rarely,408,Research & Development,25,5,Technical Degree,1,3,Female,71,2,1,Research Scientist,2,Married,2546,18300,5,Y,No,16,3,2,80,0,6,2,4,2,2,1,1,Rendah (< 5000),1-2 Tahun,< 30,21-30 km,0,2546.0,2.75,0.5,0.3333333333333333,4,6.097560975609756,0.14285714285714285,0.5714285714285714,0.6666666666666666,0,Risiko Sedang,-0.5952621748105905,0.4148588716886115
666,35,0.0,Travel_Frequently,1182,Sales,11,2,Marketing,1,4,Male,54,3,2,Sales Executive,4,Divorced,4968,18500,1,Y,No,11,3,4,80,1,5,3,3,5,2,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,11-20 km,0,2484.0,3.75,2.0,2.5,3,3.5483870967741935,0.3333333333333333,0.0,10.0,0,Risiko Sedang,-0.5152604580820422,0.4114716650269385
667,29,0.0,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,1,4,Male,54,3,1,Research Scientist,4,Single,2201,18168,9,Y,No,16,3,4,80,0,6,4,3,3,2,1,2,Rendah (< 5000),1-2 Tahun,< 30,21-30 km,0,2201.0,3.75,0.5,0.3,3,7.419354838709677,0.14285714285714285,0.42857142857142855,1.2,0,Risiko Sedang,-0.5903295223617209,0.41169544748041564
668,24,1.0,Travel_Rarely,693,Sales,3,2,Life Sciences,1,1,Female,65,3,2,Sales Executive,3,Single,4577,24785,9,Y,No,14,3,1,80,0,4,3,3,2,2,2,0,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,0,2288.5,2.0,0.6666666666666666,0.2,3,0.9677419354838709,0.4,0.4,0.6,0,Risiko Sedang,-0.6028360078325817,0.4569616976793766
669,32,0.0,Travel_Rarely,1401,Sales,4,2,Life Sciences,1,3,Female,56,3,1,Sales Representative,2,Married,3931,20990,2,Y,No,11,3,1,80,1,6,5,3,4,3,1,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,0,3931.0,2.25,0.5,1.3333333333333333,3,1.2903225806451613,0.14285714285714285,0.2857142857142857,2.6666666666666665,0,Risiko Sedang,-0.5750023145441248,0.33897279090166876
670,28,0.0,Non-Travel,1476,Research & Development,1,3,Life Sciences,1,3,Female,55,1,2,Laboratory Technician,4,Married,6674,16392,0,Y,No,11,3,1,80,3,10,6,3,9,8,7,5,Sedang (5000-10000),> 5 Tahun,< 30,0-5 km,0,3337.0,2.75,0.25,9.0,3,0.3225806451612903,0.18181818181818182,0.09090909090909091,36.0,0,Risiko Sedang,0.948562768660329,-0.5098614777764348
671,27,0.0,Travel_Frequently,591,Research & Development,2,3,Medical,1,4,Male,87,3,1,Research Scientist,4,Single,2580,6297,2,Y,No,13,3,3,80,0,6,0,2,4,2,1,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,0,2580.0,3.25,0.5,1.3333333333333333,2,0.9523809523809523,0.14285714285714285,0.2857142857142857,5.333333333333333,0,Risiko Sedang,-0.5669127718554334,0.3737297000227846
672,35,0.0,Travel_Rarely,1315,Research & Development,22,3,Life Sciences,1,2,Female,71,4,3,Manager,2,Divorced,11996,19100,7,Y,No,18,3,2,80,1,10,6,2,7,7,6,2,Tinggi (10000-15000),> 5 Tahun,30-39,21-30 km,0,3998.6666666666665,2.0,0.42857142857142855,0.875,2,10.476190476190476,0.2727272727272727,0.2727272727272727,1.75,0,Risiko Sedang,-0.5075366829466409,-0.15434464515137358
673,34,0.0,Travel_Rarely,167,Research & Development,8,5,Life Sciences,1,2,Female,32,3,2,Manufacturing Director,1,Divorced,5121,4187,3,Y,No,14,3,3,80,1,7,3,3,0,0,0,0,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,0,2560.5,2.25,2.0,0.0,3,2.5806451612903225,0.25,0.875,0.0,0,Risiko Sedang,-0.6074357402439239,0.4761404795897834
674,36,0.0,Travel_Rarely,913,Research & Development,9,2,Medical,1,2,Male,48,2,2,Manufacturing Director,2,Divorced,8847,13934,2,Y,Yes,11,3,3,80,1,13,2,3,3,2,0,2,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,1,4423.5,2.5,2.0,1.0,0,2.903225806451613,0.14285714285714285,0.7142857142857143,2.0,0,Risiko Sedang,-0.5716912086789833,0.3255210420693854
675,52,0.0,Travel_Rarely,699,Research & Development,1,4,Life Sciences,1,3,Male,65,2,5,Manager,3,Married,19999,5678,0,Y,No,14,3,1,80,1,34,5,3,33,18,11,9,Sangat Tinggi (>15000),> 5 Tahun,50+,0-5 km,0,3999.8,2.5,0.4166666666666667,33.0,3,0.3225806451612903,0.14285714285714285,0.02857142857142857,99.0,1,Risiko Tinggi,38.418157191762816,-3.2981578802588056
676,38,0.0,Travel_Rarely,1321,Sales,1,4,Life Sciences,1,4,Male,86,3,2,Sales Executive,2,Married,4440,7636,0,Y,No,15,3,1,80,2,16,3,3,15,13,5,8,Rendah (< 5000),3-5 Tahun,30-39,0-5 km,0,2220.0,2.5,0.3333333333333333,15.0,3,0.3225806451612903,0.11764705882352941,0.058823529411764705,30.0,0,Risiko Sedang,1.5556200113448375,-0.6001517235556991
677,35,0.0,Travel_Frequently,138,Research & Development,2,3,Medical,1,2,Female,37,3,2,Laboratory Technician,2,Single,4425,15986,5,Y,No,11,3,4,80,0,10,5,3,6,2,1,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,0,2212.5,2.75,1.0,1.0,3,0.6451612903225806,0.18181818181818182,0.36363636363636365,2.0,0,Risiko Sedang,-0.5696473686837983,0.32973531248146687
678,44,0.0,Travel_Rarely,1459,Research & Development,10,4,Other,1,4,Male,41,3,2,Healthcare Representative,4,Married,6465,19121,2,Y,Yes,13,3,4,80,0,9,5,4,4,2,1,3,Sedang (5000-10000),1-2 Tahun,40-49,6-10 km,1,3232.5,4.0,1.0,1.3333333333333333,0,2.439024390243903,0.2,0.5,5.333333333333333,0,Risiko Sedang,-0.5407553973947089,0.292522519857071
679,46,0.0,Travel_Rarely,228,Sales,3,3,Life Sciences,1,3,Female,51,3,4,Manager,2,Married,16606,11380,8,Y,No,12,3,4,80,1,23,2,4,13,12,5,1,Sangat Tinggi (>15000),3-5 Tahun,40-49,0-5 km,0,4151.5,3.25,0.6666666666666666,1.4444444444444444,4,0.7317073170731708,0.16666666666666666,0.4166666666666667,2.888888888888889,0,Risiko Sedang,-0.3249736698241621,-0.6674514645982645
680,22,1.0,Travel_Rarely,617,Research & Development,3,1,Life Sciences,1,2,Female,34,3,2,Manufacturing Director,3,Married,4171,10022,0,Y,Yes,19,3,1,80,1,4,3,4,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,1,2085.5,2.5,2.0,3.0,0,0.7317073170731708,0.4,0.2,9.0,0,Risiko Sedang,-0.5612508877557957,0.4859430762454561
681,40,0.0,Travel_Rarely,804,Research & Development,2,1,Medical,1,4,Female,86,2,1,Research Scientist,4,Single,2342,22929,0,Y,Yes,20,4,4,80,0,5,2,2,4,2,2,3,Rendah (< 5000),1-2 Tahun,40-49,0-5 km,1,2342.0,3.5,0.3333333333333333,4.0,0,0.9523809523809523,0.16666666666666666,0.16666666666666666,16.0,0,Risiko Sedang,-0.41164736067480107,0.27706897881391984
682,33,1.0,Travel_Rarely,603,Sales,9,4,Marketing,1,1,Female,77,3,2,Sales Executive,1,Single,8224,18385,0,Y,Yes,17,3,1,80,0,6,3,3,5,2,0,3,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,1,4112.0,1.5,2.0,5.0,0,2.903225806451613,0.2857142857142857,0.14285714285714285,5.0,0,Risiko Sedang,-0.5187001703812628,0.306757881187487
683,50,0.0,Travel_Frequently,1246,Human Resources,3,3,Medical,1,1,Male,99,3,5,Manager,2,Married,18200,7999,1,Y,No,11,3,3,80,1,32,2,3,32,5,10,7,Sangat Tinggi (>15000),> 5 Tahun,50+,0-5 km,0,3640.0,2.25,0.45454545454545453,16.0,3,0.9677419354838709,0.15151515151515152,0.0,32.0,0,Risiko Sedang,5.316871929648877,-5.73023985759857
684,50,0.0,Travel_Frequently,1421,Research & Development,2,3,Medical,1,4,Female,30,3,4,Manager,1,Married,17856,9490,2,Y,No,22,4,3,80,1,32,3,3,2,2,2,2,Sangat Tinggi (>15000),1-2 Tahun,50+,0-5 km,0,4464.0,2.75,1.3333333333333333,0.6666666666666666,3,0.6451612903225806,0.12121212121212122,0.9090909090909091,0.6666666666666666,0,Risiko Sedang,-0.4975710377661448,-0.12686307336791014
685,57,0.0,Travel_Rarely,593,Research & Development,1,4,Medical,1,4,Male,88,3,2,Healthcare Representative,3,Married,6755,2967,2,Y,No,11,3,3,80,0,15,2,3,3,2,1,2,Sedang (5000-10000),1-2 Tahun,50+,0-5 km,0,3377.5,3.25,1.0,1.0,3,0.3225806451612903,0.125,0.75,3.0,0,Risiko Sedang,-0.5501243374307127,0.25439533148184135
686,37,0.0,Travel_Rarely,161,Research & Development,10,3,Life Sciences,1,3,Female,42,4,3,Research Director,4,Married,13744,15471,1,Y,Yes,25,4,1,80,1,16,2,3,16,11,6,8,Tinggi (10000-15000),> 5 Tahun,30-39,6-10 km,1,4581.333333333333,2.75,0.42857142857142855,8.0,0,3.225806451612903,0.17647058823529413,0.0,32.0,0,Risiko Sedang,1.3798227602140083,-1.4020847555517486
687,35,1.0,Travel_Frequently,662,Sales,18,4,Marketing,1,4,Female,67,3,2,Sales Executive,3,Married,4614,23288,0,Y,Yes,18,3,3,80,1,5,0,2,4,2,3,2,Rendah (< 5000),3-5 Tahun,30-39,11-20 km,1,2307.0,3.0,0.5,4.0,0,8.571428571428571,0.3333333333333333,0.16666666666666666,12.0,0,Risiko Sedang,-0.4599548456229726,0.22981831529511412
688,41,0.0,Travel_Rarely,582,Research & Development,28,4,Life Sciences,1,1,Female,60,2,4,Manufacturing Director,2,Married,13570,5640,0,Y,No,23,4,3,80,1,21,3,3,20,7,0,10,Tinggi (10000-15000),Baru Dipromosikan,40-49,21-30 km,0,3392.5,2.25,4.0,20.0,3,9.032258064516128,0.18181818181818182,0.045454545454545456,40.0,0,Risiko Sedang,4.608904447116134,0.09980563097998259
689,30,0.0,Travel_Rarely,634,Research & Development,17,4,Medical,1,2,Female,95,3,3,Manager,1,Married,11916,25927,1,Y,Yes,23,4,4,80,2,9,2,3,9,1,0,8,Tinggi (10000-15000),Baru Dipromosikan,30-39,11-20 km,1,3972.0,2.5,3.0,4.5,0,5.483870967741935,0.3,0.0,4.5,0,Risiko Sedang,-0.45424126791394875,0.2056103095384058
690,37,0.0,Travel_Frequently,1278,Sales,1,4,Medical,1,3,Male,31,1,2,Sales Executive,4,Divorced,9525,7677,1,Y,No,14,3,3,80,2,6,2,2,6,3,1,3,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,0,4762.5,3.0,1.0,3.0,2,0.47619047619047616,0.2857142857142857,0.0,12.0,0,Risiko Sedang,-0.42283769474005206,0.19683649235737527
691,31,0.0,Travel_Rarely,525,Sales,6,4,Medical,1,1,Male,66,4,2,Sales Executive,4,Divorced,5460,6219,4,Y,No,22,4,4,80,2,13,4,4,7,7,5,7,Sedang (5000-10000),3-5 Tahun,30-39,6-10 km,0,2730.0,3.25,0.3333333333333333,1.4,4,1.4634146341463417,0.14285714285714285,0.42857142857142855,5.6,0,Risiko Sedang,-0.5010080485802786,0.0537501708504537
692,52,0.0,Non-Travel,771,Sales,2,4,Life Sciences,1,1,Male,79,2,5,Manager,3,Single,19068,21030,1,Y,Yes,18,3,4,80,0,33,2,4,33,7,15,12,Sangat Tinggi (>15000),> 5 Tahun,50+,0-5 km,1,3813.6,3.0,0.3125,16.5,0,0.48780487804878053,0.14705882352941177,0.0,49.5,0,Risiko Sedang,9.820794177226347,-9.177280973988724
693,31,0.0,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,1,Male,51,3,2,Sales Executive,3,Married,8346,20943,1,Y,No,19,3,3,80,1,6,3,3,5,2,0,2,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,0,4173.0,2.5,2.0,2.5,3,1.6129032258064515,0.2857142857142857,0.14285714285714285,7.5,0,Risiko Sedang,-0.5247022447014227,0.3399611979982515
694,33,0.0,Travel_Rarely,1069,Research & Development,1,3,Life Sciences,1,2,Female,42,2,2,Healthcare Representative,4,Single,6949,12291,0,Y,No,14,3,1,80,0,6,3,3,5,0,1,4,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,0,3474.5,2.5,1.0,5.0,3,0.3225806451612903,0.2857142857142857,0.14285714285714285,20.0,0,Risiko Sedang,-0.28811110668207257,0.27264325686836555
695,44,0.0,Travel_Rarely,1313,Research & Development,7,3,Medical,1,2,Female,31,3,5,Research Director,4,Divorced,19049,3549,0,Y,Yes,14,3,4,80,1,23,4,2,22,7,1,10,Sangat Tinggi (>15000),1-2 Tahun,40-49,6-10 km,1,3809.8,3.0,2.5,22.0,0,3.333333333333333,0.20833333333333334,0.041666666666666664,88.0,1,Risiko Tinggi,18.194070647845194,3.5281217021426423
696,33,0.0,Non-Travel,750,Sales,22,2,Marketing,1,3,Male,95,3,2,Sales Executive,2,Married,6146,15480,0,Y,No,13,3,1,80,1,8,2,4,7,7,0,7,Sedang (5000-10000),Baru Dipromosikan,30-39,21-30 km,0,3073.0,2.5,2.0,7.0,4,5.365853658536586,0.2222222222222222,0.1111111111111111,14.0,0,Risiko Sedang,-0.3170396511031615,0.27289766432494883
697,34,0.0,Travel_Rarely,285,Research & Development,29,3,Medical,1,2,Male,86,3,2,Laboratory Technician,3,Married,5429,17491,4,Y,No,13,3,1,80,2,10,1,3,8,7,7,7,Sedang (5000-10000),> 5 Tahun,30-39,21-30 km,0,2714.5,2.25,0.25,1.6,3,9.35483870967742,0.18181818181818182,0.18181818181818182,4.8,0,Risiko Sedang,-0.4844017245232545,-0.12461216739427204
698,18,0.0,Travel_Frequently,544,Sales,3,2,Medical,1,2,Female,70,3,1,Sales Representative,4,Single,1569,18420,1,Y,Yes,12,3,3,80,0,0,2,4,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,1,1569.0,3.25,1.0,0.0,0,0.7317073170731708,1.0,0.0,0.0,0,Risiko Sedang,-0.6728444458635033,0.9609566385720723
699,51,0.0,Travel_Rarely,432,Research & Development,9,4,Life Sciences,1,4,Male,96,3,1,Laboratory Technician,4,Married,2075,18725,3,Y,No,23,4,2,80,2,10,4,3,4,2,0,3,Rendah (< 5000),Baru Dipromosikan,50+,6-10 km,0,2075.0,3.25,1.0,1.0,3,2.903225806451613,0.09090909090909091,0.5454545454545454,4.0,0,Risiko Sedang,-0.5675933477656089,0.36984479348340343
700,50,0.0,Travel_Rarely,797,Research & Development,4,1,Life Sciences,1,1,Male,96,3,5,Research Director,2,Divorced,19144,15815,3,Y,No,14,3,1,80,2,28,4,2,10,4,1,6,Sangat Tinggi (>15000),1-2 Tahun,50+,0-5 km,0,3828.8,1.5,2.5,2.5,2,1.9047619047619047,0.1724137931034483,0.6206896551724138,5.0,0,Risiko Sedang,-0.3192438795759399,-0.3455481612445258
701,29,0.0,Travel_Frequently,410,Research & Development,2,1,Life Sciences,1,4,Female,97,3,1,Laboratory Technician,2,Married,3180,4668,0,Y,No,13,3,3,80,3,4,3,3,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,3180.0,3.0,1.0,3.0,3,0.6451612903225806,0.2,0.2,6.0,0,Risiko Sedang,-0.5608231747291901,0.4012747972891032
702,46,0.0,Travel_Rarely,168,Sales,4,2,Marketing,1,4,Female,33,2,5,Manager,2,Married,18789,9946,2,Y,No,14,3,3,80,1,26,2,3,11,4,0,8,Sangat Tinggi (>15000),Baru Dipromosikan,40-49,0-5 km,0,3757.8,3.0,5.0,3.6666666666666665,3,1.2903225806451613,0.18518518518518517,0.5555555555555556,7.333333333333333,0,Risiko Sedang,-0.21423279369602954,-0.05864687746707944
703,22,0.0,Travel_Rarely,217,Research & Development,8,1,Life Sciences,1,2,Male,94,1,1,Laboratory Technician,1,Married,2451,6881,1,Y,No,15,3,1,80,1,4,3,2,4,3,1,1,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,0,2451.0,1.5,0.5,2.0,2,3.8095238095238093,0.2,0.0,2.0,0,Risiko Sedang,-0.5933351786336277,0.4111735587553888
704,29,0.0,Travel_Frequently,1413,Sales,1,1,Medical,1,2,Female,42,3,3,Sales Executive,4,Married,7918,6599,1,Y,No,14,3,4,80,1,11,5,3,11,10,4,1,Sedang (5000-10000),3-5 Tahun,< 30,0-5 km,0,2639.3333333333335,3.25,0.6,5.5,3,0.3225806451612903,0.25,0.0,22.0,0,Risiko Sedang,0.02347335515661266,-0.17389287604855644
705,22,0.0,Travel_Rarely,1136,Research & Development,5,3,Life Sciences,1,4,Male,60,4,1,Research Scientist,2,Divorced,2328,12392,1,Y,Yes,16,3,1,80,1,4,2,2,4,2,2,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,1,2328.0,2.25,0.3333333333333333,2.0,0,2.380952380952381,0.2,0.0,4.0,0,Risiko Sedang,-0.5789606708942328,0.3751822478961636
706,45,0.0,Travel_Rarely,374,Sales,20,3,Life Sciences,1,4,Female,50,3,2,Sales Executive,3,Single,4850,23333,8,Y,No,15,3,3,80,0,8,3,3,5,3,0,1,Rendah (< 5000),Baru Dipromosikan,40-49,11-20 km,0,2425.0,3.25,2.0,0.5555555555555556,3,6.451612903225806,0.2222222222222222,0.3333333333333333,1.6666666666666667,0,Risiko Sedang,-0.5785428520334936,0.39351257452945876
707,25,0.0,Travel_Rarely,309,Human Resources,2,3,Human Resources,1,3,Female,82,3,1,Human Resources,2,Married,2187,19655,4,Y,No,14,3,3,80,0,6,3,3,2,0,1,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,0,2187.0,2.75,0.5,0.4,3,0.6451612903225806,0.14285714285714285,0.5714285714285714,0.8,0,Risiko Sedang,-0.5939993887630011,0.42379053385538895
708,46,0.0,Travel_Rarely,1402,Sales,2,3,Marketing,1,3,Female,69,3,4,Manager,1,Married,17048,24097,8,Y,No,23,4,1,80,0,28,2,3,26,15,15,9,Sangat Tinggi (>15000),> 5 Tahun,40-49,0-5 km,0,4262.0,2.0,0.25,2.888888888888889,3,0.6451612903225806,0.13793103448275862,0.06896551724137931,2.888888888888889,0,Risiko Sedang,0.3847140003558518,-3.9233541715563636
