EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryCategory,PromotionCategory,AgeGroup,DistanceCategory,OverTime_Numeric,Income_Level,Satisfaction_Index,Career_Progress,Stability_Factor,Work_Life_Balance_Impact,Distance_Strain,Promotion_Expectation,Experience_vs_Tenure,Loyalty_Index,Compensation_Satisfaction,Turnover_Risk,Career_Stagnation,Cluster,Cluster_Label,Dim1,Dim2
576,58,0.0,Travel_Rarely,1272,Research & Development,5,3,Technical Degree,1,3,Female,37,2,3,Healthcare Representative,2,Divorced,10552,9255,2,Y,Yes,13,3,4,80,1,24,3,3,6,0,0,4,Tinggi (10000-15000),Baru Dipromosikan,50+,0-5 km,1,3517.3333333333335,3.0,3.0,2.0,0,1.6129032258064515,0.12,0.72,4.0,140.69333333333333,0.8064516129032258,0.0,0,Risiko Rendah (Cluster 0),-24.896238016489672,-1.3546206810517099
577,28,0.0,Travel_Rarely,440,Research & Development,21,3,Medical,1,3,Male,42,3,1,Research Scientist,4,Married,2713,6672,1,Y,No,11,3,3,80,1,5,2,1,5,2,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,21-30 km,0,2713.0,2.75,1.0,2.5,1,19.09090909090909,0.16666666666666666,0.0,10.0,452.1666666666667,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.366858516265637,-0.2317212553609811
578,30,0.0,Travel_Rarely,852,Sales,10,3,Marketing,1,3,Male,72,2,2,Sales Executive,3,Married,6578,2706,1,Y,No,18,3,1,80,1,10,3,3,10,3,1,4,Sedang (5000-10000),1-2 Tahun,30-39,6-10 km,0,3289.0,2.5,1.0,5.0,3,3.225806451612903,0.18181818181818182,0.0,15.0,299.0,0.0,0.09090909090909091,0,Risiko Rendah (Cluster 0),-26.368074134747406,-0.24060310860747192
579,46,0.0,Travel_Frequently,1211,Sales,5,4,Marketing,1,1,Male,98,3,2,Sales Executive,4,Single,5772,20445,4,Y,Yes,21,4,3,80,0,14,4,3,9,6,0,8,Sedang (5000-10000),Baru Dipromosikan,40-49,0-5 km,1,2886.0,2.75,2.0,1.8,0,1.6129032258064515,0.13333333333333333,0.3333333333333333,7.2,192.4,0.4032258064516129,0.0,0,Risiko Rendah (Cluster 0),-26.142157308005125,-0.3634126207887714
580,31,1.0,Travel_Frequently,1060,Sales,1,3,Life Sciences,1,4,Female,54,3,1,Sales Representative,2,Single,2302,8319,1,Y,Yes,11,3,1,80,0,3,2,4,3,2,2,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,1,2302.0,2.75,0.3333333333333333,1.5,0,0.24390243902439027,0.25,0.0,3.0,575.5,0.12195121951219513,0.5,0,Risiko Rendah (Cluster 0),-26.355106924984952,-0.21720364246141952
581,31,1.0,Travel_Rarely,202,Research & Development,8,3,Life Sciences,1,1,Female,34,2,1,Research Scientist,2,Single,1261,22262,1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,0,1261.0,2.5,1.0,0.5,4,1.9512195121951221,0.5,0.0,1.0,630.5,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.36824931847345,-0.2417378964139954
582,22,0.0,Travel_Rarely,1256,Research & Development,19,1,Medical,1,3,Male,80,3,1,Research Scientist,4,Married,2323,11992,1,Y,No,24,4,1,80,2,2,6,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,< 30,11-20 km,0,2323.0,2.75,0.3333333333333333,1.0,3,6.129032258064516,0.3333333333333333,0.0,4.0,774.3333333333334,0.0,0.6666666666666666,0,Risiko Rendah (Cluster 0),-26.367997242651477,-0.23507135954387245
583,22,0.0,Non-Travel,1123,Research & Development,16,2,Medical,1,4,Male,96,4,1,Laboratory Technician,4,Divorced,2935,7324,1,Y,Yes,13,3,2,80,2,1,2,2,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,11-20 km,1,2935.0,3.0,1.0,0.5,0,7.619047619047619,0.5,0.0,2.0,1467.5,1.9047619047619047,0.0,0,Risiko Rendah (Cluster 0),-9.905782349992153,3.6797342897474135
584,36,0.0,Travel_Rarely,852,Research & Development,5,4,Life Sciences,1,2,Female,82,2,1,Research Scientist,1,Married,3419,13072,9,Y,Yes,14,3,4,80,1,6,3,4,1,1,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,1,3419.0,2.75,1.0,0.1,0,1.2195121951219514,0.14285714285714285,0.7142857142857143,0.1,488.42857142857144,1.2195121951219514,0.0,0,Risiko Rendah (Cluster 0),-21.811411338040813,-1.310069090230106
585,43,0.0,Travel_Frequently,185,Research & Development,10,4,Life Sciences,1,3,Female,33,3,1,Laboratory Technician,4,Single,2455,10675,0,Y,No,19,3,1,80,0,9,5,3,8,7,1,7,Rendah (< 5000),1-2 Tahun,40-49,6-10 km,0,2455.0,2.75,0.5,8.0,3,3.225806451612903,0.1,0.1,32.0,245.5,0.0,0.1111111111111111,0,Risiko Rendah (Cluster 0),-26.36836157012621,-0.23383775004142374
586,35,1.0,Travel_Frequently,130,Research & Development,25,4,Life Sciences,1,4,Female,96,3,1,Research Scientist,2,Divorced,2022,16612,1,Y,Yes,19,3,1,80,1,10,3,2,10,2,7,8,Rendah (< 5000),> 5 Tahun,30-39,21-30 km,1,2022.0,2.25,0.125,5.0,0,11.904761904761905,0.09090909090909091,0.0,10.0,183.8181818181818,5.9523809523809526,0.6363636363636364,0,Risiko Rendah (Cluster 0),443.9007417106775,55.712566464364166
587,60,0.0,Travel_Frequently,1499,Sales,28,3,Marketing,1,3,Female,80,2,3,Sales Executive,1,Married,10266,2845,4,Y,No,19,3,4,80,0,22,5,4,18,13,13,11,Tinggi (10000-15000),> 5 Tahun,50+,21-30 km,0,3422.0,3.0,0.21428571428571427,3.6,4,6.829268292682928,0.13043478260869565,0.17391304347826086,3.6,148.7826086956522,0.0,0.6842105263157895,0,Risiko Rendah (Cluster 0),-26.36771178048281,-0.22033373495147218
588,34,0.0,Travel_Rarely,131,Sales,2,3,Marketing,1,3,Female,86,3,2,Sales Executive,1,Single,4538,6039,0,Y,Yes,12,3,4,80,0,4,3,3,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,1,2269.0,2.75,2.0,3.0,0,0.6451612903225806,0.4,0.2,3.0,453.8,0.6451612903225806,0.0,0,Risiko Rendah (Cluster 0),-25.596856907634628,-0.2456194201661342
589,39,1.0,Travel_Rarely,1122,Research & Development,6,3,Medical,1,4,Male,70,3,1,Laboratory Technician,1,Married,2404,4303,7,Y,Yes,21,4,4,80,0,8,2,1,2,2,2,2,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,1,2404.0,2.5,0.3333333333333333,0.25,0,5.454545454545454,0.1111111111111111,0.6666666666666666,0.25,267.1111111111111,5.454545454545454,0.6666666666666666,0,Risiko Rendah (Cluster 0),334.97352373277135,9.431863880371612
590,38,0.0,Travel_Rarely,770,Sales,10,4,Marketing,1,3,Male,73,2,3,Sales Executive,3,Divorced,8740,5569,0,Y,Yes,14,3,2,80,2,9,2,3,8,7,2,7,Sedang (5000-10000),1-2 Tahun,30-39,6-10 km,1,2913.3333333333335,2.75,1.0,8.0,0,3.225806451612903,0.3,0.1,24.0,291.33333333333337,1.075268817204301,0.2222222222222222,0,Risiko Rendah (Cluster 0),-23.14046450676687,0.8043041651159272
591,31,0.0,Travel_Rarely,1154,Sales,2,2,Life Sciences,1,1,Male,54,3,1,Sales Representative,3,Married,3067,6393,0,Y,No,19,3,3,80,1,3,1,3,2,2,1,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,0,3067.0,2.5,0.5,2.0,3,0.6451612903225806,0.25,0.25,6.0,766.75,0.0,0.3333333333333333,0,Risiko Rendah (Cluster 0),-26.368206915890948,-0.24242317016934656
592,43,0.0,Travel_Rarely,574,Research & Development,11,3,Life Sciences,1,1,Male,30,3,3,Healthcare Representative,3,Married,7510,16873,1,Y,No,17,3,2,80,1,10,1,3,10,9,0,9,Sedang (5000-10000),Baru Dipromosikan,40-49,11-20 km,0,2503.3333333333335,2.25,3.0,5.0,3,3.5483870967741935,0.2727272727272727,0.0,15.0,227.5757575757576,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.367953503504747,-0.24755508879645302
593,33,1.0,Travel_Rarely,587,Research & Development,10,1,Medical,1,1,Male,38,1,1,Laboratory Technician,4,Divorced,3408,6705,7,Y,No,13,3,1,80,3,8,2,3,4,3,1,3,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,0,3408.0,2.25,0.5,0.5,3,3.225806451612903,0.1111111111111111,0.4444444444444444,2.0,378.6666666666667,0.0,0.2,0,Risiko Rendah (Cluster 0),-26.367876442397765,-0.2470823204977871
594,25,0.0,Travel_Rarely,891,Sales,4,2,Life Sciences,1,2,Female,99,2,2,Sales Executive,4,Single,4487,12090,1,Y,Yes,11,3,2,80,0,5,3,3,5,4,1,3,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,1,2243.5,2.75,1.0,2.5,0,1.2903225806451613,0.3333333333333333,0.0,10.0,373.9166666666667,0.3225806451612903,0.16666666666666666,0,Risiko Rendah (Cluster 0),-26.245483225931505,-0.1611782588612082
595,49,0.0,Travel_Rarely,1495,Research & Development,5,4,Technical Degree,1,1,Male,96,3,2,Healthcare Representative,3,Married,6651,21534,2,Y,No,14,3,2,80,1,20,0,2,3,2,1,2,Sedang (5000-10000),1-2 Tahun,40-49,0-5 km,0,3325.5,2.0,1.0,1.0,2,2.380952380952381,0.09523809523809523,0.8095238095238095,3.0,158.35714285714286,0.0,0.25,0,Risiko Rendah (Cluster 0),-26.36759023038716,-0.25425096799442326
596,33,0.0,Non-Travel,1313,Research & Development,1,2,Medical,1,2,Male,59,2,1,Laboratory Technician,3,Divorced,2008,20439,1,Y,No,12,3,3,80,3,1,2,2,1,1,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,0,2008.0,2.5,1.0,0.5,2,0.47619047619047616,0.5,0.0,1.5,1004.0,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.368329923207817,-0.23681647093254174
597,45,0.0,Travel_Rarely,788,Human Resources,24,4,Medical,1,2,Male,36,3,1,Human Resources,2,Single,2177,8318,1,Y,No,16,3,1,80,0,6,3,3,6,3,0,4,Rendah (< 5000),Baru Dipromosikan,40-49,21-30 km,0,2177.0,2.0,1.0,3.0,3,7.741935483870967,0.14285714285714285,0.0,6.0,311.0,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.36745261942336,-0.2439199666487516
598,43,0.0,Travel_Rarely,982,Research & Development,12,3,Life Sciences,1,1,Male,59,2,4,Research Director,2,Divorced,14336,4345,1,Y,No,11,3,3,80,1,25,3,3,25,10,3,9,Tinggi (10000-15000),3-5 Tahun,40-49,11-20 km,0,3584.0,2.25,1.0,12.5,3,3.8709677419354835,0.15384615384615385,0.0,25.0,137.84615384615384,0.0,0.11538461538461539,0,Risiko Rendah (Cluster 0),-26.36850911017344,-0.2175857469018663
599,34,0.0,Travel_Frequently,829,Research & Development,15,3,Medical,1,2,Male,71,3,4,Research Director,1,Divorced,17007,11929,7,Y,No,14,3,4,80,2,16,3,2,14,8,6,9,Sangat Tinggi (>15000),> 5 Tahun,30-39,11-20 km,0,4251.75,2.25,0.5714285714285714,1.75,2,7.142857142857142,0.23529411764705882,0.11764705882352941,1.75,250.10294117647058,0.0,0.4,0,Risiko Rendah (Cluster 0),-26.367333294075276,-0.23860370736241698
600,35,0.0,Travel_Rarely,670,Research & Development,10,4,Medical,1,1,Female,51,3,2,Healthcare Representative,3,Single,6142,4223,3,Y,Yes,16,3,3,80,0,10,4,3,5,2,0,4,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,1,3071.0,2.5,2.0,1.25,0,3.225806451612903,0.18181818181818182,0.45454545454545453,3.75,279.1818181818182,1.075268817204301,0.0,0,Risiko Rendah (Cluster 0),-23.12437152161054,-1.159148478013374
601,34,0.0,Travel_Rarely,1333,Sales,10,4,Life Sciences,1,3,Female,87,3,1,Sales Representative,3,Married,2220,18410,1,Y,Yes,19,3,4,80,1,1,2,3,1,1,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,1,2220.0,3.25,1.0,0.5,0,3.225806451612903,0.5,0.0,1.5,1110.0,1.075268817204301,0.0,0,Risiko Rendah (Cluster 0),-23.21583526825277,0.7636260259717638
602,23,0.0,Travel_Rarely,310,Research & Development,10,1,Medical,1,1,Male,79,4,1,Research Scientist,3,Single,3505,19630,1,Y,No,18,3,4,80,0,2,3,3,2,2,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,0,3505.0,2.75,1.0,1.0,3,3.225806451612903,0.3333333333333333,0.0,3.0,1168.3333333333333,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.36823528407739,-0.2371913707919212
603,37,0.0,Travel_Rarely,571,Research & Development,10,1,Life Sciences,1,4,Female,82,3,1,Research Scientist,1,Divorced,2782,19905,0,Y,Yes,13,3,2,80,2,6,3,2,5,3,4,3,Rendah (< 5000),3-5 Tahun,30-39,6-10 km,1,2782.0,2.25,0.2,5.0,0,4.761904761904762,0.14285714285714285,0.14285714285714285,5.0,397.42857142857144,4.761904761904762,0.6666666666666666,0,Risiko Rendah (Cluster 0),215.4780456394983,23.169808357298784
604,35,0.0,Travel_Rarely,384,Sales,8,4,Life Sciences,1,1,Female,72,3,1,Sales Representative,4,Married,2572,20317,1,Y,No,16,3,2,80,1,3,1,2,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,0,2572.0,2.25,1.0,1.5,2,3.8095238095238093,0.25,0.0,6.0,643.0,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.3679392967265,-0.2420736240405085
605,36,1.0,Travel_Rarely,530,Sales,3,1,Life Sciences,1,3,Male,51,2,3,Sales Executive,4,Married,10325,5518,1,Y,Yes,11,3,1,80,1,16,6,3,16,7,3,7,Tinggi (10000-15000),3-5 Tahun,30-39,0-5 km,1,3441.6666666666665,2.75,0.75,8.0,0,0.9677419354838709,0.17647058823529413,0.0,32.0,202.45098039215685,0.24193548387096772,0.17647058823529413,0,Risiko Rendah (Cluster 0),-26.305093719373954,-0.11462091780706236
606,23,0.0,Travel_Rarely,1309,Research & Development,26,1,Life Sciences,1,3,Male,83,3,1,Research Scientist,4,Divorced,2904,16092,1,Y,No,12,3,3,80,2,4,2,2,4,2,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,21-30 km,0,2904.0,3.0,1.0,2.0,2,12.38095238095238,0.2,0.0,8.0,580.8,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.367500884334113,-0.23621713292237928
607,25,0.0,Travel_Rarely,883,Sales,26,1,Medical,1,3,Female,32,3,2,Sales Executive,4,Single,6180,22807,1,Y,No,23,4,2,80,0,6,5,2,6,5,1,4,Sedang (5000-10000),1-2 Tahun,< 30,21-30 km,0,3090.0,2.75,1.0,3.0,2,12.38095238095238,0.2857142857142857,0.0,12.0,441.42857142857144,0.0,0.14285714285714285,0,Risiko Rendah (Cluster 0),-26.3674159885548,-0.2350273396249585
608,40,0.0,Travel_Rarely,611,Sales,7,4,Medical,1,2,Male,88,3,5,Manager,2,Single,19833,4349,1,Y,No,14,3,2,80,0,21,3,2,21,8,12,8,Sangat Tinggi (>15000),> 5 Tahun,40-49,6-10 km,0,3966.6,2.0,0.38461538461538464,10.5,2,3.333333333333333,0.22727272727272727,0.0,21.0,180.29999999999998,0.0,0.5454545454545454,0,Risiko Rendah (Cluster 0),-26.3683850206758,-0.19846791050753307
609,43,0.0,Non-Travel,1344,Research & Development,7,3,Medical,1,4,Male,37,4,1,Research Scientist,4,Divorced,2089,5228,4,Y,No,14,3,4,80,3,7,3,4,5,4,2,2,Rendah (< 5000),1-2 Tahun,40-49,6-10 km,0,2089.0,4.0,0.3333333333333333,1.0,4,1.707317073170732,0.125,0.25,4.0,261.125,0.0,0.3333333333333333,0,Risiko Rendah (Cluster 0),-26.368312851477878,-0.24388508622212923
610,41,1.0,Travel_Rarely,1085,Research & Development,2,4,Life Sciences,1,2,Female,57,1,1,Laboratory Technician,4,Divorced,2778,17725,4,Y,Yes,13,3,3,80,1,10,1,2,7,7,1,0,Rendah (< 5000),1-2 Tahun,40-49,0-5 km,1,2778.0,2.75,0.5,1.4,0,0.9523809523809523,0.09090909090909091,0.2727272727272727,5.6,252.54545454545453,0.23809523809523808,0.125,0,Risiko Rendah (Cluster 0),-26.307383992570948,-0.22385787103839128
611,25,0.0,Travel_Rarely,1356,Sales,10,4,Life Sciences,1,3,Male,57,3,2,Sales Executive,4,Single,4950,20623,0,Y,No,14,3,2,80,0,5,4,3,4,3,1,1,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,0,2475.0,3.0,1.0,4.0,3,3.225806451612903,0.3333333333333333,0.16666666666666666,16.0,412.5,0.0,0.2,0,Risiko Rendah (Cluster 0),-26.368217085502533,-0.24037572175086203
612,34,0.0,Travel_Rarely,479,Research & Development,7,4,Medical,1,1,Male,35,3,1,Research Scientist,4,Single,2972,22061,1,Y,No,13,3,3,80,0,1,4,1,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,0,2972.0,2.25,1.0,0.5,1,6.363636363636363,0.5,0.0,2.0,1486.0,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.367988986208847,-0.22329067211881679
613,52,0.0,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,1,4,Female,30,3,4,Manager,4,Married,16555,10310,2,Y,No,13,3,4,80,0,31,2,1,5,2,1,4,Sangat Tinggi (>15000),1-2 Tahun,50+,0-5 km,0,4138.75,3.25,2.0,1.6666666666666667,1,3.6363636363636362,0.125,0.8125,6.666666666666667,129.3359375,0.0,0.16666666666666666,0,Risiko Rendah (Cluster 0),-26.367749876772194,-0.25822737884308483
614,36,0.0,Travel_Frequently,541,Sales,3,4,Medical,1,1,Male,48,2,3,Sales Executive,4,Married,9699,7246,4,Y,No,11,3,1,80,1,16,2,3,13,9,1,12,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,0,3233.0,2.25,1.5,2.6,3,0.9677419354838709,0.17647058823529413,0.17647058823529413,10.4,190.1764705882353,0.0,0.07142857142857142,0,Risiko Rendah (Cluster 0),-26.36811915009012,-0.24654792110378446
615,45,0.0,Travel_Rarely,556,Research & Development,25,2,Life Sciences,1,2,Female,93,2,2,Manufacturing Director,4,Married,5906,23888,0,Y,No,13,3,4,80,2,10,2,2,9,8,3,8,Sedang (5000-10000),3-5 Tahun,40-49,21-30 km,0,2953.0,3.0,0.5,9.0,2,11.904761904761905,0.18181818181818182,0.09090909090909091,36.0,268.45454545454544,0.0,0.3,0,Risiko Rendah (Cluster 0),-26.367850637467836,-0.21794540945677723
616,28,0.0,Travel_Frequently,289,Research & Development,2,2,Medical,1,3,Male,38,2,1,Laboratory Technician,1,Single,2561,5355,7,Y,No,11,3,3,80,0,8,2,2,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,2561.0,2.25,1.0,0.0,2,0.9523809523809523,0.1111111111111111,0.8888888888888888,0.0,284.55555555555554,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.367816949614546,-0.2508790755805074
617,26,0.0,Travel_Rarely,1066,Research & Development,2,2,Medical,1,4,Male,32,4,2,Manufacturing Director,4,Married,5472,3334,1,Y,No,12,3,2,80,0,8,2,3,8,7,1,3,Sedang (5000-10000),1-2 Tahun,< 30,0-5 km,0,2736.0,3.25,1.0,4.0,3,0.6451612903225806,0.2222222222222222,0.0,16.0,304.0,0.0,0.1111111111111111,0,Risiko Rendah (Cluster 0),-26.368371576202474,-0.24139854403493863
618,56,0.0,Travel_Frequently,1240,Research & Development,9,3,Medical,1,1,Female,63,3,1,Research Scientist,3,Married,2942,12154,2,Y,No,19,3,2,80,1,18,4,3,5,4,0,3,Rendah (< 5000),Baru Dipromosikan,50+,6-10 km,0,2942.0,2.25,1.0,1.6666666666666667,3,2.903225806451613,0.05263157894736842,0.6842105263157895,5.0,154.8421052631579,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.36774646507582,-0.25204182097643635
619,34,0.0,Travel_Frequently,878,Research & Development,10,4,Medical,1,4,Male,43,3,1,Research Scientist,3,Divorced,3815,5972,1,Y,Yes,17,3,4,80,1,5,4,4,5,3,2,0,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,1,3815.0,3.75,0.3333333333333333,2.5,0,2.439024390243903,0.16666666666666666,0.0,7.5,635.8333333333334,0.8130081300813009,0.3333333333333333,0,Risiko Rendah (Cluster 0),-24.943005129393494,0.38352041721171126
620,38,0.0,Travel_Rarely,395,Sales,9,3,Marketing,1,2,Male,98,2,1,Sales Representative,2,Married,2899,12102,0,Y,No,19,3,4,80,1,3,3,3,2,2,1,2,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,0,2899.0,2.75,0.5,2.0,3,2.903225806451613,0.25,0.25,4.0,724.75,0.0,0.3333333333333333,0,Risiko Rendah (Cluster 0),-26.36804157808015,-0.24177918342797675
621,36,0.0,Travel_Rarely,1403,Research & Development,6,3,Life Sciences,1,4,Male,47,3,1,Laboratory Technician,4,Married,3210,20251,0,Y,No,11,3,3,80,1,16,4,3,15,13,10,11,Rendah (< 5000),> 5 Tahun,30-39,6-10 km,0,3210.0,3.5,0.09090909090909091,15.0,3,1.9354838709677418,0.058823529411764705,0.058823529411764705,60.0,188.8235294117647,0.0,0.625,0,Risiko Rendah (Cluster 0),-26.369973591744298,-0.18710361947233842
622,39,0.0,Travel_Rarely,116,Research & Development,24,1,Life Sciences,1,1,Male,52,3,2,Research Scientist,4,Single,4108,5340,7,Y,No,13,3,1,80,0,18,2,3,7,7,1,7,Rendah (< 5000),1-2 Tahun,30-39,21-30 km,0,2054.0,2.25,1.0,0.875,3,7.741935483870967,0.10526315789473684,0.5789473684210527,3.5,108.10526315789474,0.0,0.125,0,Risiko Rendah (Cluster 0),-26.36745068681062,-0.24972635461741152
623,26,0.0,Travel_Rarely,192,Research & Development,1,2,Medical,1,1,Male,59,2,1,Laboratory Technician,1,Married,3955,11141,1,Y,No,16,3,1,80,2,6,2,3,5,3,1,3,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,0,3955.0,1.5,0.5,2.5,3,0.3225806451612903,0.14285714285714285,0.14285714285714285,2.5,565.0,0.0,0.16666666666666666,0,Risiko Rendah (Cluster 0),-26.367898641313484,-0.24561737633618852
624,43,0.0,Non-Travel,343,Research & Development,9,3,Life Sciences,1,1,Male,52,3,1,Research Scientist,3,Single,2438,24978,4,Y,No,13,3,3,80,0,7,2,2,3,2,1,2,Rendah (< 5000),1-2 Tahun,40-49,6-10 km,0,2438.0,2.25,0.5,0.6,2,4.285714285714286,0.125,0.5,1.8,304.75,0.0,0.25,0,Risiko Rendah (Cluster 0),-26.36768708681087,-0.24658632100036626
625,23,0.0,Travel_Rarely,571,Research & Development,12,2,Other,1,4,Male,78,3,1,Laboratory Technician,4,Single,2647,13672,1,Y,No,13,3,3,80,0,5,6,4,5,2,1,4,Rendah (< 5000),1-2 Tahun,< 30,11-20 km,0,2647.0,3.75,0.5,2.5,4,2.9268292682926833,0.16666666666666666,0.0,10.0,441.1666666666667,0.0,0.16666666666666666,0,Risiko Rendah (Cluster 0),-26.368327321968483,-0.2416300718380971
626,29,1.0,Travel_Rarely,408,Sales,23,1,Life Sciences,1,4,Female,45,2,3,Sales Executive,1,Married,7336,11162,1,Y,No,13,3,1,80,1,11,3,1,11,8,3,10,Sedang (5000-10000),3-5 Tahun,< 30,21-30 km,0,2445.3333333333335,1.75,0.75,5.5,1,20.909090909090907,0.25,0.0,5.5,203.7777777777778,0.0,0.25,0,Risiko Rendah (Cluster 0),-26.36594926420142,-0.22536459528912603
627,27,0.0,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,1,3,Male,51,3,1,Research Scientist,2,Married,3058,13364,0,Y,Yes,16,3,4,80,1,6,3,2,5,2,1,1,Rendah (< 5000),1-2 Tahun,< 30,11-20 km,1,3058.0,2.75,0.5,5.0,0,8.095238095238095,0.14285714285714285,0.14285714285714285,10.0,436.85714285714283,4.0476190476190474,0.16666666666666666,0,Risiko Rendah (Cluster 0),123.33690450064796,13.442323751753444
628,31,1.0,Travel_Frequently,667,Sales,1,4,Life Sciences,1,2,Female,50,1,1,Sales Representative,3,Single,1359,16154,1,Y,No,12,3,2,80,0,1,3,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,0,1359.0,2.5,1.0,0.5,3,0.3225806451612903,0.5,0.0,1.5,679.5,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.368325530966672,-0.2410124151009919
629,43,0.0,Travel_Frequently,775,Sales,15,3,Life Sciences,1,4,Male,47,2,2,Sales Executive,4,Married,6804,23683,3,Y,No,18,3,3,80,1,7,5,3,2,2,2,2,Sedang (5000-10000),1-2 Tahun,40-49,11-20 km,0,3402.0,3.5,0.6666666666666666,0.5,3,4.838709677419355,0.25,0.625,2.0,425.25,0.0,0.6666666666666666,0,Risiko Rendah (Cluster 0),-26.367958023123972,-0.24490844727326136
630,45,0.0,Non-Travel,589,Sales,2,4,Life Sciences,1,3,Female,67,3,2,Sales Executive,3,Married,5154,19665,4,Y,No,22,4,2,80,2,10,3,4,8,7,5,7,Sedang (5000-10000),3-5 Tahun,40-49,0-5 km,0,2577.0,3.0,0.3333333333333333,1.6,4,0.48780487804878053,0.18181818181818182,0.18181818181818182,4.8,234.27272727272728,0.0,0.5555555555555556,0,Risiko Rendah (Cluster 0),-26.368240309274867,-0.2420692425627029
631,36,0.0,Non-Travel,1434,Sales,8,4,Life Sciences,1,1,Male,76,2,3,Sales Executive,1,Single,7587,14229,1,Y,No,15,3,2,80,0,10,1,3,10,7,0,9,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,0,2529.0,1.75,3.0,5.0,3,2.5806451612903225,0.2727272727272727,0.0,5.0,229.9090909090909,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.36775913887561,-0.2507641490792028
632,40,0.0,Travel_Rarely,329,Research & Development,1,4,Life Sciences,1,2,Male,88,3,1,Laboratory Technician,2,Married,2387,6762,3,Y,No,22,4,3,80,1,7,3,3,4,2,0,3,Rendah (< 5000),Baru Dipromosikan,40-49,0-5 km,0,2387.0,2.5,1.0,1.0,3,0.3225806451612903,0.125,0.375,2.0,298.375,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.368044783322016,-0.24803910672086574
633,22,0.0,Travel_Rarely,594,Research & Development,2,1,Technical Degree,1,3,Male,100,3,1,Laboratory Technician,4,Married,2523,19299,0,Y,No,14,3,3,80,1,3,2,3,2,1,2,1,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,0,2523.0,3.25,0.3333333333333333,2.0,3,0.6451612903225806,0.25,0.25,8.0,630.75,0.0,0.6666666666666666,0,Risiko Rendah (Cluster 0),-26.368362936217522,-0.24067662322652675
