EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryCategory,PromotionCategory,AgeGroup,DistanceCategory,OverTime_Numeric,Gender_Numeric,Income_Level,Income_Experience_Ratio,Income_Education_Ratio,StockOption_Income_Ratio,Salary_Hike_Effectiveness,Satisfaction_Index,Job_Environment_Balance,Work_Life_Balance_Impact,Overtime_Satisfaction_Interaction,Career_Progress,Career_Growth_Rate,Career_Stagnation,Promotion_Expectation,Internal_Mobility_Index,Stability_Factor,Loyalty_Index,Manager_Relationship_Tenure,Company_Experience_Ratio,Distance_Strain,Role_Complexity_Factor,Job_Intensity,Commute_Burden,Turnover_Risk_Score,Compensation_Satisfaction,OverTime_Numeric_WorkLifeBalance_product,OverTime_Numeric_WorkLifeBalance_ratio,YearsSinceLastPromotion_JobSatisfaction_product,YearsSinceLastPromotion_JobSatisfaction_ratio,DistanceFromHome_WorkLifeBalance_product,DistanceFromHome_WorkLifeBalance_ratio,MonthlyIncome_JobLevel_product,MonthlyIncome_JobLevel_ratio,YearsAtCompany_NumCompaniesWorked_product,YearsAtCompany_NumCompaniesWorked_ratio,Age_squared,Age_cubed,YearsAtCompany_squared,YearsAtCompany_cubed,DistanceFromHome_squared,DistanceFromHome_cubed,MonthlyIncome_squared,MonthlyIncome_cubed,Cluster,Cluster_Label,Dim1,Dim2,Component_1,Component_2,Component_3,Component_4,Component_5
880,25,0.0,Travel_Rarely,949,Research & Development,1,3,Technical Degree,1,1,Male,81,3,1,Laboratory Technician,4,Married,3229,4910,4,Y,No,11,3,2,80,1,7,2,2,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,1,3229.0,403.625,807.25,0.00030959752321981426,2.75,2.25,0.25,2,0.0,1.0,0.25,0.0,0.125,0.5,0.6,2.4,0.6451612903225806,0.375,0.47619047619047616,1.5,0,1.0,-1.0773809523809523,322.83000000000004,0,0.0,0,0.0,2,0.47619047619047616,3229,2935.454545454545,12,0.7317073170731708,625,15625,9,27,1,1,10426441,33666977989,2,Risiko Sangat Rendah (Cluster 2),0.4983418452943285,4.547834043697652,0.4983418452943285,4.547834043697652,1.242618688370641,-0.5649744224474471,-0.9392558969898743
881,34,0.0,Travel_Rarely,1442,Research & Development,9,3,Medical,1,4,Female,46,2,3,Healthcare Representative,2,Single,8621,17654,1,Y,No,14,3,2,80,0,9,3,4,8,7,7,7,Sedang (5000-10000),> 5 Tahun,30-39,6-10 km,0,0,2873.6666666666665,862.1,2155.25,0.0,3.5,3.0,0.5,4,0.0,0.375,0.3333333333333333,0.7777777777777778,0.3,0.7777777777777778,4.0,8.0,0.8641975308641976,0.8,2.1951219512195124,1.5,0,9.0,-0.5027100271002709,287.27666666666664,0,0.0,14,3.333333333333333,36,2.1951219512195124,25863,2780.967741935484,8,7.2727272727272725,1156,39304,64,512,81,729,74321641,640726867061,1,Risiko Sangat Rendah (Cluster 1),-23.322530425020933,-7.5522992591554265,-23.322530425020933,-7.5522992591554265,1.028516184605448,0.14810691463865272,0.08355183805008357
883,33,0.0,Travel_Frequently,515,Research & Development,1,2,Life Sciences,1,1,Female,98,3,3,Research Director,4,Single,13458,15146,1,Y,Yes,12,3,3,80,0,15,1,3,15,14,8,12,Tinggi (10000-15000),> 5 Tahun,30-39,0-5 km,1,0,4486.0,841.125,4486.0,0.0,3.0,2.75,0.25,0,0.3508771929824561,0.3333333333333333,0.1875,0.5,0.1875,0.875,7.5,30.0,0.794701986754967,0.9375,0.3225806451612903,3.0,3,1.5,0.157258064516129,448.45,3,0.3225806451612903,32,1.9512195121951221,3,0.3225806451612903,40374,4341.290322580645,15,13.636363636363635,1089,35937,225,3375,1,1,181117764,2437482867912,0,Risiko Tinggi (Cluster 0),28.925386535001333,-4.303615727673129,28.925386535001333,-4.303615727673129,-1.2006506484010175,-9.05799694630353,6.684385431198605
884,45,0.0,Travel_Rarely,1448,Research & Development,29,3,Technical Degree,1,2,Male,55,3,3,Manufacturing Director,4,Married,9380,14720,4,Y,Yes,18,3,4,80,2,10,4,4,3,1,1,2,Sedang (5000-10000),1-2 Tahun,40-49,21-30 km,1,1,3126.6666666666665,852.7272727272727,2345.0,0.00021319688732544505,4.5,3.5,0.5,0,0.2777777777777778,1.5,0.75,0.25,0.2727272727272727,0.25,0.6,2.4,0.6451612903225806,0.2727272727272727,7.073170731707318,2.25,3,43.5,0.2073170731707319,312.56666666666666,4,0.24390243902439027,4,0.24390243902439027,116,7.073170731707318,28140,3025.806451612903,12,0.7317073170731708,2025,91125,9,27,841,24389,87984400,825293672000,3,Risiko Rendah (Cluster 3),21.309305055586613,-1.0846352183107781,21.309305055586613,-1.0846352183107781,0.08006565958898895,5.7762160359656765,5.726561121027261
885,40,0.0,Travel_Frequently,902,Research & Development,26,2,Medical,1,3,Female,92,2,2,Research Scientist,4,Married,4422,21203,3,Y,Yes,13,3,4,80,1,16,3,1,1,1,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,21-30 km,1,0,2211.0,260.11764705882354,1474.0,0.00022609088853719196,3.25,3.0,0.75,0,0.3225806451612903,2.0,1.0,0.0,0.11764705882352941,0.5,0.25,1.0,0.0,0.058823529411764705,23.636363636363633,4.0,2,39.0,1.8636363636363633,220.94,1,0.9090909090909091,0,0.0,26,23.636363636363633,8844,2105.714285714286,3,0.3225806451612903,1600,64000,1,1,676,17576,19554084,86468159448,3,Risiko Rendah (Cluster 3),23.69071602286527,-3.1676115406318255,23.69071602286527,-3.1676115406318255,-0.6755255542621589,0.8366414121650083,-0.6619141195835971
887,22,0.0,Travel_Rarely,253,Research & Development,11,3,Medical,1,1,Female,43,3,1,Research Scientist,2,Married,2244,24440,1,Y,No,13,3,4,80,1,2,1,3,2,1,1,2,Rendah (< 5000),1-2 Tahun,< 30,11-20 km,0,0,2244.0,748.0,561.0,0.00044543429844097997,3.25,2.5,0.125,3,0.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,2.0,0.9523809523809523,0.6666666666666666,3.5483870967741935,1.0,0,11.0,-0.5618279569892473,224.38000000000002,0,0.0,2,0.47619047619047616,33,3.5483870967741935,2244,2039.9999999999998,2,1.8181818181818181,484,10648,4,8,121,1331,5035536,11299742784,2,Risiko Sangat Rendah (Cluster 2),1.2092311587601727,3.739219662190243,1.2092311587601727,3.739219662190243,0.15541337903236233,-0.18010285114381433,-0.5561267495619853
888,38,1.0,Travel_Rarely,1180,Research & Development,29,1,Medical,1,2,Male,70,3,2,Healthcare Representative,1,Married,6673,11354,7,Y,Yes,19,3,2,80,0,17,2,3,1,0,0,0,Sedang (5000-10000),Baru Dipromosikan,30-39,21-30 km,1,1,3336.5,370.72222222222223,3336.5,0.0,4.75,2.0,0.125,0,0.47619047619047616,2.0,1.0,0.0,0.1111111111111111,0.0,0.125,0.125,0.0,0.05555555555555555,9.35483870967742,2.0,3,43.5,0.935483870967742,333.48,3,0.3225806451612903,0,0.0,87,9.35483870967742,13346,3177.6190476190477,7,0.14084507042253522,1444,54872,1,1,841,24389,44528929,297141543217,5,Risiko Sangat Tinggi (Cluster 5),34.98474787642414,-4.5506652608364,34.98474787642414,-4.5506652608364,-0.07403294745299378,8.29692940057107,-9.244097626473481
890,43,0.0,Travel_Rarely,782,Research & Development,6,4,Other,1,2,Male,50,2,4,Research Director,4,Divorced,16627,2671,4,Y,Yes,14,3,3,80,1,21,3,2,1,0,0,0,Sangat Tinggi (>15000),Baru Dipromosikan,40-49,6-10 km,1,1,4156.75,755.7727272727273,3325.4,6.013952369497234e-05,3.5,2.75,0.5,0,0.3508771929824561,4.0,2.0,0.0,0.18181818181818182,0.0,0.2,0.8,0.0,0.045454545454545456,2.857142857142857,4.0,2,9.0,-0.08928571428571441,415.465,2,0.47619047619047616,0,0.0,12,2.857142857142857,66508,4055.365853658537,4,0.24390243902439027,1849,79507,1,1,36,216,276457129,4596652683883,5,Risiko Sangat Tinggi (Cluster 5),30.880979267331526,-2.5499565598350076,30.880979267331526,-2.5499565598350076,0.5766600007928481,14.30239874700974,-3.617504051243284
892,48,0.0,Travel_Rarely,530,Sales,29,1,Medical,1,1,Female,91,3,3,Manager,3,Married,12504,23978,3,Y,No,21,4,2,80,1,15,3,1,0,0,0,0,Tinggi (10000-15000),Baru Dipromosikan,40-49,21-30 km,0,0,4168.0,781.5,6252.0,7.996801279488205e-05,4.2,1.75,0.1875,1,0.0,3.0,3.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,26.36363636363636,9.0,0,29.0,1.7613636363636358,416.65,0,0.0,0,0.0,29,26.36363636363636,37512,4033.548387096774,0,0.0,2304,110592,0,0,841,24389,156350016,1955000600064,4,Risiko Sedang (Cluster 4),-12.72489554872676,10.389647387567974,-12.72489554872676,10.389647387567974,-10.3492315853895,-0.16824634572417577,0.5109813051978834
893,18,0.0,Non-Travel,287,Research & Development,5,2,Life Sciences,1,2,Male,73,3,1,Research Scientist,4,Single,1051,13493,1,Y,No,15,3,4,80,0,0,2,3,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,1,1051.0,1051.0,350.3333333333333,0.0,3.75,3.25,0.5,3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.6129032258064515,1.0,0,5.0,-1.4637096774193548,105.1,0,0.0,0,0.0,15,1.6129032258064515,1051,955.4545454545454,0,0.0,324,5832,0,0,25,125,1104601,1160935651,4,Risiko Sedang (Cluster 4),-20.959820409708755,4.810006311986888,-20.959820409708755,4.810006311986888,-13.699435734790137,0.6676240670709744,-0.2854742644678477
895,35,0.0,Travel_Rarely,1296,Research & Development,5,4,Technical Degree,1,3,Male,62,3,3,Manufacturing Director,2,Single,8095,18264,0,Y,No,13,3,4,80,0,17,5,3,16,6,0,13,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,0,1,2698.3333333333335,449.72222222222223,1619.0,0.0,3.25,3.0,0.375,3,0.0,3.0,0.17647058823529413,0.0,0.16666666666666666,0.35294117647058826,16.0,32.0,0.8074534161490683,0.8888888888888888,1.6129032258064515,3.0,0,5.0,-1.3387096774193548,269.66333333333336,0,0.0,0,0.0,15,1.6129032258064515,24285,2611.290322580645,0,160.0,1225,42875,256,4096,25,125,65529025,530457457375,1,Risiko Sangat Rendah (Cluster 1),-23.65806198599694,-7.606851453675981,-23.65806198599694,-7.606851453675981,0.8838420329121242,0.2002243663322137,0.14357971768027467
896,28,0.0,Travel_Frequently,193,Research & Development,2,3,Life Sciences,1,4,Male,52,2,1,Laboratory Technician,4,Married,3867,14222,1,Y,Yes,12,3,2,80,1,2,2,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,1,1,3867.0,1289.0,966.75,0.0002585315408479835,3.0,3.25,1.0,0,0.29850746268656714,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,4.0,0.9523809523809523,0.6666666666666666,0.6451612903225806,0.6666666666666666,2,3.0,0.10618279569892453,386.68,3,0.3225806451612903,8,0.48780487804878053,6,0.6451612903225806,3867,3515.454545454545,2,1.8181818181818181,784,21952,4,8,4,8,14953689,57825915363,3,Risiko Rendah (Cluster 3),18.21699585918181,-2.263961018696865,18.21699585918181,-2.263961018696865,-0.7753325490166265,0.2955722893410691,3.316778018008789
899,48,0.0,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,1,4,Female,40,2,4,Manager,1,Married,15402,17997,7,Y,No,11,3,1,80,1,21,3,1,3,2,0,2,Sangat Tinggi (>15000),Baru Dipromosikan,40-49,0-5 km,0,0,3850.5,700.0909090909091,3080.4,6.492241771083555e-05,2.75,1.75,0.25,1,0.0,4.0,1.0,0.0,0.18181818181818182,0.5,0.375,0.375,0.6451612903225806,0.13636363636363635,0.9090909090909091,8.0,0,1.0,-0.7840909090909091,384.84000000000003,0,0.0,0,0.0,1,0.9090909090909091,61608,3756.585365853659,21,0.4225352112676057,2304,110592,9,27,1,1,237221604,3653687144808,2,Risiko Sangat Rendah (Cluster 2),-1.9153578840263201,6.4174678531358325,-1.9153578840263201,6.4174678531358325,0.8456516390081743,-0.6538605605340189,-0.8114025657042298
901,40,0.0,Travel_Rarely,989,Research & Development,4,1,Medical,1,4,Female,46,3,5,Manager,3,Married,19033,6499,1,Y,No,14,3,2,80,1,21,2,3,20,8,9,9,Sangat Tinggi (>15000),> 5 Tahun,40-49,0-5 km,0,0,3806.6,865.1363636363636,9516.5,5.253756435851634e-05,3.5,3.0,0.75,3,0.0,0.5,0.23809523809523808,0.42857142857142855,0.22727272727272727,0.38095238095238093,10.0,30.0,0.4477611940298507,0.9090909090909091,1.2903225806451613,5.0,0,4.0,-0.9423963133640554,380.45,0,0.0,27,2.903225806451613,12,1.2903225806451613,95165,3731.9607843137255,20,18.18181818181818,1600,64000,400,8000,16,64,362255089,6894801108937,2,Risiko Sangat Rendah (Cluster 2),-0.9733581222722519,7.83721279633449,-0.9733581222722519,7.83721279633449,2.69521692652503,-0.8511409828532203,-0.7533436663079146
905,25,0.0,Travel_Rarely,141,Sales,3,1,Other,1,3,Male,98,3,2,Sales Executive,1,Married,4194,14363,1,Y,Yes,18,3,4,80,0,5,3,3,5,3,0,3,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,1,1,2097.0,699.0,2097.0,0.0,4.5,2.75,0.1875,0,0.3508771929824561,2.0,0.3333333333333333,0.0,0.3333333333333333,0.5,2.5,2.5,0.5882352941176471,0.8333333333333334,0.9677419354838709,2.0,3,4.5,-0.278225806451613,209.65,3,0.3225806451612903,0,0.0,9,0.9677419354838709,8388,1997.142857142857,5,4.545454545454545,625,15625,25,125,9,27,17589636,73770933384,0,Risiko Tinggi (Cluster 0),35.10000429138768,-6.122704480289043,35.10000429138768,-6.122704480289043,-1.3139851265864473,-6.913076377028026,-2.5473989442701535
906,29,1.0,Travel_Rarely,806,Research & Development,7,3,Technical Degree,1,2,Female,39,3,1,Laboratory Technician,3,Divorced,3339,17285,3,Y,Yes,13,3,1,80,2,10,2,3,7,7,7,7,Rendah (< 5000),> 5 Tahun,< 30,6-10 km,1,0,3339.0,303.54545454545456,834.75,0.0005988023952095808,3.25,2.25,0.375,0,0.425531914893617,0.125,0.125,0.875,0.09090909090909091,0.875,1.75,5.25,0.9859154929577465,0.6363636363636364,2.258064516129032,1.0,3,10.5,0.975806451612903,333.8,3,0.3225806451612903,21,2.258064516129032,21,2.258064516129032,3339,3035.454545454545,21,2.258064516129032,841,24389,49,343,49,343,11148921,37226247219,3,Risiko Rendah (Cluster 3),21.779917499292722,-1.9703708904367683,21.779917499292722,-1.9703708904367683,-0.5941673280457583,-3.332052131841323,9.8320392022568
907,55,0.0,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,1,4,Male,65,3,3,Manufacturing Director,2,Married,10976,15813,3,Y,No,18,3,2,80,1,23,4,3,3,2,1,2,Tinggi (10000-15000),1-2 Tahun,50+,0-5 km,0,1,3658.6666666666665,457.3333333333333,5488.0,9.10995718320124e-05,4.5,2.75,0.5,3,0.0,1.5,0.75,0.25,0.125,0.5,0.75,1.5,0.6451612903225806,0.125,0.6451612903225806,3.0,0,2.0,-1.060483870967742,365.63666666666666,0,0.0,2,0.47619047619047616,6,0.6451612903225806,32928,3540.6451612903224,9,0.9677419354838709,3025,166375,9,27,4,8,120472576,1322306994176,2,Risiko Sangat Rendah (Cluster 2),-1.6621169395884619,5.375647200585715,-1.6621169395884619,5.375647200585715,1.791876794121608,-0.7710113306126413,-1.0157858646885416
909,31,0.0,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,1,3,Male,33,3,3,Manufacturing Director,2,Divorced,10648,14394,1,Y,No,25,4,4,80,1,13,6,4,13,8,0,8,Tinggi (10000-15000),Baru Dipromosikan,30-39,6-10 km,0,1,3549.3333333333335,760.5714285714286,5324.0,9.3905531035778e-05,5.0,3.25,0.375,4,0.0,3.0,0.21428571428571427,0.0,0.21428571428571427,0.5714285714285714,6.5,13.0,0.6106870229007634,0.9285714285714286,2.1951219512195124,2.25,0,9.0,-1.4054878048780488,354.80333333333334,0,0.0,0,0.0,36,2.1951219512195124,31944,3434.838709677419,13,11.818181818181817,961,29791,169,2197,81,729,113379904,1207269217792,2,Risiko Sangat Rendah (Cluster 2),-0.9559646936787114,7.9850195997111415,-0.9559646936787114,7.9850195997111415,2.774378603497505,-0.862769896845952,-0.7166377059289413
912,36,0.0,Travel_Rarely,216,Research & Development,6,2,Medical,1,2,Male,84,3,2,Manufacturing Director,2,Divorced,4941,2819,6,Y,No,20,4,4,80,2,7,0,3,3,2,0,1,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,0,1,2470.5,617.625,1647.0,0.0004046944556859571,4.0,2.75,0.25,3,0.0,2.0,0.5,0.0,0.25,0.5,0.42857142857142855,0.8571428571428571,0.3225806451612903,0.375,1.9354838709677418,2.0,0,6.0,-1.1814516129032258,246.98000000000002,0,0.0,0,0.0,18,1.9354838709677418,9882,2352.8571428571427,18,0.49180327868852464,1296,46656,9,27,36,216,24413481,120627009621,2,Risiko Sangat Rendah (Cluster 2),-0.46860378963147775,3.7905054484654044,-0.46860378963147775,3.7905054484654044,0.689700752569247,-0.5258284658859457,-0.9462172429429203
914,38,0.0,Travel_Rarely,1009,Sales,2,2,Life Sciences,1,2,Female,31,3,2,Sales Executive,1,Divorced,6893,19461,3,Y,No,15,3,4,80,1,11,3,3,7,7,1,7,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,0,0,3446.5,574.4166666666666,2297.6666666666665,0.0001450536698578474,3.75,2.5,0.125,3,0.0,1.0,0.25,0.125,0.16666666666666666,0.875,1.75,1.75,0.9859154929577465,0.5833333333333334,0.6451612903225806,2.0,0,2.0,-1.060483870967742,344.54,0,0.0,1,0.9090909090909091,6,0.6451612903225806,13786,3282.3809523809523,21,2.258064516129032,1444,54872,49,343,4,8,47513449,327510203957,2,Risiko Sangat Rendah (Cluster 2),-3.5126657445656044,8.703157469169943,-3.5126657445656044,8.703157469169943,11.20680383153328,-1.478217228642672,-0.3897171500341786
915,56,0.0,Travel_Rarely,713,Research & Development,8,3,Life Sciences,1,3,Female,67,3,1,Research Scientist,1,Divorced,4257,13939,4,Y,Yes,18,3,3,80,1,19,3,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,50+,6-10 km,1,0,4257.0,212.85,1064.25,0.00023485204321277596,4.5,2.5,0.1875,0,0.3846153846153846,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.05,0.6666666666666666,0.4,0.4,0.9523809523809523,0.1,2.5806451612903225,1.0,3,12.0,0.674731182795699,425.51000000000005,3,0.3225806451612903,2,1.8181818181818181,24,2.5806451612903225,4257,3869.9999999999995,8,0.48780487804878053,3136,175616,4,8,64,512,18122049,77145562593,3,Risiko Rendah (Cluster 3),20.343176673594588,-1.2752994283818802,20.343176673594588,-1.2752994283818802,-0.0857020374650565,5.07562665268234,6.014125209766676
916,59,0.0,Travel_Frequently,1225,Sales,1,1,Life Sciences,1,1,Female,57,2,2,Sales Executive,3,Single,5473,24668,7,Y,No,11,3,4,80,0,20,2,2,4,3,1,3,Sedang (5000-10000),1-2 Tahun,50+,0-5 km,0,0,2736.5,260.6190476190476,2736.5,0.0,2.75,2.5,0.1875,2,0.0,1.0,0.4,0.2,0.09523809523809523,0.6,0.5,1.5,0.7317073170731708,0.19047619047619047,0.47619047619047616,2.0,0,1.0,-1.0023809523809524,273.45,0,0.0,3,0.3225806451612903,2,0.47619047619047616,10946,2606.190476190476,28,0.5633802816901409,3481,205379,16,64,1,1,29953729,163936758817,1,Risiko Sangat Rendah (Cluster 1),-23.502285057567917,-7.0960139715801835,-23.502285057567917,-7.0960139715801835,1.3049344794194924,0.06924405235928517,0.07513675091036208
918,27,0.0,Travel_Rarely,1220,Research & Development,5,3,Life Sciences,1,3,Female,85,3,1,Research Scientist,2,Single,2478,20938,1,Y,Yes,12,3,2,80,0,4,2,2,4,3,1,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,1,0,2478.0,495.6,619.5,0.0,3.0,2.25,0.375,0,0.425531914893617,0.5,0.2,0.2,0.2,0.6,2.0,4.0,0.48780487804878053,0.8,2.380952380952381,1.5,3,7.5,0.3130952380952381,247.76,2,0.47619047619047616,2,0.47619047619047616,10,2.380952380952381,2478,2252.7272727272725,4,3.6363636363636362,729,19683,16,64,25,125,6140484,15216119352,0,Risiko Tinggi (Cluster 0),33.64605216061559,-5.779544405242735,33.64605216061559,-5.779544405242735,-1.2953988668707883,-7.404769478330214,-2.8950528693360473
919,35,0.0,Travel_Rarely,882,Sales,3,4,Life Sciences,1,4,Male,92,3,3,Sales Executive,4,Divorced,7823,6812,6,Y,No,13,3,2,80,1,12,2,3,10,9,0,8,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,0,1,2607.6666666666665,601.7692307692307,1564.6,0.0001278118609406953,3.25,3.25,1.0,3,0.0,3.0,0.2727272727272727,0.0,0.23076923076923078,0.8181818181818182,1.4285714285714286,5.714285714285714,0.7920792079207921,0.7692307692307693,0.9677419354838709,3.0,0,3.0,-1.528225806451613,260.64666666666665,0,0.0,0,0.0,9,0.9677419354838709,23469,2523.548387096774,60,1.639344262295082,1225,42875,100,1000,9,27,61199329,478762350767,2,Risiko Sangat Rendah (Cluster 2),-0.7440298495455645,8.97099802223473,-0.7440298495455645,8.97099802223473,4.224521950092751,-1.0955009642563802,-0.779408512776638
922,34,0.0,Travel_Rarely,546,Research & Development,10,3,Life Sciences,1,2,Male,83,3,1,Laboratory Technician,2,Divorced,2008,6896,1,Y,No,14,3,2,80,2,1,3,3,1,0,1,0,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,0,1,2008.0,1004.0,502.0,0.0009955201592832255,3.5,2.25,0.25,3,0.0,0.5,0.5,0.5,0.5,0.0,0.5,1.0,0.0,0.5,3.225806451612903,1.0,0,10.0,-0.30241935483870974,200.79000000000002,0,0.0,2,0.47619047619047616,30,3.225806451612903,2008,1825.4545454545453,1,0.9090909090909091,1156,39304,1,1,100,1000,4032064,8096384512,4,Risiko Sedang (Cluster 4),-13.83458811659003,9.559900292418547,-13.83458811659003,9.559900292418547,-10.606738131545367,-0.3671939531303876,0.15100923346475448
924,42,0.0,Travel_Rarely,916,Research & Development,17,2,Life Sciences,1,4,Female,82,4,2,Research Scientist,1,Single,6545,23016,3,Y,Yes,13,3,3,80,0,10,1,3,3,2,0,2,Sedang (5000-10000),Baru Dipromosikan,40-49,11-20 km,1,0,3272.5,595.0,2181.6666666666665,0.0,3.25,2.75,0.25,0,0.3508771929824561,2.0,0.5,0.0,0.18181818181818182,0.5,0.75,0.75,0.6451612903225806,0.2727272727272727,5.483870967741935,2.6666666666666665,4,25.5,0.1733870967741935,327.15,3,0.3225806451612903,0,0.0,51,5.483870967741935,13090,3116.6666666666665,9,0.9677419354838709,1764,74088,9,27,289,4913,42837025,280368328625,0,Risiko Tinggi (Cluster 0),35.811617944081526,-6.396384563598207,35.811617944081526,-6.396384563598207,-1.351322730070314,-6.072987354601633,-2.0336814286498757
926,34,0.0,Travel_Rarely,1031,Research & Development,6,4,Life Sciences,1,3,Female,45,2,2,Research Scientist,2,Divorced,4505,15000,6,Y,No,15,3,3,80,1,12,3,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,0,0,2252.5,346.53846153846155,901.0,0.00022192632046160674,3.75,2.75,0.375,3,0.0,2.0,1.0,0.0,0.15384615384615385,0.0,0.14285714285714285,0.2857142857142857,0.0,0.07692307692307693,1.9354838709677418,1.3333333333333333,0,6.0,-1.1814516129032258,225.13000000000002,0,0.0,0,0.0,18,1.9354838709677418,9010,2145.238095238095,6,0.1639344262295082,1156,39304,1,1,36,216,20295025,91429087625,4,Risiko Sedang (Cluster 4),-11.961516784927236,6.84890958851987,-11.961516784927236,6.84890958851987,-9.15910517541734,-0.3287390709276115,-0.1968860855211021
927,41,0.0,Travel_Rarely,645,Sales,1,3,Marketing,1,2,Male,49,4,3,Sales Executive,1,Married,8392,19566,1,Y,No,16,3,3,80,1,10,2,3,10,7,0,7,Sedang (5000-10000),Baru Dipromosikan,40-49,0-5 km,0,1,2797.3333333333335,762.9090909090909,2098.0,0.00011914690813773382,4.0,2.25,0.125,3,0.0,3.0,0.2727272727272727,0.0,0.2727272727272727,0.6363636363636364,5.0,5.0,0.6930693069306931,0.9090909090909091,0.3225806451612903,4.0,0,1.0,-1.092741935483871,279.6333333333333,0,0.0,0,0.0,3,0.3225806451612903,25176,2707.0967741935483,10,9.09090909090909,1681,68921,100,1000,1,1,70425664,591012172288,2,Risiko Sangat Rendah (Cluster 2),-1.215449127342163,7.062317767205337,-1.215449127342163,7.062317767205337,1.1732572344348116,-0.7883928954270801,-0.9180713189334908
928,26,1.0,Travel_Frequently,426,Human Resources,17,4,Life Sciences,1,2,Female,58,3,1,Human Resources,3,Divorced,2741,22808,0,Y,Yes,11,3,2,80,1,8,2,2,7,7,1,0,Rendah (< 5000),1-2 Tahun,< 30,11-20 km,1,0,2741.0,304.55555555555554,548.2,0.00036469730123997083,2.75,2.25,0.375,0,0.425531914893617,0.5,0.125,0.125,0.1111111111111111,0.875,7.0,21.0,0.0,0.7777777777777778,8.095238095238095,1.5,3,25.5,0.8095238095238095,274.02,2,0.47619047619047616,3,0.3225806451612903,34,8.095238095238095,2741,2491.8181818181815,0,70.0,676,17576,49,343,289,4913,7513081,20593355021,3,Risiko Rendah (Cluster 3),23.4520842603229,-1.9449643707513247,23.4520842603229,-1.9449643707513247,-0.42037835761877823,-2.243158653330725,8.144691728904503
931,31,1.0,Travel_Frequently,874,Research & Development,15,3,Medical,1,3,Male,72,3,1,Laboratory Technician,3,Married,2610,6233,1,Y,No,12,3,3,80,1,2,5,2,2,2,2,2,Rendah (< 5000),1-2 Tahun,30-39,11-20 km,0,1,2610.0,870.0,652.5,0.00038299502106472615,3.0,2.75,0.5625,2,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,3.0,0.9523809523809523,0.6666666666666666,7.142857142857142,1.5,0,15.0,0.005952380952380931,260.98,0,0.0,6,0.6451612903225806,30,7.142857142857142,2610,2372.7272727272725,2,1.8181818181818181,961,29791,4,8,225,3375,6812100,17779581000,2,Risiko Sangat Rendah (Cluster 2),0.8768024744783779,3.2299386411422475,0.8768024744783779,3.2299386411422475,0.3533558421851857,-0.24645719940646277,-0.7157704734459165
932,19,1.0,Travel_Rarely,489,Human Resources,2,2,Technical Degree,1,1,Male,52,2,1,Human Resources,4,Single,2564,18437,1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,1,2564.0,1282.0,854.6666666666666,0.0,3.0,3.0,0.25,4,0.0,1.0,0.5,0.0,0.5,0.0,0.5,2.0,0.0,0.5,0.48780487804878053,0.5,0,2.0,-1.451219512195122,256.39,0,0.0,0,0.0,8,0.48780487804878053,2564,2330.9090909090905,1,0.9090909090909091,361,6859,1,1,4,8,6574096,16855982144,4,Risiko Sedang (Cluster 4),-18.36032308148951,3.0829445817860024,-18.36032308148951,3.0829445817860024,-11.943862186274583,0.3641434843221956,-0.5731194571007497
