EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryCategory,PromotionCategory,AgeGroup,DistanceCategory,SalaryPerLevel,SatisfactionIndex,PromotionRatio,CareerProgressIndex,DistanceRiskIndex,AdjustedWorkLifeBalance,JobStabilityIndex,Cluster,RiskLevel,AttritionRiskScore,RiskCategory
613,52,0.0,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,1,4,Female,30,3,4,Manager,4,Married,16555,10310,2,Y,0,13,3,4,80,0,31,2,1,5,2,1,4,Sangat Tinggi (>15000),1-2 Tahun,50+,0-5 km,4138.75,3.25,0.2,0.5499999999999999,1.6094379124341003,1.0,0.31229575163398693,0,Risiko Sedang,10.785619174434089,Sedang
614,36,0.0,Travel_Frequently,541,Sales,3,4,Medical,1,1,Male,48,2,3,Sales Executive,4,Married,9699,7246,4,Y,0,11,3,1,80,1,16,2,3,13,9,1,12,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,3233.0,2.25,0.07692307692307693,0.4083333333333334,1.3862943611198906,3.0,0.521609477124183,0,Risiko Sedang,10.785619174434089,Sedang
617,26,0.0,Travel_Rarely,1066,Research & Development,2,2,Medical,1,4,Male,32,4,2,Manufacturing Director,4,Married,5472,3334,1,Y,0,12,3,2,80,0,8,2,3,8,7,1,3,Sedang (5000-10000),1-2 Tahun,< 30,0-5 km,2736.0,3.25,0.125,0.21666666666666667,1.0986122886681098,3.0,0.41356209150326795,0,Risiko Sedang,10.785619174434089,Sedang
618,56,0.0,Travel_Frequently,1240,Research & Development,9,3,Medical,1,1,Female,63,3,1,Research Scientist,3,Married,2942,12154,2,Y,0,19,3,2,80,1,18,4,3,5,4,0,3,Rendah (< 5000),Baru Dipromosikan,50+,6-10 km,2942.0,2.25,0.0,0.19166666666666665,2.302585092994046,3.0,0.3253676470588235,0,Risiko Sedang,10.785619174434089,Sedang
619,34,0.0,Travel_Frequently,878,Research & Development,10,4,Medical,1,4,Male,43,3,1,Research Scientist,3,Divorced,3815,5972,1,Y,1,17,3,4,80,1,5,4,4,5,3,2,0,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,3815.0,3.75,0.4,0.08333333333333333,2.3978952727983707,2.6666666666666665,0.29513888888888884,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
620,38,0.0,Travel_Rarely,395,Sales,9,3,Marketing,1,2,Male,98,2,1,Sales Representative,2,Married,2899,12102,0,Y,0,19,3,4,80,1,3,3,3,2,2,1,2,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,2899.0,2.75,0.5,0.041666666666666664,2.302585092994046,3.0,0.3196895424836601,0,Risiko Sedang,10.785619174434089,Sedang
621,36,0.0,Travel_Rarely,1403,Research & Development,6,3,Life Sciences,1,4,Male,47,3,1,Laboratory Technician,4,Married,3210,20251,0,Y,0,11,3,3,80,1,16,4,3,15,13,10,11,Rendah (< 5000),> 5 Tahun,30-39,6-10 km,3210.0,3.5,0.6666666666666666,0.25833333333333336,1.9459101490553132,3.0,0.6860702614379085,0,Risiko Sedang,10.785619174434089,Sedang
623,26,0.0,Travel_Rarely,192,Research & Development,1,2,Medical,1,1,Male,59,2,1,Laboratory Technician,1,Married,3955,11141,1,Y,0,16,3,1,80,2,6,2,3,5,3,1,3,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,3955.0,1.5,0.2,0.09166666666666667,0.6931471805599453,3.0,0.3392565359477124,0,Risiko Sedang,10.785619174434089,Sedang
626,29,1.0,Travel_Rarely,408,Sales,23,1,Life Sciences,1,4,Female,45,2,3,Sales Executive,1,Married,7336,11162,1,Y,0,13,3,1,80,1,11,3,1,11,8,3,10,Sedang (5000-10000),3-5 Tahun,< 30,21-30 km,2445.3333333333335,1.75,0.2727272727272727,0.35000000000000003,3.1780538303479458,1.0,0.549142156862745,0,Risiko Sedang,10.785619174434089,Sedang
627,27,0.0,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,1,3,Male,51,3,1,Research Scientist,2,Married,3058,13364,0,Y,1,16,3,4,80,1,6,3,2,5,2,1,1,Rendah (< 5000),1-2 Tahun,< 30,11-20 km,3058.0,2.75,0.2,0.09166666666666667,2.8903717578961645,1.3333333333333333,0.32373366013071897,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
628,31,1.0,Travel_Frequently,667,Sales,1,4,Life Sciences,1,2,Female,50,1,1,Sales Representative,3,Single,1359,16154,1,Y,0,12,3,2,80,0,1,3,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,1359.0,2.5,0.0,0.016666666666666666,0.6931471805599453,3.0,0.22847222222222222,0,Risiko Sedang,10.785619174434089,Sedang
629,43,0.0,Travel_Frequently,775,Sales,15,3,Life Sciences,1,4,Male,47,2,2,Sales Executive,4,Married,6804,23683,3,Y,0,18,3,3,80,1,7,5,3,2,2,2,2,Sedang (5000-10000),1-2 Tahun,40-49,11-20 km,3402.0,3.5,1.0,0.15833333333333335,2.772588722239781,3.0,0.2363562091503268,0,Risiko Sedang,10.785619174434089,Sedang
631,36,0.0,Non-Travel,1434,Sales,8,4,Life Sciences,1,1,Male,76,2,3,Sales Executive,1,Single,7587,14229,1,Y,0,15,3,2,80,0,10,1,3,10,7,0,9,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,2529.0,1.75,0.0,0.3333333333333333,2.1972245773362196,3.0,0.514297385620915,0,Risiko Sedang,10.785619174434089,Sedang
632,40,0.0,Travel_Rarely,329,Research & Development,1,4,Life Sciences,1,2,Male,88,3,1,Laboratory Technician,2,Married,2387,6762,3,Y,0,22,4,3,80,1,7,3,3,4,2,0,3,Rendah (< 5000),Baru Dipromosikan,40-49,0-5 km,2387.0,2.5,0.0,0.09166666666666667,0.6931471805599453,3.0,0.2635620915032679,0,Risiko Sedang,10.785619174434089,Sedang
633,22,0.0,Travel_Rarely,594,Research & Development,2,1,Technical Degree,1,3,Male,100,3,1,Laboratory Technician,4,Married,2523,19299,0,Y,0,14,3,3,80,1,3,2,3,2,1,2,1,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,2523.0,3.25,1.0,0.041666666666666664,1.0986122886681098,3.0,0.2910947712418301,0,Risiko Sedang,10.785619174434089,Sedang
634,26,0.0,Travel_Rarely,1384,Research & Development,3,4,Medical,1,1,Male,82,4,1,Laboratory Technician,4,Married,4420,13421,1,Y,0,22,4,2,80,1,8,2,3,8,7,0,7,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,4420.0,2.5,0.0,0.13333333333333333,1.3862943611198906,3.0,0.47238562091503267,0,Risiko Sedang,10.785619174434089,Sedang
635,31,0.0,Travel_Rarely,1232,Research & Development,7,4,Medical,1,3,Female,39,3,3,Manufacturing Director,4,Single,7143,25713,1,Y,1,14,3,3,80,0,11,2,2,11,9,4,10,Sedang (5000-10000),3-5 Tahun,30-39,6-10 km,2381.0,3.0,0.36363636363636365,0.35000000000000003,2.0794415416798357,1.3333333333333333,0.563031045751634,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
637,52,1.0,Travel_Rarely,1030,Sales,5,3,Life Sciences,1,2,Male,64,3,3,Sales Executive,2,Single,8446,21534,9,Y,1,19,3,3,80,0,10,2,2,8,7,7,7,Sedang (5000-10000),> 5 Tahun,50+,0-5 km,2815.3333333333335,2.25,0.875,0.31666666666666665,1.791759469228055,1.3333333333333333,0.25016339869281046,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
638,28,0.0,Travel_Rarely,1158,Research & Development,9,3,Medical,1,4,Male,94,3,1,Research Scientist,4,Married,2070,2613,1,Y,0,23,4,4,80,1,5,3,2,5,2,0,4,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,2070.0,3.5,0.0,0.08333333333333333,2.302585092994046,2.0,0.3400735294117647,0,Risiko Sedang,10.785619174434089,Sedang
639,37,0.0,Travel_Rarely,1439,Research & Development,4,1,Life Sciences,1,3,Male,54,3,1,Research Scientist,3,Married,2996,5182,7,Y,1,15,3,4,80,0,8,2,3,6,4,1,3,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,2996.0,3.25,0.16666666666666666,0.11666666666666668,1.6094379124341003,2.0,0.19272875816993465,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
645,42,0.0,Travel_Rarely,188,Research & Development,29,3,Medical,1,2,Male,56,1,2,Laboratory Technician,4,Single,4272,9558,4,Y,0,19,3,1,80,0,16,3,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,21-30 km,2136.0,2.5,0.0,0.225,3.4011973816621555,3.0,0.1451388888888889,0,Risiko Sedang,10.785619174434089,Sedang
646,44,0.0,Non-Travel,111,Research & Development,17,3,Life Sciences,1,4,Male,74,1,1,Research Scientist,3,Single,2290,4279,2,Y,0,13,3,4,80,0,6,3,3,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,11-20 km,2290.0,3.5,0.0,0.05000000000000001,2.8903717578961645,3.0,0.19444444444444442,0,Risiko Sedang,10.785619174434089,Sedang
647,28,0.0,Travel_Rarely,1144,Sales,10,1,Medical,1,4,Male,74,3,1,Sales Representative,2,Married,1052,23384,1,Y,0,22,4,2,80,0,1,5,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,1052.0,2.75,0.0,0.016666666666666666,2.3978952727983707,3.0,0.22847222222222222,0,Risiko Sedang,10.785619174434089,Sedang
649,31,0.0,Travel_Rarely,1332,Research & Development,11,2,Medical,1,3,Male,80,3,2,Healthcare Representative,1,Married,6833,17089,1,Y,1,12,3,4,80,0,6,2,2,6,5,0,1,Sedang (5000-10000),Baru Dipromosikan,30-39,11-20 km,3416.5,2.5,0.0,0.18333333333333335,2.4849066497880004,1.3333333333333333,0.34387254901960784,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
651,19,1.0,Travel_Rarely,303,Research & Development,2,3,Life Sciences,1,2,Male,47,2,1,Laboratory Technician,4,Single,1102,9241,1,Y,0,22,4,3,80,0,1,3,2,1,0,1,0,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,1102.0,2.75,1.0,0.016666666666666666,1.0986122886681098,2.0,0.22847222222222222,0,Risiko Sedang,10.785619174434089,Sedang
652,37,1.0,Travel_Rarely,1373,Research & Development,2,2,Other,1,4,Male,92,2,1,Laboratory Technician,3,Single,2090,2396,6,Y,1,15,3,2,80,0,7,3,3,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,2090.0,3.0,0.0,0.05833333333333334,1.0986122886681098,2.0,0.08333333333333333,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
653,45,0.0,Travel_Rarely,252,Research & Development,2,3,Life Sciences,1,2,Female,95,2,1,Research Scientist,3,Single,2274,6153,1,Y,0,14,3,4,80,0,1,3,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,0-5 km,2274.0,3.0,0.0,0.016666666666666666,1.0986122886681098,3.0,0.22847222222222222,0,Risiko Sedang,10.785619174434089,Sedang
654,50,0.0,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,1,Male,64,3,1,Laboratory Technician,4,Married,2380,20165,4,Y,0,18,3,2,80,0,8,5,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,50+,6-10 km,2380.0,2.5,0.0,0.075,2.302585092994046,3.0,0.1451388888888889,0,Risiko Sedang,10.785619174434089,Sedang
655,51,0.0,Travel_Frequently,1456,Research & Development,1,4,Medical,1,1,Female,30,2,3,Healthcare Representative,1,Single,7484,25796,3,Y,0,20,4,3,80,0,23,1,2,13,12,12,8,Sedang (5000-10000),> 5 Tahun,50+,0-5 km,2494.6666666666665,1.75,0.9230769230769231,0.46666666666666673,0.6931471805599453,2.0,0.5322303921568627,0,Risiko Sedang,10.785619174434089,Sedang
656,42,0.0,Travel_Rarely,603,Research & Development,7,4,Medical,1,2,Female,78,4,2,Research Scientist,2,Married,2372,5628,6,Y,1,16,3,4,80,0,18,2,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,6-10 km,1186.0,2.75,0.0,0.24166666666666667,2.0794415416798357,2.0,0.08958333333333333,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
657,32,0.0,Travel_Rarely,1093,Sales,6,4,Medical,1,2,Male,87,3,2,Sales Executive,3,Single,5010,24301,1,Y,0,16,3,1,80,0,12,0,3,11,8,5,7,Sedang (5000-10000),3-5 Tahun,30-39,6-10 km,2505.0,2.25,0.45454545454545453,0.275,1.9459101490553132,3.0,0.5050245098039216,0,Risiko Sedang,10.785619174434089,Sedang
658,32,0.0,Travel_Frequently,689,Sales,9,2,Medical,1,4,Male,35,1,2,Sales Executive,4,Divorced,4668,22812,0,Y,0,17,3,4,80,3,9,2,4,8,7,0,7,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,2334.0,4.0,0.0,0.225,2.302585092994046,4.0,0.5001633986928105,0,Risiko Sedang,10.785619174434089,Sedang
659,32,0.0,Travel_Rarely,827,Research & Development,1,1,Life Sciences,1,4,Male,71,3,1,Research Scientist,1,Single,2956,15178,1,Y,0,13,3,4,80,0,1,2,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,2956.0,3.0,0.0,0.016666666666666666,0.6931471805599453,3.0,0.22847222222222222,0,Risiko Sedang,10.785619174434089,Sedang
661,33,0.0,Travel_Rarely,536,Sales,10,5,Marketing,1,4,Male,82,4,3,Sales Executive,3,Divorced,8380,21708,0,Y,1,14,3,4,80,2,10,3,3,9,8,0,8,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,2793.3333333333335,3.5,0.0,0.325,2.3978952727983707,2.0,0.5350081699346405,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
662,47,0.0,Travel_Rarely,955,Sales,4,2,Life Sciences,1,4,Female,83,3,2,Sales Executive,4,Single,4163,8571,1,Y,1,17,3,3,80,0,9,0,3,9,0,0,7,Rendah (< 5000),Baru Dipromosikan,40-49,0-5 km,2081.5,3.5,0.0,0.2333333333333333,1.6094379124341003,2.0,0.38141339869281043,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
664,20,1.0,Travel_Rarely,1097,Research & Development,11,3,Medical,1,4,Female,98,2,1,Research Scientist,1,Single,2600,18275,1,Y,1,15,3,1,80,0,1,2,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,11-20 km,2600.0,2.25,0.0,0.016666666666666666,2.4849066497880004,2.0,0.22847222222222222,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
665,29,1.0,Travel_Rarely,408,Research & Development,25,5,Technical Degree,1,3,Female,71,2,1,Research Scientist,2,Married,2546,18300,5,Y,0,16,3,2,80,0,6,2,4,2,2,1,1,Rendah (< 5000),1-2 Tahun,< 30,21-30 km,2546.0,2.75,0.5,0.06666666666666667,3.258096538021482,4.0,0.16609477124183006,0,Risiko Sedang,10.785619174434089,Sedang
666,35,0.0,Travel_Frequently,1182,Sales,11,2,Marketing,1,4,Male,54,3,2,Sales Executive,4,Divorced,4968,18500,1,Y,0,11,3,4,80,1,5,3,3,5,2,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,11-20 km,2484.0,3.75,0.0,0.16666666666666666,2.4849066497880004,3.0,0.31066176470588236,0,Risiko Sedang,10.785619174434089,Sedang
667,29,0.0,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,1,4,Male,54,3,1,Research Scientist,4,Single,2201,18168,9,Y,0,16,3,4,80,0,6,4,3,3,2,1,2,Rendah (< 5000),1-2 Tahun,< 30,21-30 km,2201.0,3.75,0.3333333333333333,0.07500000000000001,3.1780538303479458,3.0,0.07593954248366014,0,Risiko Sedang,10.785619174434089,Sedang
668,24,1.0,Travel_Rarely,693,Sales,3,2,Life Sciences,1,1,Female,65,3,2,Sales Executive,3,Single,4577,24785,9,Y,0,14,3,1,80,0,4,3,3,2,2,2,0,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,2288.5,2.0,1.0,0.13333333333333333,1.3862943611198906,3.0,0.04027777777777777,0,Risiko Sedang,10.785619174434089,Sedang
669,32,0.0,Travel_Rarely,1401,Sales,4,2,Life Sciences,1,3,Female,56,3,1,Sales Representative,2,Married,3931,20990,2,Y,0,11,3,1,80,1,6,5,3,4,3,1,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,3931.0,2.25,0.25,0.08333333333333333,1.6094379124341003,3.0,0.29052287581699343,0,Risiko Sedang,10.785619174434089,Sedang
670,28,0.0,Non-Travel,1476,Research & Development,1,3,Life Sciences,1,3,Female,55,1,2,Laboratory Technician,4,Married,6674,16392,0,Y,0,11,3,1,80,3,10,6,3,9,8,7,5,Sedang (5000-10000),> 5 Tahun,< 30,0-5 km,3337.0,2.75,0.7777777777777778,0.24166666666666667,0.6931471805599453,3.0,0.49089052287581697,0,Risiko Sedang,10.785619174434089,Sedang
672,35,0.0,Travel_Rarely,1315,Research & Development,22,3,Life Sciences,1,2,Female,71,4,3,Manager,2,Divorced,11996,19100,7,Y,0,18,3,2,80,1,10,6,2,7,7,6,2,Tinggi (10000-15000),> 5 Tahun,30-39,21-30 km,3998.6666666666665,2.0,0.8571428571428571,0.30833333333333335,3.1354942159291497,2.0,0.22593954248366013,0,Risiko Sedang,10.785619174434089,Sedang
673,34,0.0,Travel_Rarely,167,Research & Development,8,5,Life Sciences,1,2,Female,32,3,2,Manufacturing Director,1,Divorced,5121,4187,3,Y,0,14,3,3,80,1,7,3,3,0,0,0,0,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,2560.5,2.25,0.0,0.1416666666666667,2.1972245773362196,3.0,0.16666666666666666,0,Risiko Sedang,10.785619174434089,Sedang
674,36,0.0,Travel_Rarely,913,Research & Development,9,2,Medical,1,2,Male,48,2,2,Manufacturing Director,2,Divorced,8847,13934,2,Y,1,11,3,3,80,1,13,2,3,3,2,0,2,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,4423.5,2.5,0.0,0.21666666666666665,2.302585092994046,2.0,0.27038398692810456,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
675,52,0.0,Travel_Rarely,699,Research & Development,1,4,Life Sciences,1,3,Male,65,2,5,Manager,3,Married,19999,5678,0,Y,0,14,3,1,80,1,34,5,3,33,18,11,9,Sangat Tinggi (>15000),> 5 Tahun,50+,0-5 km,3999.8,2.5,0.3333333333333333,0.8916666666666667,0.6931471805599453,3.0,0.8386029411764706,0,Risiko Sedang,10.785619174434089,Sedang
677,35,0.0,Travel_Frequently,138,Research & Development,2,3,Medical,1,2,Female,37,3,2,Laboratory Technician,2,Single,4425,15986,5,Y,0,11,3,4,80,0,10,5,3,6,2,1,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,2212.5,2.75,0.16666666666666666,0.21666666666666667,1.0986122886681098,3.0,0.20580065359477123,0,Risiko Sedang,10.785619174434089,Sedang
678,44,0.0,Travel_Rarely,1459,Research & Development,10,4,Other,1,4,Male,41,3,2,Healthcare Representative,4,Married,6465,19121,2,Y,1,13,3,4,80,0,9,5,4,4,2,1,3,Sedang (5000-10000),1-2 Tahun,40-49,6-10 km,3232.5,4.0,0.25,0.19166666666666665,2.3978952727983707,2.6666666666666665,0.2913398692810457,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
680,22,1.0,Travel_Rarely,617,Research & Development,3,1,Life Sciences,1,2,Female,34,3,2,Manufacturing Director,3,Married,4171,10022,0,Y,1,19,3,1,80,1,4,3,4,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,2085.5,2.5,0.0,0.14166666666666666,1.3862943611198906,2.6666666666666665,0.32593954248366014,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
681,40,0.0,Travel_Rarely,804,Research & Development,2,1,Medical,1,4,Female,86,2,1,Research Scientist,4,Single,2342,22929,0,Y,1,20,4,4,80,0,5,2,2,4,2,2,3,Rendah (< 5000),1-2 Tahun,40-49,0-5 km,2342.0,3.5,0.5,0.075,1.0986122886681098,1.3333333333333333,0.3468954248366013,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
682,33,1.0,Travel_Rarely,603,Sales,9,4,Marketing,1,1,Female,77,3,2,Sales Executive,1,Single,8224,18385,0,Y,1,17,3,1,80,0,6,3,3,5,2,0,3,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,4112.0,1.5,0.0,0.17500000000000002,2.302585092994046,2.0,0.3531454248366013,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
683,50,0.0,Travel_Frequently,1246,Human Resources,3,3,Medical,1,1,Male,99,3,5,Manager,2,Married,18200,7999,1,Y,0,11,3,3,80,1,32,2,3,32,5,10,7,Sangat Tinggi (>15000),> 5 Tahun,50+,0-5 km,3640.0,2.25,0.3125,0.8666666666666667,1.3862943611198906,3.0,0.5946078431372549,0,Risiko Sedang,10.785619174434089,Sedang
684,50,0.0,Travel_Frequently,1421,Research & Development,2,3,Medical,1,4,Female,30,3,4,Manager,1,Married,17856,9490,2,Y,0,22,4,3,80,1,32,3,3,2,2,2,2,Sangat Tinggi (>15000),1-2 Tahun,50+,0-5 km,4464.0,2.75,1.0,0.5333333333333333,1.0986122886681098,3.0,0.2641339869281045,0,Risiko Sedang,10.785619174434089,Sedang
685,57,0.0,Travel_Rarely,593,Research & Development,1,4,Medical,1,4,Male,88,3,2,Healthcare Representative,3,Married,6755,2967,2,Y,0,11,3,3,80,0,15,2,3,3,2,1,2,Sedang (5000-10000),1-2 Tahun,50+,0-5 km,3377.5,3.25,0.3333333333333333,0.2333333333333333,0.6931471805599453,3.0,0.27038398692810456,0,Risiko Sedang,10.785619174434089,Sedang
687,35,1.0,Travel_Frequently,662,Sales,18,4,Marketing,1,4,Female,67,3,2,Sales Executive,3,Married,4614,23288,0,Y,1,18,3,3,80,1,5,0,2,4,2,3,2,Rendah (< 5000),3-5 Tahun,30-39,11-20 km,2307.0,3.0,0.75,0.15833333333333333,2.9444389791664403,1.3333333333333333,0.3321895424836601,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
689,30,0.0,Travel_Rarely,634,Research & Development,17,4,Medical,1,2,Female,95,3,3,Manager,1,Married,11916,25927,1,Y,1,23,4,4,80,2,9,2,3,9,1,0,8,Tinggi (10000-15000),Baru Dipromosikan,30-39,11-20 km,3972.0,2.5,0.0,0.31666666666666665,2.8903717578961645,2.0,0.4100081699346405,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
691,31,0.0,Travel_Rarely,525,Sales,6,4,Medical,1,1,Male,66,4,2,Sales Executive,4,Divorced,5460,6219,4,Y,0,22,4,4,80,2,13,4,4,7,7,5,7,Sedang (5000-10000),3-5 Tahun,30-39,6-10 km,2730.0,3.25,0.7142857142857143,0.25,1.9459101490553132,4.0,0.3828022875816993,0,Risiko Sedang,10.785619174434089,Sedang
692,52,0.0,Non-Travel,771,Sales,2,4,Life Sciences,1,1,Male,79,2,5,Manager,3,Single,19068,21030,1,Y,1,18,3,4,80,0,33,2,4,33,7,15,12,Sangat Tinggi (>15000),> 5 Tahun,50+,0-5 km,3813.6,3.0,0.45454545454545453,0.8833333333333334,1.0986122886681098,2.6666666666666665,0.7021650326797386,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
694,33,0.0,Travel_Rarely,1069,Research & Development,1,3,Life Sciences,1,2,Female,42,2,2,Healthcare Representative,4,Single,6949,12291,0,Y,0,14,3,1,80,0,6,3,3,5,0,1,4,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,3474.5,2.5,0.2,0.17500000000000002,0.6931471805599453,3.0,0.3400735294117647,0,Risiko Sedang,10.785619174434089,Sedang
696,33,0.0,Non-Travel,750,Sales,22,2,Marketing,1,3,Male,95,3,2,Sales Executive,2,Married,6146,15480,0,Y,0,13,3,1,80,1,8,2,4,7,7,0,7,Sedang (5000-10000),Baru Dipromosikan,30-39,21-30 km,3073.0,2.5,0.0,0.20833333333333334,3.1354942159291497,4.0,0.4939133986928105,0,Risiko Sedang,10.785619174434089,Sedang
697,34,0.0,Travel_Rarely,285,Research & Development,29,3,Medical,1,2,Male,86,3,2,Laboratory Technician,3,Married,5429,17491,4,Y,0,13,3,1,80,2,10,1,3,8,7,7,7,Sedang (5000-10000),> 5 Tahun,30-39,21-30 km,2714.5,2.25,0.875,0.2333333333333333,3.4011973816621555,3.0,0.38905228758169935,0,Risiko Sedang,10.785619174434089,Sedang
699,51,0.0,Travel_Rarely,432,Research & Development,9,4,Life Sciences,1,4,Male,96,3,1,Laboratory Technician,4,Married,2075,18725,3,Y,0,23,4,2,80,2,10,4,3,4,2,0,3,Rendah (< 5000),Baru Dipromosikan,50+,6-10 km,2075.0,3.25,0.0,0.11666666666666665,2.302585092994046,3.0,0.2635620915032679,0,Risiko Sedang,10.785619174434089,Sedang
700,50,0.0,Travel_Rarely,797,Research & Development,4,1,Life Sciences,1,1,Male,96,3,5,Research Director,2,Divorced,19144,15815,3,Y,0,14,3,1,80,2,28,4,2,10,4,1,6,Sangat Tinggi (>15000),1-2 Tahun,50+,0-5 km,3828.8,1.5,0.1,0.65,1.6094379124341003,2.0,0.3729575163398693,0,Risiko Sedang,10.785619174434089,Sedang
702,46,0.0,Travel_Rarely,168,Sales,4,2,Marketing,1,4,Female,33,2,5,Manager,2,Married,18789,9946,2,Y,0,14,3,3,80,1,26,2,3,11,4,0,8,Sangat Tinggi (>15000),Baru Dipromosikan,40-49,0-5 km,3757.8,3.0,0.0,0.6416666666666666,1.6094379124341003,3.0,0.4363970588235294,0,Risiko Sedang,10.785619174434089,Sedang
703,22,0.0,Travel_Rarely,217,Research & Development,8,1,Life Sciences,1,2,Male,94,1,1,Laboratory Technician,1,Married,2451,6881,1,Y,0,15,3,1,80,1,4,3,2,4,3,1,1,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,2451.0,1.5,0.25,0.06666666666666667,2.1972245773362196,2.0,0.30359477124183004,0,Risiko Sedang,10.785619174434089,Sedang
704,29,0.0,Travel_Frequently,1413,Sales,1,1,Medical,1,2,Female,42,3,3,Sales Executive,4,Married,7918,6599,1,Y,0,14,3,4,80,1,11,5,3,11,10,4,1,Sedang (5000-10000),3-5 Tahun,< 30,0-5 km,2639.3333333333335,3.25,0.36363636363636365,0.35000000000000003,0.6931471805599453,3.0,0.44456699346405226,0,Risiko Sedang,10.785619174434089,Sedang
705,22,0.0,Travel_Rarely,1136,Research & Development,5,3,Life Sciences,1,4,Male,60,4,1,Research Scientist,2,Divorced,2328,12392,1,Y,1,16,3,1,80,1,4,2,2,4,2,2,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,2328.0,2.25,0.5,0.06666666666666667,1.791759469228055,1.3333333333333333,0.3044117647058823,1,Risiko Sangat Tinggi,31.921824104234524,Sangat Tinggi
708,46,0.0,Travel_Rarely,1402,Sales,2,3,Marketing,1,3,Female,69,3,4,Manager,1,Married,17048,24097,8,Y,0,23,4,1,80,0,28,2,3,26,15,15,9,Sangat Tinggi (>15000),> 5 Tahun,40-49,0-5 km,4262.0,2.0,0.5769230769230769,0.7000000000000001,1.0986122886681098,3.0,0.5309640522875817,0,Risiko Sedang,10.785619174434089,Sedang
