EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryCategory,PromotionCategory,AgeGroup,DistanceCategory,OverTime_Numeric,Gender_Numeric,Cluster,PC1,PC2,Cluster_Label,Cluster_Short,Satisfaction_Index,Turnover_Risk_Score,PC3,PC4,PC5,Income_Level_Ratio,Income_Experience_Ratio,Salary_Hike_Effectiveness,Stock_Income_Ratio,Overtime_Balance_Impact,Satisfaction_Overtime_Ratio,Promotion_Rate,Career_Stagnation,Role_Stability,Manager_Change_Rate,Job_Stability,Loyalty_Index,Distance_Strain,Job_Intensity,Commute_Burden,Age_squared,Distance_Strain_squared,Career_Stagnation_squared,Turnover_Risk_Score_squared
820,45,0.0,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,1,Male,69,3,1,Research Scientist,4,Married,2654,9655,3,Y,No,21,4,4,80,2,8,3,2,2,2,0,2,Rendah (< 5000),Baru Dipromosikan,40-49,6-10 km,0,1,0,0.09056226715788007,-1.9399698761024355,Risiko Rendah (Cluster 0),R2: C0,3.0,0,-0.6177835817603192,0.15790926000537833,0.2894190758441703,2412.7272727272725,294.8888888888889,5.121951219512195,0.7532956685499058,0,27.5,1.0,0.0,0.9523809523809523,0.9523809523809523,0.5,2.0,4.761904761904762,3,10.0,2025,22.675736961451246,0.0,0.807858560090703
821,30,0.0,Travel_Rarely,855,Sales,7,4,Marketing,1,4,Female,73,3,2,Sales Executive,1,Divorced,4779,12761,7,Y,No,14,3,2,80,2,8,3,3,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,0,0,0,-0.9016692370243615,-2.323858731308878,Risiko Rendah (Cluster 0),R2: C0,2.0,0,-0.3515747962116712,-0.18556953660564088,-0.3013004393790069,2275.714285714286,531.0,4.516129032258064,0.41841004184100417,0,25.0,2.0,0.0,0.6451612903225806,0.6451612903225806,0.375,0.375,2.258064516129032,3,7.0,900,5.09885535900104,0.0,1.0489724245577523
822,33,0.0,Travel_Frequently,1146,Sales,25,3,Medical,1,2,Female,82,3,2,Sales Executive,3,Married,4539,4905,1,Y,No,12,3,1,80,1,10,3,2,10,7,0,1,Rendah (< 5000),Baru Dipromosikan,30-39,21-30 km,0,0,0,5.012505900942494,0.18347749529930413,Risiko Rendah (Cluster 0),R2: C0,2.5,0,-2.3954498099097563,-1.1916419071609408,0.8858696739498942,2161.4285714285716,412.6363636363636,3.8709677419354835,0.22026431718061676,0,20.0,2.0,0.0,0.6930693069306931,0.09900990099009901,5.0,15.0,11.904761904761905,3,25.0,1089,141.7233560090703,0.0,0.03628117913832199
823,33,0.0,Travel_Rarely,147,Human Resources,2,3,Human Resources,1,2,Male,99,3,1,Human Resources,3,Married,3600,8429,1,Y,No,13,3,4,80,1,5,2,3,5,4,1,4,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,0,1,0,-1.4691465680249787,-0.9641325205676221,Risiko Rendah (Cluster 0),R2: C0,3.0,0,-0.2918901107277103,0.1965264069987875,0.9817959159555285,3272.7272727272725,600.0,4.193548387096774,0.27770063871146905,0,30.0,0.5,0.16666666666666666,0.7843137254901962,0.7843137254901962,2.5,7.5,0.6451612903225806,3,2.0,1089,0.4162330905306972,0.027777777777777776,1.2147358076078156
824,42,0.0,Travel_Frequently,748,Research & Development,9,2,Medical,1,1,Female,74,3,1,Laboratory Technician,4,Single,3673,16458,1,Y,No,13,3,3,80,0,12,3,3,12,9,5,8,Rendah (< 5000),3-5 Tahun,40-49,6-10 km,0,0,0,-1.1862239584414547,2.212595106960732,Risiko Rendah (Cluster 0),R2: C0,3.5,0,-0.9768516357584959,0.370655761075803,0.868321700859082,3339.090909090909,282.53846153846155,4.193548387096774,0.0,0,27.5,0.16666666666666666,0.38461538461538464,0.7438016528925621,0.6611570247933884,6.0,24.0,2.903225806451613,3,9.0,1764,8.428720083246619,0.14792899408284024,0.09950658907449703
825,43,0.0,Travel_Rarely,531,Sales,4,4,Marketing,1,4,Female,56,2,3,Sales Executive,4,Single,10231,20364,3,Y,No,14,3,4,80,0,23,3,4,21,7,15,17,Tinggi (10000-15000),> 5 Tahun,40-49,0-5 km,0,0,0,-2.3872509684551666,4.90943267381696,Risiko Rendah (Cluster 0),R2: C0,4.0,0,-1.559076801471103,2.551824890249995,-0.8388782928252122,3300.322580645161,426.2916666666667,4.516129032258064,0.0,0,40.0,0.1875,0.6818181818181818,0.33175355450236965,0.8056872037914692,5.25,21.0,0.9756097560975611,2,4.0,1849,0.9518143961927426,0.4648760330578512,0.290308307235461
826,39,0.0,Travel_Rarely,466,Research & Development,1,1,Life Sciences,1,4,Female,65,2,4,Manufacturing Director,4,Married,12742,7060,1,Y,No,16,3,3,80,1,21,3,3,21,6,11,8,Tinggi (10000-15000),> 5 Tahun,30-39,0-5 km,0,0,0,-2.4005235640316744,5.275675801585772,Risiko Rendah (Cluster 0),R2: C0,3.5,0,-2.042774801555408,0.3982022968444947,1.2004665108913783,3107.8048780487807,579.1818181818181,5.161290322580645,0.07847445656438828,0,35.0,0.3333333333333333,0.5,0.2843601895734597,0.3791469194312796,10.5,42.0,0.3225806451612903,2,1.0,1521,0.1040582726326743,0.25,0.5151534859521333
827,39,0.0,Travel_Rarely,1431,Research & Development,1,4,Medical,1,3,Female,96,3,1,Laboratory Technician,3,Divorced,2232,15417,7,Y,No,14,3,3,80,3,7,1,3,3,2,1,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,0,0,0,-1.348077482316161,-2.2896354823758664,Risiko Rendah (Cluster 0),R2: C0,3.0,0,0.15340879424674647,0.9727149457015676,0.4141002207191601,2029.090909090909,279.0,4.516129032258064,1.3434841021047916,0,30.0,0.5,0.25,0.6451612903225806,0.6451612903225806,0.375,1.125,0.3225806451612903,3,1.0,1521,0.1040582726326743,0.0625,0.9365244536940688
828,35,0.0,Non-Travel,1212,Sales,8,2,Marketing,1,3,Female,78,2,3,Sales Executive,4,Married,10377,13755,4,Y,Yes,11,3,2,80,1,16,6,2,13,2,4,12,Tinggi (10000-15000),3-5 Tahun,30-39,6-10 km,1,0,0,-0.08220655812422473,1.3516591271262683,Risiko Rendah (Cluster 0),R2: C0,3.0,2,0.9127932098639214,0.10215343979045483,-0.1316419460420838,3347.4193548387098,610.4117647058823,3.5483870967741935,0.09635767970707265,3,2.5,0.6,0.2857142857142857,0.15267175572519084,0.916030534351145,2.6,10.4,3.8095238095238093,4,12.0,1225,14.512471655328797,0.08163265306122448,2.488130668934241
830,26,1.0,Travel_Rarely,1449,Research & Development,16,4,Medical,1,1,Male,45,3,1,Laboratory Technician,2,Divorced,2373,14180,2,Y,Yes,13,3,4,80,1,5,2,3,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,11-20 km,1,1,0,1.239548289334031,-1.8376000630406844,Risiko Rendah (Cluster 0),R2: C0,2.5,2,2.726270783031404,-0.49034332159367655,1.1703866707928394,2157.272727272727,395.5,4.193548387096774,0.42122999157540014,2,2.2727272727272725,1.0,0.0,0.6451612903225806,0.6451612903225806,1.0,2.0,5.161290322580645,6,24.0,676,26.63891779396462,0.0,1.6030827263267429
832,51,0.0,Travel_Rarely,1178,Sales,14,2,Life Sciences,1,3,Female,87,3,2,Sales Executive,4,Married,4936,14862,4,Y,No,11,3,3,80,1,18,2,2,7,7,0,7,Rendah (< 5000),Baru Dipromosikan,50+,11-20 km,0,0,0,0.8442603361865217,-0.12776741784386403,Risiko Rendah (Cluster 0),R2: C0,3.0,0,-0.9465993544060284,-0.8831720318912285,-1.2146329007739975,2350.4761904761904,259.7894736842105,3.5483870967741935,0.20255215718047398,0,30.0,2.0,0.0,0.9859154929577465,0.9859154929577465,1.4,5.6,6.666666666666666,3,14.0,2601,44.444444444444436,0.0,0.6944444444444445
834,40,0.0,Travel_Rarely,1202,Research & Development,2,1,Medical,1,2,Female,89,4,2,Healthcare Representative,3,Divorced,6377,13888,5,Y,No,20,4,2,80,3,15,0,3,12,11,11,8,Sedang (5000-10000),> 5 Tahun,40-49,0-5 km,0,0,0,-1.4053249212899401,2.2082784136960125,Risiko Rendah (Cluster 0),R2: C0,3.0,0,1.2711531865014782,3.7109528430932346,-1.0912429928897134,3036.6666666666665,398.5625,4.878048780487806,0.4703668861712136,0,25.0,0.16666666666666666,0.8461538461538461,0.9090909090909092,0.6611570247933884,2.0,6.0,0.6451612903225806,4,2.0,1600,0.4162330905306972,0.7159763313609467,0.25687038587762984
835,32,0.0,Travel_Rarely,604,Sales,8,3,Medical,1,3,Male,56,4,2,Sales Executive,4,Married,6209,11693,1,Y,No,15,3,3,80,2,10,4,4,10,7,0,8,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,0,1,0,-1.1209096671537895,0.6762722801245733,Risiko Rendah (Cluster 0),R2: C0,4.0,0,0.2254878213329342,-1.3614543870277467,1.8019063984533303,2956.6666666666665,564.4545454545455,4.838709677419355,0.322061191626409,0,35.0,2.0,0.0,0.6930693069306931,0.7920792079207921,5.0,20.0,1.9512195121951221,4,8.0,1024,3.80725758477097,0.0,2.417645746579417
836,28,0.0,Travel_Rarely,995,Research & Development,9,3,Medical,1,3,Female,77,3,1,Research Scientist,3,Divorced,2377,9834,5,Y,No,18,3,2,80,1,6,2,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,0,0,0,-0.7292396224384261,-1.5919025116488021,Risiko Rendah (Cluster 0),R2: C0,3.0,0,-0.04317142107120081,2.6162620301590733,0.23008033819433182,2160.9090909090905,339.57142857142856,5.806451612903226,0.42052144659377627,0,27.5,0.3333333333333333,0.6666666666666666,0.9523809523809523,0.9523809523809523,0.3333333333333333,1.0,2.903225806451613,3,9.0,784,8.428720083246619,0.4444444444444444,0.06182976355648046
839,40,0.0,Travel_Rarely,1398,Sales,2,4,Life Sciences,1,3,Female,79,3,5,Manager,3,Married,18041,13022,0,Y,No,14,3,4,80,0,21,2,3,20,15,1,12,Sangat Tinggi (>15000),1-2 Tahun,40-49,0-5 km,0,0,0,-2.1424081444805085,6.642724191420707,Risiko Rendah (Cluster 0),R2: C0,3.0,0,-1.454391692196261,-3.712368861645165,2.1366187134082617,3537.450980392157,820.0454545454545,4.516129032258064,0.0,0,32.5,2.5,0.047619047619047616,0.7462686567164178,0.5970149253731343,20.0,60.0,0.6451612903225806,3,2.0,1600,0.4162330905306972,0.0022675736961451243,2.1469451832935738
840,45,0.0,Travel_Frequently,1249,Research & Development,7,3,Life Sciences,1,1,Male,97,3,3,Laboratory Technician,1,Divorced,5210,20308,1,Y,No,18,3,1,80,1,24,2,3,24,9,9,11,Sedang (5000-10000),> 5 Tahun,40-49,6-10 km,0,1,0,-1.3101153880892564,3.677580742325299,Risiko Rendah (Cluster 0),R2: C0,2.0,0,-0.8643563472870189,0.5271783160733634,-0.2077814848347977,1680.6451612903224,208.4,5.806451612903226,0.19190174630589138,0,15.0,0.3,0.36,0.37344398340248963,0.45643153526970953,12.0,12.0,2.258064516129032,3,7.0,2025,5.09885535900104,0.1296,0.03834016649323621
841,44,0.0,Travel_Rarely,1315,Research & Development,3,4,Other,1,4,Male,35,3,5,Manager,4,Married,19513,9358,4,Y,Yes,12,3,1,80,1,26,2,4,2,2,0,1,Sangat Tinggi (>15000),Baru Dipromosikan,40-49,0-5 km,1,1,0,-1.1652927476879789,-0.5132498102455165,Risiko Rendah (Cluster 0),R2: C0,4.0,2,2.2396037182247928,-3.3101772978314656,-2.8690189281817555,3826.0784313725494,722.7037037037037,3.8709677419354835,0.05124525981346726,1,2.954545454545454,5.0,0.0,0.9523809523809523,0.47619047619047616,0.4,1.6,0.7317073170731708,6,4.5,1936,0.5353955978584177,0.0,0.20085700475907203
842,50,0.0,Travel_Rarely,1322,Research & Development,28,3,Life Sciences,1,4,Female,43,3,4,Research Director,1,Married,16880,22422,4,Y,Yes,11,3,2,80,0,25,2,3,3,2,1,2,Sangat Tinggi (>15000),1-2 Tahun,50+,21-30 km,1,0,0,4.122930440045571,0.5217249566607431,Risiko Rendah (Cluster 0),R2: C0,2.0,2,2.999237982221009,-1.3614526931191935,-3.0139565631016674,4117.073170731707,649.2307692307693,3.5483870967741935,0.0,2,2.2727272727272725,2.0,0.25,0.6451612903225806,0.6451612903225806,0.6,0.6,9.032258064516128,6,42.0,2500,81.58168574401664,0.0625,4.636381373569199
843,45,0.0,Non-Travel,248,Research & Development,23,2,Life Sciences,1,4,Male,42,3,2,Laboratory Technician,1,Married,3633,14039,1,Y,Yes,15,3,3,80,1,9,2,3,9,8,0,8,Rendah (< 5000),Baru Dipromosikan,40-49,21-30 km,1,1,0,2.5143772763640557,0.30804556668668637,Risiko Rendah (Cluster 0),R2: C0,2.0,2,2.3373051017460007,-1.2674289446225557,0.3368205505774891,1730.0,363.3,4.838709677419355,0.275178866263071,2,2.5,2.0,0.0,0.8791208791208791,0.8791208791208791,4.5,4.5,7.419354838709677,6,34.5,2025,55.0468262226847,0.0,1.8685126170655573
844,35,0.0,Travel_Frequently,853,Sales,18,5,Life Sciences,1,2,Male,71,3,3,Sales Executive,1,Married,9069,11031,1,Y,No,22,4,4,80,1,9,3,2,9,8,1,8,Sedang (5000-10000),1-2 Tahun,30-39,11-20 km,0,1,0,2.1350580595800865,0.2526525347691717,Risiko Rendah (Cluster 0),R2: C0,1.5,0,-1.5710662086684422,-0.5091539472930194,-0.16778457944791791,2925.483870967742,906.9,5.365853658536586,0.11025358324145536,0,22.5,1.5,0.1,0.8791208791208791,0.8791208791208791,4.5,4.5,8.571428571428571,3,18.0,1225,73.46938775510203,0.010000000000000002,0.004604591836734691
845,48,0.0,Travel_Rarely,855,Research & Development,4,3,Life Sciences,1,4,Male,54,3,3,Manufacturing Director,4,Single,7898,18706,1,Y,No,11,3,3,80,0,11,2,3,10,9,0,8,Sedang (5000-10000),Baru Dipromosikan,40-49,0-5 km,0,1,0,-1.4593632429252918,1.2325919745256861,Risiko Rendah (Cluster 0),R2: C0,3.5,0,-0.44321310077277015,-1.830621532702196,0.034010466552878815,2547.7419354838707,658.1666666666666,3.5483870967741935,0.0,0,35.0,3.0,0.0,0.8910891089108911,0.7920792079207921,5.0,20.0,1.2903225806451613,3,4.0,2304,1.6649323621227887,0.0,2.6275364203954217
846,40,0.0,Travel_Rarely,1300,Research & Development,24,2,Technical Degree,1,1,Male,62,3,2,Research Scientist,4,Divorced,3319,24447,1,Y,No,17,3,1,80,2,9,3,3,9,8,4,7,Rendah (< 5000),3-5 Tahun,40-49,21-30 km,0,1,0,1.7591381900720946,1.098336945759801,Risiko Rendah (Cluster 0),R2: C0,3.5,0,-1.233223222220527,1.0005011184824053,1.3861381266741062,1580.4761904761904,331.9,5.483870967741935,0.6024096385542169,0,22.5,0.4,0.4,0.8791208791208791,0.7692307692307693,4.5,18.0,7.741935483870967,3,24.0,1600,59.93756503642039,0.16000000000000003,0.20177484391259107
847,42,0.0,Travel_Rarely,544,Human Resources,2,1,Technical Degree,1,3,Male,52,3,1,Human Resources,3,Divorced,2696,24017,0,Y,Yes,11,3,3,80,1,4,5,3,3,2,1,0,Rendah (< 5000),1-2 Tahun,40-49,0-5 km,1,1,0,-0.8456569003060499,-1.0171907066300756,Risiko Rendah (Cluster 0),R2: C0,3.0,2,2.5105198853262793,-0.5953557039091744,1.525060134650828,2450.9090909090905,539.2,3.5483870967741935,0.3707823507601038,2,2.727272727272727,0.5,0.25,0.6451612903225806,0.0,3.0,9.0,0.6451612903225806,6,3.0,1764,0.4162330905306972,0.0625,1.133194588969823
849,21,0.0,Travel_Rarely,996,Research & Development,3,2,Medical,1,4,Male,100,2,1,Research Scientist,3,Single,3230,10531,1,Y,No,17,3,1,80,0,3,4,4,3,2,1,0,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,0,1,0,-1.6607482484657443,-2.0841037163397362,Risiko Rendah (Cluster 0),R2: C0,3.5,0,-1.5083303131673316,0.6169469080477573,1.296832189480865,2936.363636363636,807.5,5.483870967741935,0.0,0,30.0,0.5,0.25,0.6451612903225806,0.0,1.5,4.5,0.7317073170731708,2,3.0,441,0.5353955978584177,0.0625,0.85901249256395
850,38,0.0,Travel_Rarely,268,Research & Development,2,5,Medical,1,4,Male,92,3,1,Research Scientist,3,Married,3057,20471,6,Y,Yes,13,3,2,80,1,6,0,1,1,0,0,1,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,1,1,0,-0.18171380603108833,-2.1422247412221935,Risiko Rendah (Cluster 0),R2: C0,2.0,2,3.283873319220401,-0.952758504620581,-0.37047876831718646,2779.090909090909,436.7142857142857,4.193548387096774,0.3270111183780249,4,2.2727272727272725,1.0,0.0,0.0,0.9090909090909091,0.14285714285714285,0.42857142857142855,1.8181818181818181,6,3.0,1444,3.305785123966942,0.0,0.8682851239669418
851,35,0.0,Travel_Rarely,1142,Research & Development,23,4,Medical,1,3,Female,30,3,1,Laboratory Technician,1,Married,4014,16002,3,Y,Yes,15,3,3,80,1,4,3,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,30-39,21-30 km,1,0,0,3.5087837331916116,-0.34882356727075836,Risiko Rendah (Cluster 0),R2: C0,2.0,2,4.545275549545114,2.437272580607391,0.021836158328645563,3649.090909090909,802.8,4.838709677419355,0.24906600249066002,2,2.2727272727272725,0.3333333333333333,0.6666666666666666,0.9523809523809523,0.9523809523809523,0.5,0.5,7.419354838709677,6,34.5,1225,55.0468262226847,0.4444444444444444,7.98214388946699
852,28,1.0,Travel_Rarely,1157,Research & Development,2,4,Medical,1,1,Male,84,1,1,Research Scientist,4,Married,3464,24737,5,Y,Yes,13,3,4,80,0,5,4,2,3,2,2,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,1,1,0,-0.9064716291553071,-1.3447638196473857,Risiko Rendah (Cluster 0),R2: C0,3.0,2,0.13201928143893593,2.0625264001428794,-0.03943960501950648,3149.090909090909,577.3333333333334,4.193548387096774,0.0,3,2.5,0.3333333333333333,0.5,0.6451612903225806,0.6451612903225806,0.5,2.0,0.9523809523809523,2,3.0,784,0.9070294784580498,0.25,2.9592191043083904
854,53,0.0,Travel_Rarely,1376,Sales,2,2,Medical,1,3,Male,45,3,4,Manager,3,Divorced,14852,13938,6,Y,No,13,3,3,80,1,22,3,4,17,13,15,2,Tinggi (10000-15000),> 5 Tahun,50+,0-5 km,0,1,0,-2.165635005120133,3.77376119157021,Risiko Rendah (Cluster 0),R2: C0,3.5,0,-0.22733505135592982,3.2034096329397537,-3.055160464319198,3622.4390243902444,645.7391304347826,4.193548387096774,0.06732646603379788,0,32.5,0.25,0.8333333333333334,0.7602339181286549,0.11695906432748537,2.4285714285714284,7.285714285714286,0.48780487804878053,3,2.0,2809,0.23795359904818564,0.6944444444444445,0.008180687751999493
855,35,0.0,Travel_Frequently,200,Research & Development,18,2,Life Sciences,1,3,Male,60,3,3,Manufacturing Director,4,Single,9362,19944,2,Y,No,11,3,3,80,0,10,2,3,2,2,2,2,Sedang (5000-10000),1-2 Tahun,30-39,11-20 km,0,1,0,0.4310151983791626,-0.5029358230675174,Risiko Rendah (Cluster 0),R2: C0,3.5,0,-0.4864141864249861,1.571289002517485,-0.7099142284769282,3020.0,851.0909090909091,3.5483870967741935,0.0,0,32.5,1.0,0.6666666666666666,0.9523809523809523,0.9523809523809523,0.6666666666666666,2.6666666666666665,5.806451612903226,3,18.0,1225,33.714880332986475,0.4444444444444444,0.08350857035495438
856,36,0.0,Travel_Frequently,1480,Research & Development,3,2,Medical,1,4,Male,30,3,1,Laboratory Technician,2,Single,2088,15062,4,Y,No,12,3,3,80,0,13,3,2,8,7,7,2,Rendah (< 5000),> 5 Tahun,30-39,0-5 km,0,1,0,-1.415253752519147,0.3795694141917303,Risiko Rendah (Cluster 0),R2: C0,2.0,0,-0.08650598536614795,3.2468282215888427,-0.5298046509999198,1898.181818181818,149.14285714285714,3.8709677419354835,0.0,0,27.5,0.125,0.7777777777777778,0.8641975308641976,0.2469135802469136,1.6,3.2,1.4285714285714286,3,3.0,1296,2.0408163265306123,0.6049382716049383,0.10459577349458299
857,36,0.0,Travel_Rarely,1223,Research & Development,8,3,Technical Degree,1,3,Female,59,3,3,Healthcare Representative,3,Divorced,10096,8202,1,Y,No,13,3,2,80,3,17,2,3,17,14,12,8,Tinggi (10000-15000),> 5 Tahun,30-39,6-10 km,0,0,0,-1.4126894761734523,4.474367884723664,Risiko Rendah (Cluster 0),R2: C0,3.0,0,-0.6287288642736233,2.100937089558321,0.655187141039994,3256.774193548387,560.8888888888889,4.193548387096774,0.2971179558284639,0,27.5,0.23076923076923078,0.6666666666666666,0.8187134502923976,0.4678362573099415,8.5,25.5,2.5806451612903225,3,8.0,1296,6.659729448491155,0.4444444444444444,0.046828029251936604
858,59,0.0,Travel_Rarely,715,Research & Development,2,3,Life Sciences,1,3,Female,69,2,4,Manufacturing Director,4,Single,13726,21829,3,Y,Yes,13,3,1,80,0,30,4,3,5,3,4,3,Tinggi (10000-15000),3-5 Tahun,50+,0-5 km,1,0,0,-0.8669256834338659,1.5598811575761617,Risiko Rendah (Cluster 0),R2: C0,3.5,2,1.9946545942909597,1.0761645230908492,-3.0197534232935954,3347.8048780487807,442.7741935483871,4.193548387096774,0.0,2,2.5,0.8,0.6666666666666666,0.5882352941176471,0.5882352941176471,1.25,5.0,0.6451612903225806,4,3.0,3481,0.4162330905306972,0.4444444444444444,4.0919199473927605
863,49,0.0,Travel_Rarely,174,Sales,8,4,Technical Degree,1,4,Male,56,2,4,Sales Executive,2,Married,13120,11879,6,Y,No,17,3,2,80,1,22,3,3,9,8,2,3,Tinggi (10000-15000),1-2 Tahun,40-49,6-10 km,0,1,0,-1.2823506666284916,0.249008809560042,Risiko Rendah (Cluster 0),R2: C0,2.5,0,-1.5936685123655319,-0.32777694671515023,-2.5432647154982524,3200.0000000000005,570.4347826086956,5.483870967741935,0.07621370322383965,0,27.5,1.3333333333333333,0.2,0.8791208791208791,0.32967032967032966,1.2857142857142858,2.5714285714285716,2.5806451612903225,2,8.0,2401,6.659729448491155,0.04000000000000001,0.5139964880332987
864,36,0.0,Travel_Rarely,132,Research & Development,6,3,Life Sciences,1,2,Female,55,4,1,Laboratory Technician,4,Married,3038,22002,3,Y,No,12,3,2,80,0,5,3,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,0,0,0,-0.8493425186688973,-2.424680210944942,Risiko Rendah (Cluster 0),R2: C0,3.5,0,0.5060039375712165,-0.8064279003881873,0.11944510932619468,2761.8181818181815,506.3333333333333,3.8709677419354835,0.0,0,27.5,1.0,0.0,0.0,0.0,0.25,1.0,1.9354838709677418,4,6.0,1296,3.7460978147762742,0.0,1.3958279136316336
867,53,0.0,Travel_Rarely,970,Research & Development,7,3,Life Sciences,1,3,Male,59,4,4,Research Director,3,Married,14814,13514,3,Y,No,19,3,3,80,0,32,3,3,5,1,1,3,Tinggi (10000-15000),1-2 Tahun,50+,6-10 km,0,1,0,-1.0493411876306376,0.1426010858311748,Risiko Rendah (Cluster 0),R2: C0,3.0,0,0.225054248104953,-1.9000690733024987,-2.748021579261037,3613.1707317073174,448.90909090909093,6.129032258064516,0.0,0,30.0,2.0,0.16666666666666666,0.19607843137254904,0.5882352941176471,1.25,3.75,2.258064516129032,4,7.0,2809,5.09885535900104,0.027777777777777776,0.8852179442710141
868,53,0.0,Travel_Rarely,868,Sales,8,3,Marketing,1,1,Male,73,3,4,Sales Executive,4,Married,11836,22789,5,Y,No,14,3,3,80,1,28,3,3,2,0,2,2,Tinggi (10000-15000),1-2 Tahun,50+,6-10 km,0,1,0,-1.0534769129365393,-0.10301127270021726,Risiko Rendah (Cluster 0),R2: C0,3.5,0,-0.31427201167235785,0.767637894779236,-2.9497040498155447,2886.829268292683,408.13793103448273,4.516129032258064,0.08448086508405846,0,27.5,1.3333333333333333,0.6666666666666666,0.0,0.9523809523809523,0.3333333333333333,1.3333333333333333,2.5806451612903225,3,8.0,2809,6.659729448491155,0.4444444444444444,0.046828029251936604
872,31,1.0,Travel_Frequently,1445,Research & Development,1,5,Life Sciences,1,3,Female,100,4,3,Manufacturing Director,2,Single,7446,8931,1,Y,No,11,3,1,80,0,10,2,3,10,8,4,7,Sedang (5000-10000),3-5 Tahun,30-39,0-5 km,0,0,0,-1.5991442360916195,0.8881446074575354,Risiko Rendah (Cluster 0),R2: C0,2.5,0,0.35360295241847317,0.17632192741173067,0.28774076954139854,2401.935483870968,676.9090909090909,3.5483870967741935,0.0,0,22.5,0.6,0.36363636363636365,0.7920792079207921,0.6930693069306931,5.0,10.0,0.3225806451612903,4,1.0,961,0.1040582726326743,0.1322314049586777,0.1335677421504803
874,29,0.0,Travel_Rarely,1389,Research & Development,21,4,Life Sciences,1,2,Female,51,4,3,Manufacturing Director,1,Divorced,9980,10195,1,Y,No,11,3,3,80,1,10,1,3,10,9,8,8,Sedang (5000-10000),> 5 Tahun,< 30,21-30 km,0,0,0,1.2714616025523697,2.0287696707484932,Risiko Rendah (Cluster 0),R2: C0,2.0,0,0.6883064358461161,2.5237788984479446,-0.3767484604502871,3219.3548387096776,907.2727272727273,3.5483870967741935,0.10019036168720569,0,22.5,0.3333333333333333,0.7272727272727273,0.8910891089108911,0.7920792079207921,5.0,5.0,6.774193548387097,4,21.0,841,45.88969823100937,0.5289256198347108,1.013978127338086
876,26,1.0,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,1,Male,57,3,1,Research Scientist,1,Married,2042,15346,6,Y,Yes,14,3,2,80,1,6,2,3,3,2,1,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,1,1,0,-0.3017833912643597,-1.9421587607723638,Risiko Rendah (Cluster 0),R2: C0,2.0,2,3.478787172729423,0.5815744705548272,0.5095354903360683,1856.3636363636363,291.7142857142857,4.516129032258064,0.4894762604013706,2,1.5909090909090908,0.5,0.25,0.6451612903225806,0.6451612903225806,0.42857142857142855,0.42857142857142855,0.6451612903225806,6,3.0,676,0.4162330905306972,0.0625,2.8544647502601457
877,20,1.0,Travel_Rarely,500,Sales,2,3,Medical,1,3,Female,49,2,1,Sales Representative,3,Single,2044,22052,1,Y,No,13,3,4,80,0,2,3,2,2,2,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,0,0,-1.3300964473459773,-2.3244667280036277,Risiko Rendah (Cluster 0),R2: C0,2.5,0,-1.1306045282102268,0.6221711760105173,1.378824132155771,1858.181818181818,681.3333333333334,4.193548387096774,0.0,0,30.0,1.0,0.0,0.9523809523809523,0.9523809523809523,1.0,3.0,0.9523809523809523,2,2.0,400,0.9070294784580498,0.0,1.9733560090702944
878,31,0.0,Travel_Rarely,828,Sales,2,1,Life Sciences,1,2,Male,77,3,2,Sales Executive,4,Single,6582,8346,4,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,1,1,0,-1.1815211939208063,-0.867267299032054,Risiko Rendah (Cluster 0),R2: C0,4.0,2,2.276505719544692,-1.5650730374626602,-0.011830459564371384,3134.285714285714,598.3636363636364,4.193548387096774,0.0,1,2.954545454545454,2.0,0.0,0.819672131147541,0.819672131147541,1.2,4.8,0.48780487804878053,6,3.0,961,0.23795359904818564,0.0,0.17958990184414042
