EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryCategory,PromotionCategory,AgeGroup,DistanceCategory,Cluster,Cluster_Label,tsne_1,tsne_2
737,46,0.0,Non-Travel,1144,Research & Development,7,4,Medical,1,3,Female,30,3,2,Manufacturing Director,3,Married,5258,16044,2,Y,No,14,3,3,80,0,7,2,4,1,0,0,0,Sedang (5000-10000),Baru Dipromosikan,40-49,6-10 km,4,Risiko Tinggi,3.837240695953369,2.035317897796631
738,29,0.0,Travel_Rarely,738,Research & Development,9,5,Other,1,2,Male,30,2,1,Laboratory Technician,4,Single,3983,7621,0,Y,No,17,3,3,80,0,4,2,3,3,2,2,2,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,1,,-42.6100959777832,-4.65708065032959
739,44,1.0,Travel_Frequently,920,Research & Development,24,3,Life Sciences,1,4,Male,43,3,1,Laboratory Technician,3,Divorced,3161,19920,3,Y,Yes,22,4,4,80,1,19,0,1,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,21-30 km,8,,-10.616266250610352,26.654939651489258
740,26,0.0,Travel_Rarely,933,Sales,1,3,Life Sciences,1,3,Male,57,3,2,Sales Executive,3,Married,5296,20156,1,Y,No,17,3,2,80,1,8,3,3,8,7,7,7,Sedang (5000-10000),> 5 Tahun,< 30,0-5 km,2,,40.52861022949219,19.779016494750977
741,55,0.0,Non-Travel,444,Research & Development,2,1,Medical,1,3,Male,40,2,4,Manager,1,Single,16756,17323,7,Y,No,15,3,2,80,0,31,3,4,9,7,6,2,Sangat Tinggi (>15000),> 5 Tahun,50+,0-5 km,0,Risiko Sedang,50.7816047668457,-8.256569862365723
742,47,,Travel_Frequently,1093,Sales,9,3,Life Sciences,1,3,Male,82,1,4,Sales Executive,3,Married,12936,24164,7,Y,No,11,3,3,80,0,25,3,1,23,5,14,10,Tinggi (10000-15000),> 5 Tahun,40-49,6-10 km,-1,,,
743,35,0.0,Travel_Rarely,464,Research & Development,4,2,Other,1,3,Male,75,3,1,Laboratory Technician,4,Divorced,1951,10910,1,Y,No,12,3,3,80,1,1,3,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,1,,-43.81207275390625,7.967201232910156
744,29,,Travel_Rarely,1092,Research & Development,1,4,Medical,1,1,Male,36,3,1,Research Scientist,4,Married,4787,26124,9,Y,Yes,14,3,2,80,3,4,3,4,2,2,2,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,3,,-15.359846115112305,22.407716751098633
745,29,1.0,Travel_Frequently,337,Research & Development,14,1,Other,1,3,Female,84,3,3,Healthcare Representative,4,Single,7553,22930,0,Y,Yes,12,3,1,80,0,9,1,3,8,7,7,7,Sedang (5000-10000),> 5 Tahun,< 30,11-20 km,2,,49.72552490234375,8.695459365844727
746,34,,Travel_Rarely,1480,Sales,4,3,Life Sciences,1,3,Male,64,3,3,Sales Executive,4,Married,9713,24444,2,Y,Yes,13,3,4,80,3,9,3,3,5,3,1,0,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,8,,6.380669116973877,19.72795867919922
747,32,0.0,Travel_Rarely,498,Research & Development,3,4,Medical,1,3,Female,93,3,2,Manufacturing Director,1,Married,6725,13554,1,Y,No,12,3,3,80,1,8,2,4,8,7,6,3,Sedang (5000-10000),> 5 Tahun,30-39,0-5 km,2,,45.609500885009766,19.503021240234375
748,41,1.0,Travel_Rarely,1356,Sales,20,2,Marketing,1,2,Female,70,3,1,Sales Representative,2,Single,3140,21728,1,Y,Yes,22,4,4,80,0,4,5,2,4,3,0,2,Rendah (< 5000),Baru Dipromosikan,40-49,11-20 km,3,,-27.531198501586914,33.80668640136719
749,28,1.0,Travel_Rarely,890,Research & Development,2,4,Medical,1,3,Male,46,3,1,Research Scientist,3,Single,4382,16374,6,Y,No,17,3,4,80,0,5,3,2,2,2,2,1,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,5,,-30.86113739013672,-31.581621170043945
750,35,0.0,Travel_Frequently,482,Research & Development,4,4,Life Sciences,1,3,Male,87,3,2,Research Scientist,3,Single,4249,2690,1,Y,Yes,11,3,2,80,0,9,3,3,9,6,1,1,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,8,,0.4806245267391205,34.09596633911133
751,29,,Travel_Frequently,995,Research & Development,2,1,Life Sciences,1,1,Male,87,3,2,Healthcare Representative,4,Divorced,8853,24483,1,Y,No,19,3,4,80,1,6,0,4,6,4,1,3,Sedang (5000-10000),1-2 Tahun,< 30,0-5 km,4,Risiko Tinggi,-4.366006851196289,7.586564064025879
752,28,0.0,Travel_Frequently,791,Research & Development,1,4,Medical,1,4,Male,44,3,1,Laboratory Technician,3,Single,2154,6842,0,Y,Yes,11,3,3,80,0,5,2,2,4,2,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,3,,-26.250154495239258,28.599960327148438
753,45,0.0,Travel_Frequently,1199,Research & Development,7,4,Life Sciences,1,1,Male,77,4,2,Manufacturing Director,3,Married,6434,5118,4,Y,No,17,3,4,80,1,9,1,3,3,2,0,2,Sedang (5000-10000),Baru Dipromosikan,40-49,6-10 km,6,,1.6197962760925293,-22.77887535095215
754,42,0.0,Travel_Rarely,933,Research & Development,29,3,Life Sciences,1,2,Male,98,3,2,Manufacturing Director,2,Married,4434,11806,1,Y,No,13,3,4,80,1,10,3,2,9,8,7,8,Rendah (< 5000),> 5 Tahun,40-49,21-30 km,2,,43.06880569458008,14.421181678771973
755,29,0.0,Non-Travel,746,Sales,2,3,Life Sciences,1,4,Male,61,3,2,Sales Executive,3,Married,4649,16928,1,Y,No,14,3,1,80,1,4,3,2,4,3,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,4,Risiko Tinggi,-9.828956604003906,-4.30916690826416
756,26,0.0,Travel_Rarely,583,Research & Development,4,2,Life Sciences,1,3,Male,53,3,1,Research Scientist,4,Single,2875,9973,1,Y,Yes,20,4,2,80,0,8,2,2,8,5,2,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,3,,-24.69771385192871,34.97877502441406
757,59,0.0,Travel_Rarely,1435,Sales,25,3,Life Sciences,1,1,Female,99,3,3,Sales Executive,1,Single,7637,2354,7,Y,No,11,3,4,80,0,28,3,2,21,16,7,9,Sedang (5000-10000),> 5 Tahun,50+,21-30 km,-1,,,
758,31,0.0,Travel_Rarely,670,Research & Development,26,1,Life Sciences,1,1,Male,31,3,1,Research Scientist,3,Divorced,2911,15170,1,Y,No,17,3,4,80,1,5,1,2,5,2,4,3,Rendah (< 5000),3-5 Tahun,30-39,21-30 km,6,,15.849618911743164,-36.288414001464844
759,18,,Non-Travel,1431,Research & Development,14,3,Medical,1,2,Female,33,3,1,Research Scientist,3,Single,1514,8018,1,Y,No,16,3,3,80,0,0,4,1,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,11-20 km,1,,-30.47273063659668,9.616049766540527
760,52,0.0,Travel_Rarely,319,Research & Development,3,3,Medical,1,4,Male,39,2,3,Manufacturing Director,3,Married,7969,19609,2,Y,Yes,14,3,3,80,0,28,4,3,5,4,0,4,Sedang (5000-10000),Baru Dipromosikan,50+,0-5 km,0,Risiko Sedang,30.7830753326416,-22.850311279296875
761,44,,Travel_Rarely,170,Research & Development,1,4,Life Sciences,1,2,Male,78,4,2,Healthcare Representative,1,Married,5033,9364,2,Y,No,15,3,4,80,1,10,5,3,2,0,2,2,Sedang (5000-10000),1-2 Tahun,40-49,0-5 km,0,Risiko Sedang,29.530208587646484,-9.613192558288574
762,38,0.0,Travel_Rarely,330,Research & Development,17,1,Life Sciences,1,3,Female,65,2,3,Healthcare Representative,3,Married,8823,24608,0,Y,No,18,3,1,80,1,20,4,2,19,9,1,9,Sedang (5000-10000),1-2 Tahun,30-39,11-20 km,0,Risiko Sedang,32.27664566040039,-0.10656173527240753
763,30,0.0,Travel_Rarely,1427,Research & Development,2,1,Medical,1,2,Male,35,2,1,Laboratory Technician,4,Single,2720,11162,0,Y,No,13,3,4,80,0,6,3,3,5,3,1,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,1,,-41.80125427246094,-7.215605735778809
764,39,1.0,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169,13547,7,Y,No,11,3,4,80,3,21,4,3,18,7,11,5,Tinggi (10000-15000),> 5 Tahun,30-39,0-5 km,2,,60.40091323852539,2.327428102493286
765,35,,Travel_Frequently,146,Research & Development,2,4,Medical,1,1,Male,79,2,1,Research Scientist,4,Single,4930,13970,0,Y,Yes,14,3,3,80,0,6,2,4,5,4,1,4,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,3,,-27.066030502319336,23.03683090209961
766,35,,Travel_Rarely,1029,Research & Development,16,3,Life Sciences,1,4,Female,91,2,3,Healthcare Representative,2,Single,8606,21195,1,Y,No,19,3,4,80,0,11,3,1,11,8,3,3,Sedang (5000-10000),3-5 Tahun,30-39,11-20 km,7,Risiko Rendah,27.20092010498047,27.76036834716797
767,34,0.0,Non-Travel,697,Research & Development,3,4,Life Sciences,1,3,Male,40,2,1,Research Scientist,4,Married,2979,22478,3,Y,No,17,3,4,80,3,6,2,3,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,1,,-41.98877716064453,-12.715285301208496
768,40,,Travel_Rarely,750,Research & Development,12,3,Life Sciences,1,2,Female,47,3,2,Healthcare Representative,1,Divorced,4448,10748,2,Y,No,12,3,2,80,1,15,3,3,7,4,7,7,Rendah (< 5000),> 5 Tahun,40-49,11-20 km,2,,44.09041213989258,22.36589813232422
769,45,,Travel_Rarely,1329,Research & Development,2,2,Other,1,4,Female,59,2,2,Manufacturing Director,4,Divorced,5770,5388,1,Y,No,19,3,1,80,2,10,3,3,10,7,3,9,Sedang (5000-10000),3-5 Tahun,40-49,0-5 km,7,Risiko Rendah,25.270252227783203,14.52203369140625
770,48,,Travel_Rarely,492,Sales,16,4,Life Sciences,1,3,Female,96,3,2,Sales Executive,3,Divorced,6439,13693,8,Y,No,14,3,3,80,1,18,2,3,8,7,7,7,Sedang (5000-10000),> 5 Tahun,40-49,11-20 km,2,,44.0477294921875,29.658979415893555
771,41,0.0,Travel_Rarely,1411,Research & Development,19,2,Life Sciences,1,3,Male,36,3,2,Research Scientist,1,Divorced,3072,19877,2,Y,No,16,3,1,80,2,17,2,2,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,11-20 km,6,,-8.003373146057129,-16.787866592407227
772,36,,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,1,Male,77,3,1,Laboratory Technician,2,Single,2013,10950,2,Y,No,11,3,3,80,0,15,4,3,4,3,1,3,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,5,,-26.88739776611328,-20.022907257080078
773,42,,Travel_Rarely,300,Research & Development,2,3,Life Sciences,1,1,Male,56,3,5,Manager,3,Married,18880,17312,5,Y,No,11,3,1,80,0,24,2,2,22,6,4,14,Sangat Tinggi (>15000),3-5 Tahun,40-49,0-5 km,0,Risiko Sedang,54.86334228515625,-11.325037002563477
774,26,1.0,Travel_Rarely,471,Research & Development,24,3,Technical Degree,1,3,Male,66,1,1,Laboratory Technician,4,Single,2340,23213,1,Y,Yes,18,3,2,80,0,1,3,1,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,21-30 km,1,,-37.41834259033203,22.89788246154785
775,28,,Travel_Rarely,580,Research & Development,27,3,Medical,1,2,Female,39,1,2,Manufacturing Director,1,Divorced,4877,20460,0,Y,No,21,4,2,80,1,6,5,2,5,3,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,21-30 km,4,Risiko Tinggi,-4.402627468109131,-11.836685180664062
776,42,0.0,Travel_Frequently,1271,Research & Development,2,1,Medical,1,2,Male,35,3,1,Research Scientist,4,Single,2515,9068,5,Y,Yes,14,3,4,80,0,8,2,3,2,1,2,2,Rendah (< 5000),1-2 Tahun,40-49,0-5 km,3,,-19.97321891784668,21.947607040405273
777,41,0.0,Travel_Rarely,314,Human Resources,1,3,Human Resources,1,4,Male,59,2,5,Manager,3,Married,19189,19562,1,Y,No,12,3,2,80,1,22,3,3,22,7,2,10,Sangat Tinggi (>15000),1-2 Tahun,40-49,0-5 km,0,Risiko Sedang,57.949459075927734,-12.649070739746094
778,30,0.0,Travel_Rarely,1358,Sales,16,1,Life Sciences,1,4,Male,96,3,2,Sales Executive,3,Married,5301,2939,8,Y,No,15,3,3,80,2,4,2,2,2,1,2,2,Sedang (5000-10000),1-2 Tahun,30-39,11-20 km,6,,-8.917320251464844,-35.78734588623047
779,30,0.0,Non-Travel,111,Research & Development,9,3,Medical,1,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072,11012,1,Y,No,11,3,3,80,2,12,4,3,12,9,6,10,Rendah (< 5000),> 5 Tahun,30-39,6-10 km,2,,38.72712326049805,22.996784210205078
780,19,1.0,Travel_Rarely,419,Sales,21,3,Other,1,4,Male,37,2,1,Sales Representative,2,Single,2121,9947,1,Y,Yes,13,3,2,80,0,1,3,4,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,21-30 km,1,,-40.9124755859375,26.542116165161133
781,33,,Travel_Rarely,575,Research & Development,25,3,Life Sciences,1,4,Male,44,2,2,Manufacturing Director,2,Single,4320,24152,1,Y,No,13,3,4,80,0,5,2,3,5,3,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,21-30 km,4,Risiko Tinggi,4.934437274932861,9.818106651306152
782,27,0.0,Travel_Rarely,618,Research & Development,4,3,Life Sciences,1,2,Female,76,3,1,Research Scientist,3,Single,2318,17808,1,Y,No,19,3,3,80,0,1,2,3,1,1,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,1,,-42.581443786621094,9.57960319519043
783,38,0.0,Travel_Rarely,119,Sales,3,3,Life Sciences,1,1,Male,76,3,3,Sales Executive,3,Divorced,10609,9647,0,Y,No,12,3,3,80,2,17,6,2,16,10,5,13,Tinggi (10000-15000),3-5 Tahun,30-39,0-5 km,2,,35.03252410888672,30.293149948120117
784,36,0.0,Non-Travel,1229,Sales,8,4,Technical Degree,1,1,Male,84,3,2,Sales Executive,4,Divorced,5079,25952,4,Y,No,13,3,4,80,2,12,3,3,7,7,0,7,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,6,,3.919497489929199,-21.50501823425293
785,38,,Travel_Rarely,1153,Research & Development,6,2,Other,1,4,Female,40,2,1,Laboratory Technician,3,Married,3702,16376,1,Y,No,11,3,2,80,1,5,3,3,5,4,0,4,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,1,,-38.71503829956055,-9.904975891113281
786,32,1.0,Travel_Rarely,1033,Research & Development,9,3,Medical,1,1,Female,41,3,1,Laboratory Technician,1,Single,4200,10224,7,Y,No,22,4,1,80,0,10,2,4,5,4,0,4,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,5,,-30.159204483032227,-39.282310485839844
787,39,0.0,Travel_Rarely,1329,Sales,4,4,Life Sciences,1,4,Female,47,2,2,Sales Executive,3,Married,5902,14590,4,Y,No,14,3,3,80,1,17,1,4,15,11,5,9,Sedang (5000-10000),3-5 Tahun,30-39,0-5 km,7,Risiko Rendah,27.91925811767578,19.551298141479492
788,33,1.0,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,1,1,Male,70,3,1,Research Scientist,1,Single,3348,3164,1,Y,Yes,11,3,1,80,0,10,3,3,10,8,9,7,Rendah (< 5000),> 5 Tahun,30-39,0-5 km,2,,48.00776672363281,4.825835704803467
789,46,0.0,Travel_Rarely,1485,Research & Development,18,3,Medical,1,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810,26314,2,Y,No,14,3,3,80,1,19,5,2,10,7,0,8,Rendah (< 5000),Baru Dipromosikan,40-49,11-20 km,6,,7.303447723388672,-19.486949920654297
790,46,0.0,Travel_Rarely,1125,Sales,10,3,Marketing,1,3,Female,94,2,3,Sales Executive,4,Married,9071,11563,2,Y,Yes,19,3,3,80,1,15,3,3,3,2,1,2,Sedang (5000-10000),1-2 Tahun,40-49,6-10 km,8,,5.591676712036133,22.186185836791992
791,41,0.0,Travel_Rarely,263,Research & Development,6,3,Medical,1,4,Male,59,3,1,Laboratory Technician,1,Single,4721,3119,2,Y,Yes,13,3,3,80,0,20,3,3,18,13,2,17,Rendah (< 5000),1-2 Tahun,40-49,6-10 km,7,Risiko Rendah,21.399606704711914,32.61949920654297
792,21,,Travel_Rarely,501,Sales,5,1,Medical,1,3,Male,58,3,1,Sales Representative,1,Single,2380,25479,1,Y,Yes,11,3,4,80,0,2,6,3,2,2,1,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,1,,-35.583038330078125,29.249767303466797
793,39,0.0,Travel_Rarely,141,Human Resources,3,3,Human Resources,1,3,Female,44,4,2,Human Resources,2,Married,6389,18767,9,Y,No,15,3,3,80,1,12,3,1,8,3,3,6,Sedang (5000-10000),3-5 Tahun,30-39,0-5 km,6,,-12.993885040283203,-41.618255615234375
794,44,,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,1,Male,37,3,2,Human Resources,4,Married,5743,10503,4,Y,Yes,11,3,3,80,0,14,3,3,10,7,0,2,Sedang (5000-10000),Baru Dipromosikan,40-49,0-5 km,8,,-3.3423233032226562,24.737821578979492
795,34,1.0,Non-Travel,1362,Sales,19,3,Marketing,1,1,Male,67,4,2,Sales Executive,4,Single,5304,4652,8,Y,Yes,13,3,2,80,0,9,3,2,5,2,0,4,Sedang (5000-10000),Baru Dipromosikan,30-39,11-20 km,8,,-7.727102756500244,41.821041107177734
796,34,0.0,Travel_Rarely,419,Research & Development,7,4,Life Sciences,1,1,Female,53,3,3,Research Director,2,Single,11994,21293,0,Y,No,11,3,3,80,0,13,4,3,12,6,2,11,Tinggi (10000-15000),1-2 Tahun,30-39,6-10 km,0,Risiko Sedang,29.700572967529297,-3.624439001083374
797,39,,Travel_Rarely,119,Sales,15,4,Marketing,1,2,Male,77,3,4,Sales Executive,1,Single,13341,25098,0,Y,No,12,3,1,80,0,21,3,3,20,8,11,10,Tinggi (10000-15000),> 5 Tahun,30-39,11-20 km,2,,66.70506286621094,5.690094470977783
798,29,0.0,Travel_Rarely,144,Sales,10,1,Marketing,1,4,Female,39,2,2,Sales Executive,2,Divorced,8268,11866,1,Y,Yes,14,3,1,80,2,7,2,3,7,7,1,7,Sedang (5000-10000),1-2 Tahun,< 30,6-10 km,8,,8.331686019897461,30.520769119262695
799,37,0.0,Travel_Rarely,290,Research & Development,21,3,Life Sciences,1,2,Male,65,4,1,Research Scientist,1,Married,3564,22977,1,Y,Yes,12,3,1,80,1,8,3,2,8,7,1,7,Rendah (< 5000),1-2 Tahun,30-39,21-30 km,3,,-17.148258209228516,42.53192138671875
800,35,0.0,Travel_Rarely,1229,Research & Development,8,1,Life Sciences,1,4,Male,36,4,1,Laboratory Technician,4,Married,2269,4892,1,Y,No,19,3,4,80,0,1,2,3,1,0,0,1,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,1,,-46.61155319213867,8.589816093444824
801,46,0.0,Travel_Rarely,644,Research & Development,1,4,Medical,1,4,Male,97,3,3,Healthcare Representative,1,Divorced,9396,12368,7,Y,No,16,3,3,80,1,17,3,3,4,2,0,3,Sedang (5000-10000),Baru Dipromosikan,40-49,0-5 km,0,Risiko Sedang,23.150259017944336,-22.580408096313477
802,47,1.0,Travel_Frequently,719,Sales,27,2,Life Sciences,1,2,Female,77,4,2,Sales Executive,3,Single,6397,10339,4,Y,Yes,12,3,4,80,0,8,2,3,5,4,1,3,Sedang (5000-10000),1-2 Tahun,40-49,21-30 km,8,,-0.6590741872787476,26.30001449584961
803,30,0.0,Travel_Frequently,1012,Research & Development,5,4,Life Sciences,1,2,Male,75,2,1,Research Scientist,4,Divorced,3761,2373,9,Y,No,12,3,2,80,1,10,3,2,5,4,0,3,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,5,,-23.250526428222656,-33.23160934448242
804,29,0.0,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1,3,Female,93,3,1,Research Scientist,4,Divorced,2514,26968,4,Y,No,22,4,1,80,1,11,1,3,7,5,1,7,Rendah (< 5000),1-2 Tahun,< 30,21-30 km,6,,-15.368688583374023,-28.356210708618164
805,50,0.0,Travel_Rarely,1207,Research & Development,28,1,Medical,1,4,Male,74,4,1,Laboratory Technician,3,Married,3221,3297,1,Y,Yes,11,3,3,80,3,20,3,3,20,8,3,8,Rendah (< 5000),3-5 Tahun,50+,21-30 km,7,Risiko Rendah,22.907941818237305,32.673858642578125
806,34,0.0,Travel_Rarely,1400,Sales,9,1,Life Sciences,1,2,Female,70,3,2,Sales Executive,3,Married,5714,5829,1,Y,No,20,4,1,80,0,6,3,2,6,5,1,3,Sedang (5000-10000),1-2 Tahun,30-39,6-10 km,4,Risiko Tinggi,-15.423784255981445,-4.160991668701172
807,31,1.0,Travel_Rarely,330,Research & Development,22,4,Medical,1,4,Male,98,3,2,Manufacturing Director,3,Married,6179,21057,1,Y,Yes,15,3,4,80,2,10,3,2,10,2,6,7,Sedang (5000-10000),> 5 Tahun,30-39,21-30 km,2,,39.362815856933594,10.511943817138672
808,48,0.0,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,1,Male,97,2,2,Healthcare Representative,3,Single,4240,13119,2,Y,No,13,3,4,80,0,19,0,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,40-49,6-10 km,6,,2.0223186016082764,-15.294489860534668
809,31,,Travel_Frequently,715,Sales,2,4,Other,1,4,Male,54,3,2,Sales Executive,1,Single,5332,21602,7,Y,No,13,3,4,80,0,10,3,3,5,2,0,3,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,6,,0.15997163951396942,-29.290529251098633
810,49,,Travel_Rarely,809,Research & Development,1,3,Life Sciences,1,3,Male,36,3,4,Manager,3,Single,15379,22384,4,Y,No,14,3,1,80,0,23,2,3,8,7,0,0,Sangat Tinggi (>15000),Baru Dipromosikan,40-49,0-5 km,0,Risiko Sedang,36.15757369995117,-22.371335983276367
811,43,0.0,Travel_Rarely,1473,Research & Development,8,4,Other,1,3,Female,74,3,2,Healthcare Representative,3,Divorced,4522,2227,4,Y,Yes,14,3,4,80,0,8,3,3,5,2,0,2,Rendah (< 5000),Baru Dipromosikan,40-49,6-10 km,8,,-3.7448856830596924,20.167261123657227
812,34,0.0,Travel_Rarely,258,Sales,21,4,Life Sciences,1,4,Male,74,4,2,Sales Executive,4,Single,5337,19921,1,Y,No,12,3,4,80,0,10,3,3,10,7,5,7,Sedang (5000-10000),3-5 Tahun,30-39,21-30 km,2,,35.594600677490234,11.22681999206543
813,60,0.0,Travel_Rarely,696,Sales,7,4,Marketing,1,2,Male,52,4,2,Sales Executive,4,Divorced,5220,10893,0,Y,Yes,18,3,2,80,1,12,3,3,11,7,1,9,Sedang (5000-10000),1-2 Tahun,50+,6-10 km,8,,-4.122623920440674,26.648813247680664
814,52,0.0,Travel_Rarely,258,Research & Development,8,4,Other,1,3,Female,54,3,1,Laboratory Technician,1,Married,2950,17363,9,Y,No,13,3,3,80,0,12,2,1,5,4,0,4,Rendah (< 5000),Baru Dipromosikan,50+,6-10 km,5,,-21.249250411987305,-39.08725357055664
815,25,0.0,Travel_Rarely,1280,Research & Development,7,1,Medical,1,4,Male,64,2,1,Research Scientist,4,Married,2889,26897,1,Y,No,11,3,3,80,2,2,2,3,2,2,2,1,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,1,,-47.321834564208984,-3.1899514198303223
816,46,0.0,Travel_Rarely,705,Sales,2,4,Marketing,1,2,Female,83,3,5,Manager,1,Single,18947,22822,3,Y,No,12,3,4,80,0,22,2,2,2,2,2,1,Sangat Tinggi (>15000),1-2 Tahun,40-49,0-5 km,0,Risiko Sedang,41.5933723449707,-21.223628997802734
817,24,,Non-Travel,830,Sales,13,2,Life Sciences,1,4,Female,78,3,1,Sales Representative,2,Married,2033,7103,1,Y,No,13,3,3,80,1,1,2,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,11-20 km,1,,-41.39809799194336,11.673187255859375
818,29,0.0,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,1,Female,97,3,1,Research Scientist,4,Divorced,3760,5598,1,Y,No,15,3,1,80,3,3,5,3,3,2,1,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,1,,-32.359466552734375,1.9424268007278442
819,41,1.0,Travel_Frequently,143,Sales,4,3,Marketing,1,1,Male,56,3,2,Sales Executive,2,Single,9355,9558,1,Y,No,18,3,3,80,0,8,5,3,8,7,7,7,Sedang (5000-10000),> 5 Tahun,40-49,0-5 km,2,,47.059635162353516,20.17619514465332
820,45,0.0,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,1,Male,69,3,1,Research Scientist,4,Married,2654,9655,3,Y,No,21,4,4,80,2,8,3,2,2,2,0,2,Rendah (< 5000),Baru Dipromosikan,40-49,6-10 km,5,,-22.21453285217285,-25.792556762695312
821,30,0.0,Travel_Rarely,855,Sales,7,4,Marketing,1,4,Female,73,3,2,Sales Executive,1,Divorced,4779,12761,7,Y,No,14,3,2,80,2,8,3,3,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,6,,1.503588318824768,-29.183853149414062
822,33,0.0,Travel_Frequently,1146,Sales,25,3,Medical,1,2,Female,82,3,2,Sales Executive,3,Married,4539,4905,1,Y,No,12,3,1,80,1,10,3,2,10,7,0,1,Rendah (< 5000),Baru Dipromosikan,30-39,21-30 km,6,,-12.176684379577637,-13.537611961364746
823,33,0.0,Travel_Rarely,147,Human Resources,2,3,Human Resources,1,2,Male,99,3,1,Human Resources,3,Married,3600,8429,1,Y,No,13,3,4,80,1,5,2,3,5,4,1,4,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,5,,-39.20446014404297,-18.039030075073242
824,42,0.0,Travel_Frequently,748,Research & Development,9,2,Medical,1,1,Female,74,3,1,Laboratory Technician,4,Single,3673,16458,1,Y,No,13,3,3,80,0,12,3,3,12,9,5,8,Rendah (< 5000),3-5 Tahun,40-49,6-10 km,7,Risiko Rendah,34.144432067871094,19.64483642578125
825,43,0.0,Travel_Rarely,531,Sales,4,4,Marketing,1,4,Female,56,2,3,Sales Executive,4,Single,10231,20364,3,Y,No,14,3,4,80,0,23,3,4,21,7,15,17,Tinggi (10000-15000),> 5 Tahun,40-49,0-5 km,-1,,,
826,39,0.0,Travel_Rarely,466,Research & Development,1,1,Life Sciences,1,4,Female,65,2,4,Manufacturing Director,4,Married,12742,7060,1,Y,No,16,3,3,80,1,21,3,3,21,6,11,8,Tinggi (10000-15000),> 5 Tahun,30-39,0-5 km,2,,62.36845016479492,4.010721683502197
827,39,0.0,Travel_Rarely,1431,Research & Development,1,4,Medical,1,3,Female,96,3,1,Laboratory Technician,3,Divorced,2232,15417,7,Y,No,14,3,3,80,3,7,1,3,3,2,1,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,5,,-27.129478454589844,-29.784330368041992
